geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E02003524,12.1,55.8,32.1
E02003525,12.5,55.5,32
E02003526,9.8,72.5,17.7
E02003527,12.4,68.7,18.9
E02003529,13.6,65.9,20.5
E02003530,12,63.5,24.5
E02003531,12.7,67.1,20.2
E02003532,15.6,56.7,27.8
E02003533,14.7,59.4,25.9
E02003534,16,59.1,24.9
E02003535,17.6,55.2,27.2
E02003536,12.8,51.4,35.8
E02003537,12.2,65.2,22.6
E02003538,19.3,51,29.7
E02003540,12.7,64.3,23
E02003541,24.3,46.7,29
E02003542,25.1,53.7,21.1
E02003543,30.9,47.9,21.2
E02003544,16.5,60.6,22.9
E02003545,19.1,56,24.9
E02003546,13.9,68.1,18
E02003547,17.1,63.2,19.8
E02003548,19.7,59,21.4
E02003549,28.1,40.9,31
E02003551,21.1,43.9,35
E02003553,24.3,39.7,36.1
E02003556,12.6,67.4,20
E02003557,26.8,52.5,20.7
E02003561,24.3,43.9,31.8
E02003562,15,62.3,22.7
E02003564,12.6,64.5,22.9
E02003565,30.4,40.9,28.8
E02003566,10.5,67.5,22
E02003570,23.4,33.5,43.1
E02003572,12.8,61.6,25.6
E02003573,12.2,62.7,25.1
E02003574,13.8,66.5,19.7
E02003575,12.7,61.9,25.3
E02003576,13.1,61,25.9
E02003578,13.7,65.2,21.1
E02003579,14.5,60.1,25.4
E02003580,12.5,57.8,29.7
E02003581,13.2,72.2,14.6
E02003582,11.2,76.1,12.6
E02003583,8.7,72.6,18.6
E02004697,11.8,72.9,15.3
E02004698,12.1,66.6,21.3
E02004699,11.4,74.4,14.1
E02004700,18.8,58.2,23
E02004702,13.9,66.2,19.9
E02004703,10.9,76.2,12.9
E02004704,12.1,73.2,14.7
E02004705,11.7,71.8,16.5
E02004706,10.3,71.1,18.6
E02004707,11.2,72.7,16.1
E02004708,12.9,69.6,17.4
E02004709,11,75.3,13.8
E02004710,12,71.2,16.9
E02004712,10.6,77.5,11.9
E02004713,12.4,74.8,12.8
E02004714,10.5,74.4,15.2
E02004715,13.2,66.7,20.1
E02004716,12.5,69.8,17.7
E02004717,13.9,58.9,27.2
E02004718,17.1,59.3,23.6
E02004719,12.6,70.8,16.6
E02004720,10.2,73,16.9
E02004721,16.7,64.5,18.8
E02004722,10.3,69.9,19.8
E02004723,11.4,72,16.5
E02004724,14.8,66.5,18.7
E02004725,10.8,72.1,17.2
E02004726,13.5,72.4,14.1
E02004727,14.6,68.9,16.5
E02004728,13.6,68.4,18
E02004729,12.7,69.8,17.6
E02004730,9.8,75.6,14.6
E02004731,10.9,76.3,12.8
E02004732,11.5,73.2,15.3
E02004733,10.2,74.6,15.1
E02004734,10.8,71,18.2
E02004735,8.7,78.1,13.3
E02004736,8.5,76.4,15.1
E02004737,10.7,67.1,22.2
E02004738,11.1,72.4,16.5
E02004739,7.4,74.5,18.1
E02004740,7.3,81,11.8
E02004741,10.2,69.9,19.9
E02004742,9.9,69.4,20.6
E02004743,11.6,70.8,17.6
E02004744,15.7,56.1,28.2
E02004745,12.3,65.3,22.4
E02004746,10.1,74.5,15.4
E02004747,11.7,66.6,21.7
E02004748,12.9,66.2,20.9
E02004749,9.2,75.7,15.1
E02004750,11.7,71.2,17.1
E02004764,9.6,74.1,16.2
E02004765,10,78.1,11.9
E02004766,9.9,62.5,27.6
E02004767,11.7,59.4,28.9
E02004768,11.7,66.2,22
E02004769,12.7,58.5,28.8
E02004770,12.7,60.2,27.1
E02004771,11.4,58.1,30.5
E02004772,10.6,72.6,16.8
E02004774,8.8,76.5,14.7
E02004775,10.3,72.7,17
E02004776,7.7,76.6,15.7
E02004777,7.6,76.9,15.6
E02004778,8.6,74.7,16.8
E02004789,9.7,72.8,17.5
E02004791,11,67.5,21.5
E02004792,9.4,74.9,15.7
E02004827,13.1,70.1,16.8
E02004829,12.4,74.6,13
E02004830,13.1,72.9,14
E02004831,12.6,72.5,14.9
E02004832,10.3,75,14.7
E02004833,20.9,59.8,19.3
E02004834,17.4,59.5,23.2
E02004835,19.1,58.3,22.6
E02004836,33.3,45.9,20.8
E02004837,13.9,72.4,13.7
E02004838,12.4,73,14.6
E02004839,11.4,75.6,13
E02004840,11.1,74.8,14.1
E02004841,14.8,67.8,17.4
E02004842,11.6,71.7,16.7
E02006454,12.1,75.4,12.5
E02006455,13.4,63.6,23.1
E02006559,7.2,79.5,13.2
E02006560,9,75.7,15.3
E02006561,14.3,70.3,15.4
E02006563,11.8,72.9,15.3
E02006564,10.2,76.7,13.1
E02006566,11.2,76.1,12.7
E02006567,10.8,75,14.2
E02006568,18.8,62.6,18.6
E02006569,12.7,74.1,13.2
E02006570,17.6,65.2,17.2
E02006571,12.2,73.7,14.1
E02006572,16.4,66.4,17.2
E02006573,10,75.2,14.8
E02006821,11.5,72.1,16.4
E02006822,10.9,69.2,19.9
E02006829,9.6,77.4,12.9
E02006830,10.6,67.6,21.8
E02006831,9.1,74.8,16.1
E02006838,9.5,76.7,13.8
E02006839,10.8,72,17.2
E02006975,36.9,31.2,31.8
E02006976,12.3,51.9,35.8
E02007074,32.4,34.3,33.3
E02007075,26.5,50.1,23.5
