geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00136780,21.1,32.5,6.5,35.8,4.1
E00136781,18.4,45.8,9.7,23.1,3.1
E00136782,24.9,37.1,4.6,28.3,5.1
E00136783,33.1,40.2,7.2,17.5,2
E00136784,14.5,40.9,6.2,35.6,2.8
E00136785,11.7,43.6,4.9,36.8,3.1
E00136786,28,40.5,8.9,19.5,3.1
E00136787,17,63,3.9,16.1,0
E00136791,20.9,37.2,8,31.2,2.7
E00136792,24.2,35.6,11,27.1,2.1
E00136793,26.4,44.9,7.1,18.5,3.1
E00136813,18.9,48.1,8.5,21.2,3.3
E00136814,31.1,37.9,9.3,18.6,3.1
E00136815,7.9,46,7.9,36,2.2
E00136816,13,38.5,7.9,39.4,1.1
E00136817,17.4,39.2,6.9,34.1,2.4
E00136818,21.4,39.7,8.2,27.6,3.1
E00136822,17.5,38.4,7.4,34.1,2.6
E00137044,19.8,40.5,9.5,26.4,3.7
E00153723,11.8,36.7,3,45,3.6
E00153724,12.9,32.6,3.8,46.2,4.5
E00153725,11.5,38.5,0.8,47.5,1.6
E00153726,18,24.6,3.3,49.3,4.7
E00153727,4.8,40.5,3.2,46.8,4.8
E00153728,13.2,31.1,5.4,50.3,0
E00153729,18.7,35.7,6.6,33.5,5.5
E00153730,14.4,30,5.9,46.7,3
E00153731,16.5,45.1,5.3,27.1,6
E00153732,35.1,38.1,5,19.3,2.5
E00153733,20.9,50.7,6,19,3.4
E00153734,22.4,37.8,6.1,31.1,2.6
E00153735,13.9,40.1,2.5,43.6,0
E00153736,29.9,32.9,7.4,27.3,2.6
E00153737,20.5,33,8.7,34.4,3.5
E00153860,22.2,35.6,1.5,40.7,0
E00153862,15.7,36.1,2.1,44.5,1.6
E00153864,15.8,41.4,9.2,31.6,2
E00153867,12.2,34.3,5.2,46.9,1.4
E00153868,17.4,37.7,3.6,41.3,0
E00153869,14.8,41.4,3.1,40.6,0
E00153875,21.7,39.4,10,23.7,5.2
E00153876,19.8,43.8,6.5,27.1,2.8
E00153877,18.9,39.5,6.6,32.5,2.6
