areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00033012,31.7,6.7,38.3,23.3
E00033692,34.8,14.6,44.9,5.6
E00034353,53.6,9.6,19.2,17.6
E00034358,52.7,12.8,20.3,14.2
E00034359,56.2,11.5,18.5,13.8
E00034361,54.5,14.3,20.8,10.4
E00034362,48.6,15.7,24.3,11.4
E00036010,48.4,16.4,25,10.2
E00036011,41.1,23.3,25.3,10.3
E00036012,54.1,10.3,22.7,12.9
E00036013,54.1,19.3,11,15.6
E00036014,38,18,30.7,13.3
E00036015,46.9,15,27.9,10.2
E00036016,28.6,13.3,51,7.1
E00036017,47.3,7.9,29.7,15.2
E00036018,35.3,20.1,36,8.6
E00036019,43.2,16,27.8,13
E00036020,47.4,16.2,26.6,9.7
E00036021,45.9,12.8,24.8,16.5
E00036022,41.7,16.6,28.5,13.2
E00036023,51,9.9,27.8,11.3
E00036024,47.1,8.8,36.3,7.8
E00036025,57.6,14.4,18.2,9.8
E00036026,49.3,10.7,29.3,10.7
E00036027,40.6,16.6,32.6,10.3
E00036028,42.1,12.1,28,17.8
E00036029,41.2,16.8,31.1,10.9
E00036030,43.6,18.6,25,12.8
E00036031,42.9,16.7,29.8,10.6
E00036032,45.1,16.8,28.8,9.2
E00036033,43.6,15.8,27.7,12.9
E00036034,40.5,15.7,34,9.8
E00036035,50.9,13.9,19.4,15.7
E00036036,51.1,15.6,22.7,10.6
E00036037,52.2,12.6,23.9,11.3
E00036038,39.4,22.6,24.8,13.1
E00036039,39.2,17.6,34.6,8.5
E00036040,34,16.7,41.4,8
E00036041,40.8,12.5,34.2,12.5
E00036042,41.8,15.9,29.1,13.2
E00036043,44.4,11.3,35.9,8.5
E00036044,51.3,11.2,29.6,7.9
E00036045,38.3,12.8,32.6,16.3
E00036046,35.1,17.6,37.4,9.9
E00036047,49.1,15.3,28.8,6.7
E00036048,44.4,15.5,28.2,12
E00036049,42.5,18.9,33,5.7
E00036050,47.1,14.1,25.9,12.9
E00036051,52.9,8.8,23.5,14.7
E00036052,59.8,16.7,11.8,11.8
E00036053,46.3,13.4,28,12.2
E00036054,33.9,16.5,40.9,8.7
E00036055,47.2,15.5,27.5,9.9
E00036056,64.2,14.2,10.4,11.3
E00036057,52.4,13.8,17.1,16.7
E00036058,49.3,18.8,13,18.8
E00036059,65.4,14.4,4.8,15.4
E00036060,59.3,15.4,12.3,13
E00036061,50.5,6.6,18.7,24.2
E00036062,51,16.8,15.5,16.8
E00036063,53.6,11.3,20.6,14.4
E00036064,65.6,13.1,3.3,18
E00036066,35.5,13.4,37.1,14
E00036067,55.8,15,15,14.2
E00036069,50,20.3,11.9,17.8
E00036070,64.1,16.5,7.8,11.7
E00036071,73.1,10.6,6.7,9.6
E00036072,46.2,15.9,21.2,16.7
E00036073,59.3,19.5,10.6,10.6
E00036074,52.9,7.1,24.7,15.3
E00036075,53.6,12.5,16.1,17.9
