areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00033012,48.8,34.9,4.7,11.6
E00033692,30.9,26.5,5.5,37
E00034353,0.7,0.7,88.2,10.3
E00034358,7.3,17.6,59.4,15.8
E00034359,20.4,37,23.1,19.4
E00034361,1.8,1.8,88.3,8.1
E00034362,10.2,9.3,65.7,14.8
E00036010,37.8,37.8,11.8,12.6
E00036011,46.2,35.9,0.7,17.2
E00036012,45.5,41,1.9,11.5
E00036013,9.8,16.1,65.2,8.9
E00036014,47.8,45.2,0.9,6.1
E00036015,42.5,35.1,6,16.4
E00036016,33.8,38.8,10,17.5
E00036017,33.3,40.6,0,26.1
E00036018,58.3,33.3,0.8,7.6
E00036019,40.3,38.2,1.4,20.1
E00036020,36.6,26.2,32.4,4.8
E00036021,22.8,31,10.3,35.9
E00036022,36.8,52.8,0.8,9.6
E00036023,41.2,41.2,1.7,16
E00036024,59.2,24.6,1.5,14.6
E00036025,20.5,28.8,40.9,9.8
E00036026,25.8,41.7,4.2,28.3
E00036027,45.1,42.1,0.8,12
E00036028,50,29.3,4.3,16.4
E00036029,42.3,33.1,6.2,18.5
E00036030,49.6,43,0.8,6.6
E00036031,30.9,57.7,1.6,9.8
E00036032,42.4,50.8,1.5,5.3
E00036033,34.1,25.8,35.6,4.5
E00036034,52.5,42.6,0.8,4.1
E00036035,26.7,28.3,34.2,10.8
E00036036,32.7,38.9,11.5,16.8
E00036037,25.9,32.2,32.9,9.1
E00036038,29.3,25.2,31.7,13.8
E00036039,50,46.5,1.8,1.8
E00036040,56.8,39.2,0.8,3.2
E00036041,49.1,29.5,1.8,19.6
E00036042,42.5,51.2,1.6,4.7
E00036043,54.9,39.3,0.8,4.9
E00036044,46.6,36.4,3.4,13.6
E00036045,52.6,42.2,1.7,3.4
E00036046,57.5,42.5,0,0
E00036047,37.4,46.1,0,16.5
E00036048,49.6,41,0.9,8.5
E00036049,43.8,34.3,1.9,20
E00036050,26.5,32.5,29.1,12
E00036051,21.6,15.3,24.3,38.7
E00036052,4.8,18.1,61.9,15.2
E00036053,39.7,43.5,2.3,14.5
E00036054,64.8,29.5,0.8,4.9
E00036055,37.1,35.5,0.8,26.6
E00036056,4.3,13.9,74.8,7
E00036057,18.3,28.8,36.7,16.2
E00036058,8,7.1,78.6,6.3
E00036059,9.6,7.2,74.4,8.8
E00036060,5.4,20.1,65.1,9.4
E00036061,15.7,31.5,28.7,24.1
E00036062,25.9,22.8,37,14.2
E00036063,17.5,25,6.7,50.8
E00036064,13,16.7,61.6,8.7
E00036066,40.9,48.1,0.6,10.4
E00036067,11.9,19.4,53.7,14.9
E00036069,4.8,29,56.5,9.7
E00036070,6.6,9.8,81.1,2.5
E00036071,12.8,16.8,41.6,28.9
E00036072,27.2,27.2,26.5,19.1
E00036073,27.1,19.3,29.3,24.3
E00036074,19,12.1,60.3,8.6
E00036075,4.1,3.1,82.5,10.3
E00036076,4.2,5.8,74.2,15.8
E00036077,25.2,20,43.5,11.3
E00036078,18.5,13.8,46.2,21.5
E00036079,5.4,9.9,48.8,36
E00036080,18.5,23.1,32.4,25.9
E00036081,2,13.3,75.5,9.2
E00036082,10.9,7.3,59.9,21.9
E00036083,10.6,29.3,39,21.1
E00036084,24.4,18.3,6.1,51.1
E00036085,36.4,27.2,7.9,28.5
E00036086,23.7,22.8,7.9,45.6
E00036087,37.5,21.3,5.9,35.3
E00036088,11.6,7.9,66.7,13.8
E00036089,11,29.1,39,20.9
E00036090,17.6,14.7,56.6,11
E00036091,9.7,16.6,60,13.8
E00036092,8,22.1,61.1,8.8
E00036093,11.6,9.8,65.2,13.4
E00036095,18.8,21,15.2,44.9
E00036096,21.8,26.1,13.4,38.7
E00036097,17.3,10.9,39.1,32.7
E00036098,21.1,13.8,27.6,37.5
E00036099,36.1,23.4,13.3,27.2
E00036100,19.4,21.3,20,39.4
E00036101,16.5,17.6,26.4,39.6
E00036102,6.7,23.9,30.6,38.8
E00036103,14,27.9,24.8,33.3
E00036104,19.6,23.5,28.4,28.4
E00036105,25.7,20.4,4.6,49.3
E00036107,25.7,17.4,31.2,25.7
E00036111,32.8,36.8,2.4,28
E00036112,20.5,38.4,10.6,30.5
E00036113,9.6,9,67.1,14.4
E00036114,35.8,22.3,0.7,41.2
E00036115,11.5,7.7,64.7,16
E00036116,29.6,16.2,22.3,31.8
E00036117,22.6,12.9,37.4,27.1
E00036118,3.9,1.9,86.4,7.8
E00036119,6.1,11.3,49.1,33.5
E00036120,5.3,13.2,56.6,25
E00036121,13.4,14.5,43,29.1
E00036122,4.4,7.4,64,24.3
E00036123,4,3.2,84.7,8.1
E00036124,10.9,8.4,64.7,16
E00036125,6.2,18.5,23.1,52.3
E00036126,4.1,6.9,67.3,21.7
E00036127,5.1,2.9,80.3,11.7
E00036128,14.1,7,69.7,9.2
E00036129,23.1,13.1,22.3,41.5
E00036130,17.3,6.8,35.1,40.8
E00036131,16.4,7.7,35.9,40
E00036132,8.3,12.5,52.1,27.1
E00036133,6.3,4.5,81.1,8.1
E00036134,15,11.3,56.4,17.3
E00036135,11.3,7,50.7,31
E00036136,17.8,24,25.3,32.9
E00036137,17.6,21.6,3.4,57.4
E00036138,15,18.3,5.9,60.8
E00036139,13.1,19,14.6,53.3
E00036140,24.3,34.6,4.4,36.8
E00036141,27,12.8,35.5,24.8
E00036146,21.4,26,29.2,23.4
E00036147,37.8,44.1,0.8,17.3
E00036148,21.9,17.9,48.3,11.9
E00036149,29.9,20.5,26.8,22.8
E00036156,67.9,27,1.5,3.6
E00036157,61.2,34.5,0,4.3
E00036163,31.3,34.3,21.6,12.7
E00036172,20,21.8,39.1,19.1
E00036173,42,35.9,3.8,18.3
E00036174,14.2,14.2,51.5,20.1
E00036175,18.4,19.7,36.2,25.7
E00036176,34.1,25.4,5.6,34.9
E00036177,19.3,22.7,2.3,55.7
E00036178,22.5,29,18.8,29.7
E00036179,11.8,15,28.1,45.1
E00036180,34.9,42.6,7,15.5
E00036181,23.1,32.2,8.4,36.4
E00036182,26.8,40.7,20.3,12.2
E00036183,29.1,28.4,15.7,26.9
E00036184,17.7,15.3,53.2,13.7
E00036185,30.3,21.1,26.1,22.5
E00036186,36.3,19.7,31.2,12.7
E00036187,23.2,30.3,9.2,37.3
E00036188,39.2,45.8,1.7,13.3
E00036189,30.8,21.7,21,26.6
E00036190,33.3,14,33.3,19.4
E00036191,67.2,29,0.8,3.1
E00036192,58.8,33.8,1.5,5.9
E00036193,51.4,22.3,0,26.3
E00036195,66.2,33.1,0.7,0
E00036196,63.4,35.1,1.5,0
E00036197,55.8,38.5,2.9,2.9
E00036199,24.8,20,43.4,11.7
E00036200,32.1,26,15.3,26.7
E00036201,57.8,28.9,0,13.3
E00036202,63.6,31.4,0.8,4.2
E00036203,45.5,39.4,1.5,13.6
E00036220,22.5,7,53.5,17.1
E00036221,54.5,40.2,2.7,2.7
E00036222,66.3,22.1,5.3,6.3
E00036223,58,37,0,5
E00036224,39.6,26.9,14.2,19.4
E00036225,75,23.4,0,1.6
E00036226,45.3,45.3,0,9.5
E00036227,52.6,35.8,0,11.7
E00036228,21,13.8,43.5,21.7
E00036229,50,47.4,2.6,0
E00036230,32.8,51.6,0.8,14.8
E00036231,23.4,31.5,34.7,10.5
E00036232,48.4,39.3,1.6,10.7
E00036233,36.2,26.7,30.5,6.7
E00036234,37,35.4,13.4,14.2
E00036235,22.9,30,21.2,25.9
E00036236,46.6,45.8,2.5,5.1
E00036237,59.1,37.4,0,3.5
E00036238,58.5,35.4,0.8,5.4
E00036239,51.1,42.2,2.2,4.4
E00036240,58.9,36.6,1.8,2.7
E00036241,75.8,20.2,0,4
E00036242,56.9,22.3,3.1,17.7
E00036243,57.1,30.1,0,12.8
E00036244,43,43.8,0.8,12.5
E00036245,26.3,18.8,19.5,35.3
E00036246,31.8,30.2,8.5,29.5
E00036247,27.4,27.4,9.5,35.8
E00036248,23,36.3,29.2,11.5
E00036249,57.6,27.2,0,15.2
E00036251,38.1,44.1,3.4,14.4
E00036252,41.7,45.5,0.8,12.1
E00036253,25.7,13.1,17.3,44
E00036254,45,31.8,4,19.2
E00036255,37.8,35.4,6.3,20.5
E00036256,57.1,38.6,0,4.3
E00036257,17.2,19.5,5.3,58
E00036258,3.9,1.3,66.2,28.6
E00036259,52,35.8,0.8,11.4
E00036260,32.3,15.2,13.3,39.2
E00036261,13.6,8.6,41.4,36.4
E00036262,31.9,27.5,14.5,26.1
E00036263,52.9,37.5,0.7,8.8
E00036264,38.9,23.8,22.2,15.1
E00036265,53.8,26,0,20.1
E00036266,46.3,42.1,3.3,8.3
E00036267,53.3,35,1.5,10.2
E00036268,47.5,36,1.4,15.1
E00036269,13.1,18.1,22.6,46.2
E00036270,17.4,22.8,27.5,32.3
E00036271,43.5,21.3,23.1,12
E00036272,15.9,22.1,53.1,8.8
E00036273,14.7,16.7,58.8,9.8
E00036274,15.7,13.7,57.8,12.7
E00036275,21,15.2,53.3,10.5
E00036276,37.4,44.3,3.1,15.3
E00036277,20.5,16.2,59,4.3
E00036278,26.9,57.7,0.6,14.9
E00036279,45.1,39.2,1,14.7
E00036280,35.3,46,4.3,14.4
E00036281,43.1,37.1,3.4,16.4
E00036282,40,36.3,2.2,21.5
E00036283,34.7,38.1,3.4,23.7
E00036284,33.3,35,1.7,29.9
E00036285,31.3,40.3,0.7,27.6
E00036286,48.9,37.8,0.7,12.6
E00036287,31.1,25.5,20.8,22.6
E00036288,50.4,41.1,2.8,5.7
E00036289,30.7,32.2,20.1,17.1
E00036290,42.6,54.9,0,2.5
E00036291,51.8,39.5,1.8,7
E00036338,42.4,39.2,1.6,16.8
E00036339,22.5,20.9,15.5,41.2
E00036340,32.7,26.2,11.3,29.8
E00036341,28.5,12.4,49.6,9.5
E00036342,30.4,32.8,8.8,28
E00036343,29.5,32.6,24.8,13.2
E00036344,30.5,29,3.1,37.4
E00036345,23.4,19,34.3,23.4
E00036346,23.6,44.1,4.7,27.6
E00036347,7.2,16.8,48.5,27.5
E00036348,50.5,36.1,4.1,9.3
E00036349,36.9,51.7,0,11.4
E00036350,30.7,48.9,14.6,5.8
E00036351,28.2,32.2,21.5,18.1
E00036352,47.7,45,2.7,4.5
E00036353,35.5,25,26.6,12.9
E00036354,10.9,14.2,39.9,35
E00036355,26.1,30.6,26.9,16.4
E00036356,23,31.1,0,45.9
E00036357,43.1,41.5,10.8,4.6
E00036358,7.8,13,61.7,17.4
E00036359,34.3,40.3,16.4,9
E00036360,48.7,38.7,3.4,9.2
E00036361,24,20.9,5.6,49.5
E00036362,31.2,38.4,5.6,24.8
E00036363,13.7,13.2,38.4,34.7
E00036364,14.1,14.8,10.9,60.2
E00036365,10.8,5.4,36,47.7
E00036366,20.6,25.6,10.6,43.1
E00036367,12.7,40.9,7.3,39.1
E00036368,35.7,37.2,0,27.1
E00036369,21,30.6,4.8,43.5
E00036370,25,16,38.9,20.1
E00036371,30.3,26.3,27.6,15.8
E00036372,36.3,37.9,0.8,25
E00036373,28.1,26,4.8,41.1
E00036374,31.3,21.8,10.2,36.7
E00036375,39.6,26.9,11.2,22.4
E00036376,28,27.3,9.8,35
E00036377,21.8,27.6,9,41.7
E00036378,26.1,20.7,27,26.1
E00036379,37.7,53.6,1.6,7.1
E00036380,23.1,30,28.5,18.5
E00036381,44.3,41.8,4.9,9
E00036382,39.4,33.9,0.8,26
E00036383,23.9,25.6,14.5,35.9
E00036388,75.3,19.2,2.7,2.7
E00036389,39.6,52.8,0,7.5
E00036390,59.3,39.3,0,1.4
E00036406,52.4,41,1,5.7
E00036407,45.5,40.9,0,13.6
E00036408,52,34.3,2.9,10.8
E00036409,55.2,35.4,2.1,7.3
E00036410,39.4,19.2,36.5,4.8
E00036411,6.9,7.5,75.6,10
E00036412,48.7,44.2,6.2,0.9
E00036413,53.3,38.3,0.8,7.5
E00036414,54.7,43,1.6,0.8
