areacd,sex-001,sex-002
E00033012,42.9,57.1
E00033692,41.8,58.2
E00034353,53,47
E00034358,50.6,49.4
E00034359,49.2,50.8
E00034361,51.4,48.6
E00034362,49.2,50.8
E00036010,50.9,49.1
E00036011,48,52
E00036012,50.5,49.5
E00036013,54,46
E00036014,51.5,48.5
E00036015,53.2,46.8
E00036016,49.7,50.3
E00036017,52.4,47.6
E00036018,49.5,50.5
E00036019,53.4,46.6
E00036020,55.1,44.9
E00036021,50.2,49.8
E00036022,47.4,52.6
E00036023,46.5,53.5
E00036024,49.8,50.2
E00036025,50.1,49.9
E00036026,55,45
E00036027,54,46
E00036028,53.6,46.4
E00036029,52.4,47.6
E00036030,50.3,49.7
E00036031,48.2,51.8
E00036032,48.6,51.4
E00036033,55.9,44.1
E00036034,50.9,49.1
E00036035,57.2,42.8
E00036036,55.1,44.9
E00036037,49.4,50.6
E00036038,53.8,46.2
E00036039,49.8,50.2
E00036040,49.8,50.2
E00036041,48.6,51.4
E00036042,50.9,49.1
E00036043,55.3,44.7
E00036044,51.4,48.6
E00036045,53.3,46.7
E00036046,49.6,50.4
E00036047,49.8,50.2
E00036048,52.8,47.2
E00036049,57.7,42.3
E00036050,41.8,58.2
E00036051,45.3,54.7
E00036052,53.9,46.1
E00036053,49.7,50.3
E00036054,51.7,48.3
E00036055,49.2,50.8
E00036056,57.5,42.5
E00036057,52.4,47.6
E00036058,53.2,46.8
E00036059,59.4,40.6
E00036060,54.2,45.8
E00036061,54.3,45.7
E00036062,55.6,44.4
E00036063,48.6,51.4
E00036064,49.4,50.6
E00036066,48.1,51.9
E00036067,53.2,46.8
E00036069,50.6,49.4
E00036070,51.9,48.1
E00036071,49.1,50.9
E00036072,51.9,48.1
E00036073,55.6,44.4
E00036074,51.2,48.8
E00036075,56,44
E00036076,46,54
E00036077,54.8,45.2
E00036078,54.2,45.8
E00036079,54.7,45.3
E00036080,55.5,44.5
E00036081,52.9,47.1
E00036082,53.9,46.1
E00036083,53.6,46.4
E00036084,56.3,43.8
E00036085,51.4,48.6
E00036086,53.7,46.3
E00036087,56.6,43.4
E00036088,58.7,41.3
E00036089,54.2,45.8
E00036090,49.7,50.3
E00036091,55.8,44.2
E00036092,58.5,41.5
E00036093,58.1,41.9
E00036095,52.5,47.5
E00036096,51.8,48.2
E00036097,37.9,62.1
E00036098,49.3,50.7
E00036099,49.4,50.6
E00036100,48.5,51.5
E00036101,50.3,49.7
E00036102,54.9,45.1
E00036103,51.6,48.4
E00036104,50.6,49.4
E00036105,42.4,57.6
E00036107,55.8,44.2
E00036111,53.1,46.9
E00036112,49.4,50.6
E00036113,48.9,51.1
E00036114,49.8,50.2
E00036115,53.5,46.5
E00036116,49.9,50.1
E00036117,60.6,39.4
E00036118,42.2,57.8
E00036119,44.6,55.4
E00036120,53,47
E00036121,53.4,46.6
E00036122,55.6,44.4
E00036123,46.2,53.8
E00036124,53.1,46.9
E00036125,53.5,46.5
E00036126,46.2,53.8
E00036127,50.3,49.7
E00036128,54.7,45.3
E00036129,51.1,48.9
E00036130,45.5,54.5
E00036131,48.3,51.7
E00036132,47.9,52.1
E00036133,37.9,62.1
E00036134,44.4,55.6
E00036135,46.1,53.9
E00036136,49.3,50.7
E00036137,51.5,48.5
E00036138,53.3,46.7
E00036139,43,57
E00036140,47.8,52.2
E00036141,56.6,43.4
E00036146,52.8,47.2
