areacd,disability_3a-001,disability_3a-002
E00033012,16.4,83.6
E00033692,15.4,84.6
E00034353,28.8,71.2
E00034358,33.1,66.9
E00034359,21.3,78.7
E00034361,32.4,67.6
E00034362,28.7,71.3
E00036010,20.8,79.2
E00036011,20.6,79.4
E00036012,19.4,80.6
E00036013,32.8,67.2
E00036014,12.4,87.6
E00036015,18.5,81.5
E00036016,15.5,84.5
E00036017,18.2,81.8
E00036018,11.9,88.1
E00036019,16.7,83.3
E00036020,25.3,74.7
E00036021,22.7,77.3
E00036022,18.3,81.7
E00036023,11.6,88.4
E00036024,23.5,76.5
E00036025,27,73
E00036026,12.8,87.2
E00036027,15.5,84.5
E00036028,20.2,79.8
E00036029,19.3,80.7
E00036030,9.7,90.3
E00036031,14,86
E00036032,13.9,86.1
E00036033,30.2,69.8
E00036034,15.2,84.8
E00036035,36.5,63.5
E00036036,21.3,78.7
E00036037,21.5,78.5
E00036038,29.2,70.8
E00036039,12.4,87.6
E00036040,11.4,88.6
E00036041,20.5,79.5
E00036042,13.8,86.2
E00036043,11.8,88.2
E00036044,22.1,77.9
E00036045,12.7,87.3
E00036046,13.2,86.8
E00036047,16.3,83.7
E00036048,18.3,81.7
E00036049,17.5,82.5
E00036050,36.3,63.7
E00036051,33.1,66.9
E00036052,20.8,79.2
E00036053,18,82
E00036054,18.3,81.7
E00036055,16.8,83.2
E00036056,33.3,66.7
E00036057,26.5,73.5
E00036058,32,68
E00036059,31.6,68.4
E00036060,22.3,77.7
E00036061,23.8,76.2
E00036062,27.3,72.7
E00036063,26.4,73.6
E00036064,31,69
E00036066,14.8,85.2
E00036067,25.4,74.6
E00036069,23.7,76.3
E00036070,24.2,75.8
E00036071,37.8,62.2
E00036072,25.8,74.2
E00036073,35.7,64.3
E00036074,31.5,68.5
E00036075,26.3,73.7
E00036076,32.5,67.5
E00036077,29,71
E00036078,32.1,67.9
E00036079,26.5,73.5
E00036080,18.1,81.9
E00036081,23.7,76.3
E00036082,35.3,64.7
E00036083,21.3,78.7
E00036084,25,75
E00036085,20.1,79.9
E00036086,31,69
E00036087,28.1,71.9
E00036088,37.7,62.3
E00036089,24.7,75.3
E00036090,31,69
E00036091,33.5,66.5
E00036092,27.7,72.3
E00036093,43,57
E00036095,33.6,66.4
E00036096,28,72
E00036097,34.3,65.7
E00036098,27.6,72.4
E00036099,33.3,66.7
E00036100,27.6,72.4
E00036101,25.6,74.4
E00036102,34.8,65.2
E00036103,36,64
E00036104,30,70
E00036105,24.6,75.4
E00036107,24.8,75.2
E00036111,23.9,76.1
E00036112,18.6,81.4
E00036113,33.1,66.9
E00036114,25.5,74.5
E00036115,42,58
E00036116,24,76
E00036117,25,75
E00036118,37.8,62.2
E00036119,32.9,67.1
E00036120,30.8,69.2
E00036121,33.2,66.8
E00036122,41.2,58.8
E00036123,39.1,60.9
E00036124,33.1,66.9
E00036125,22.3,77.7
E00036126,33.8,66.2
E00036127,33.1,66.9
E00036128,33.7,66.3
E00036129,24,76
E00036130,28.3,71.7
E00036131,30.3,69.7
E00036132,32.5,67.5
E00036133,45.1,54.9
E00036134,32.9,67.1
E00036135,28.8,71.3
E00036136,20.8,79.2
E00036137,18.7,81.3
E00036138,16.9,83.1
E00036139,33.9,66.1
E00036140,17.6,82.4
E00036141,24.3,75.7
E00036146,25.2,74.8
E00036147,20.7,79.3
E00036148,36.7,63.3
E00036149,24.6,75.4
E00036156,20.9,79.1
E00036157,10.9,89.1
E00036163,26.9,73.1
E00036172,30.5,69.5
E00036173,23.1,76.9
E00036174,44.7,55.3
E00036175,27.4,72.6
E00036176,27.7,72.3
E00036177,25.5,74.5
E00036178,26.2,73.8
E00036179,27.6,72.4
E00036180,19.8,80.2
E00036181,19.8,80.2
E00036182,21.3,78.7
E00036183,25.1,74.9
E00036184,36,64
E00036185,22.7,77.3
E00036186,37.6,62.4
E00036187,20.3,79.7
E00036188,14.4,85.6
E00036189,22.1,77.9
E00036190,20.1,79.9
E00036191,16.8,83.2
E00036192,16.5,83.5
E00036193,17.8,82.2
E00036195,17.3,82.7
E00036196,15.7,84.3
E00036197,14.2,85.8
E00036199,39.9,60.1
E00036200,22.7,77.3
E00036201,17.3,82.7
E00036202,17.6,82.4
E00036203,21.3,78.7
E00036220,39.5,60.5
E00036221,14.5,85.5
E00036222,21.5,78.5
E00036223,17.3,82.7
E00036224,25.8,74.2
E00036225,21.5,78.5
E00036226,17.4,82.6
E00036227,23.5,76.5
E00036228,31.8,68.2
E00036229,12.5,87.5
E00036230,17.6,82.4
E00036231,25.7,74.3
E00036232,20.6,79.4
E00036233,27,73
E00036234,19.4,80.6
E00036235,21.8,78.2
E00036236,21.5,78.5
E00036237,21.2,78.8
E00036238,14.1,85.9
E00036239,17.5,82.5
E00036240,16,84
E00036241,20.2,79.8
E00036242,13.7,86.3
E00036243,26.1,73.9
E00036244,14.6,85.4
E00036245,24.8,75.2
E00036246,17.4,82.6
E00036247,21,79
E00036248,21.1,78.9
E00036249,17.5,82.5
E00036251,17.3,82.7
E00036252,14.7,85.3
E00036253,35.1,64.9
E00036254,18.6,81.4
E00036255,21.7,78.3
E00036256,20.6,79.4
E00036257,30.3,69.7
E00036258,47.5,52.5
E00036259,26.6,73.4
E00036260,34.2,65.8
E00036261,48.8,51.2
E00036262,23.2,76.8
E00036263,22.3,77.7
E00036264,20.5,79.5
E00036265,19.8,80.2
E00036266,13.8,86.2
E00036267,20.7,79.3
E00036268,17.8,82.2
E00036269,27.2,72.8
E00036270,23.7,76.3
E00036271,29.4,70.6
E00036272,27.2,72.8
E00036273,26.3,73.7
E00036274,31.1,68.9
E00036275,34.7,65.3
E00036276,23.3,76.7
E00036277,35.1,64.9
E00036278,21.4,78.6
E00036279,12.9,87.1
E00036280,17.8,82.2
E00036281,20.4,79.6
E00036282,20.7,79.3
E00036283,20.1,79.9
E00036284,24.6,75.4
E00036285,17.4,82.6
E00036286,20.1,79.9
E00036287,28.6,71.4
E00036288,15.9,84.1
E00036289,19,81
E00036290,23.4,76.6
E00036291,19.9,80.1
E00036338,20.3,79.7
E00036339,37.1,62.9
E00036340,37.1,62.9
E00036341,27.5,72.5
E00036342,21.8,78.2
E00036343,25.7,74.3
E00036344,24.5,75.5
E00036345,24.8,75.2
E00036346,19.4,80.6
E00036347,33.8,66.2
E00036348,28.5,71.5
E00036349,18.3,81.7
E00036350,23.1,76.9
E00036351,22.8,77.2
E00036352,18.6,81.4
E00036353,34,66
E00036354,49,51
E00036355,26.7,73.3
E00036356,24.6,75.4
E00036357,19.9,80.1
E00036358,26.1,73.9
E00036359,29.3,70.7
E00036360,21.8,78.2
E00036361,27.5,72.5
E00036362,22.8,77.2
E00036363,38.7,61.3
E00036364,36,64
E00036365,38.3,61.7
E00036366,25.3,74.7
E00036367,18.4,81.6
E00036368,20.7,79.3
E00036369,20.4,79.6
E00036370,38.6,61.4
E00036371,24.5,75.5
E00036372,21.1,78.9
E00036373,24.4,75.6
E00036374,23.6,76.4
E00036375,23.9,76.1
E00036376,22,78
E00036377,26.1,73.9
E00036378,19.3,80.7
E00036379,14.3,85.7
E00036380,23.4,76.6
E00036381,21.8,78.2
E00036382,22.4,77.6
E00036383,30.6,69.4
E00036388,16.6,83.4
E00036389,10.6,89.4
E00036390,12,88
E00036406,20.1,79.9
E00036407,18.2,81.8
E00036408,23.2,76.8
E00036409,20.4,79.6
E00036410,40,60
E00036411,46.3,53.7
E00036412,10.9,89.1
E00036413,27.8,72.2
E00036414,14.1,85.9
E00036415,14.4,85.6
E00036416,16,84
E00036417,12.4,87.6
E00036418,24.5,75.5
E00036419,16.2,83.8
E00036420,20.1,79.9
E00036421,21.9,78.1
E00036422,20.8,79.2
E00036423,13,87
E00036424,13.8,86.2
E00036425,17.9,82.1
E00036426,16.7,83.3
E00036445,16.3,83.7
E00036450,18.7,81.3
E00036468,17.3,82.7
E00036469,12.8,87.2
E00036470,16.1,83.9
E00036471,14.1,85.9
E00036472,12,88
E00036473,14.9,85.1
E00036476,18.5,81.5
E00036478,12.7,87.3
E00036480,15.2,84.8
E00036483,15,85
E00036485,19.5,80.5
E00036491,27.9,72.1
E00036492,32,68
E00036493,30.5,69.5
E00036494,34.8,65.2
E00036495,28.5,71.5
E00036496,19.9,80.1
E00036497,29.9,70.1
E00036498,27.1,72.9
E00036499,25.6,74.4
E00036500,19.8,80.2
E00036501,21.4,78.6
E00036502,35.2,64.8
E00036503,29.9,70.1
E00036504,38.7,61.3
E00036505,31.3,68.7
E00036506,27.8,72.2
E00036507,29.3,70.7
E00036508,20.9,79.1
E00036509,32.4,67.6
E00036510,23,77
E00036511,30.3,69.7
E00036512,18.5,81.5
E00036513,17.8,82.2
E00036514,24.1,75.9
E00036515,30.6,69.4
E00036516,19.9,80.1
E00036517,18.4,81.6
