geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00005280,2.2,14.1,63.7,20
E00005282,0.8,1.7,91.7,5.8
E00005285,17.7,12.9,53.2,16.1
E00005286,38.3,33.8,27.1,0.8
E00005337,1.7,13.3,56.7,28.3
E00005364,7.1,54.5,36.4,1.9
E00005365,7.1,17.9,58.3,16.7
E00005368,1.5,54.6,37.7,6.2
E00005369,0.8,18.7,67.5,13
E00005370,0.9,45.5,41.1,12.5
E00005371,55.9,24.4,19.7,0
E00005372,17.4,37.6,41.3,3.7
E00005373,1.6,21.6,61.6,15.2
E00005374,0.8,35.4,56.9,6.9
E00005375,4.7,72.9,20.6,1.9
E00005376,7,24.3,58.3,10.4
E00005377,39.4,17.2,32.3,11.1
E00005378,3.1,28.3,62.2,6.3
E00005379,15.9,11.9,65.1,7.1
E00005380,5,36.4,52.9,5.8
E00005381,1.6,41.3,42.9,14.3
E00005382,44.8,27.6,15.2,12.4
E00005383,0.8,32.8,58.6,7.8
E00005384,8.3,55.8,30.8,5
E00005385,1.5,15,72.9,10.5
E00005386,0.9,35.4,58.4,5.3
E00005387,32.3,21.5,41.5,4.6
E00005388,4,22.6,64.5,8.9
E00005390,3.5,18.1,59.7,18.8
E00005393,0.8,43.4,44.3,11.5
E00005394,0.8,31,55.6,12.7
E00005395,1.6,26.8,63,8.7
E00005482,0,6.6,45.3,48.2
E00005483,0,3.9,57,39.1
E00005484,2.1,21.4,57.2,19.3
E00005485,0.8,3.9,31.3,64.1
E00005486,1.6,26.4,44.8,27.2
E00005487,0.8,7.5,45,46.7
E00005488,0,5,55.5,39.5
E00005490,35.1,42.7,11.5,10.7
E00005491,3.1,16.3,41.9,38.8
E00005492,7.4,27.3,59.5,5.8
E00005496,5.5,29.7,37.2,27.6
E00005497,3.2,8,70.4,18.4
E00005499,6.3,11.7,67.2,14.8
E00005500,3.2,20,58.1,18.7
E00005501,0.8,7.1,63.8,28.3
E00005502,0,8.9,65.9,25.2
E00005503,0.8,5.6,68.3,25.4
E00005504,0.8,2.3,68.8,28.1
E00005505,6.9,38.5,45.4,9.2
E00005507,2,11.2,17.8,69.1
E00005509,0,5.2,32.8,61.9
E00005510,10.6,49.2,12.1,28
E00005512,0,3.4,61,35.6
E00005513,2.4,1.6,26,69.9
E00005515,0,0.8,40.5,58.8
E00005516,0,2.5,50.8,46.7
E00005517,3.9,23.6,15.7,56.7
E00005518,0,0.9,24.8,74.4
E00005576,0.7,15.1,61.2,23
E00005577,0.7,22,52,25.3
E00005578,0.6,18.2,50.6,30.5
E00005579,1.4,18,59.7,20.9
E00005580,0.8,2.4,11,85.8
E00005581,0,0.8,12.9,86.3
E00005582,3.6,8.9,48.2,39.3
E00005583,0,1.6,26.8,71.5
E00005585,0,25,50,25
E00005586,0.9,19.8,55.2,24.1
E00005587,7.4,1.6,61.5,29.5
E00005588,0,9,53.3,37.7
E00005589,0,5.8,62,32.2
E00005590,3.4,23.5,26.8,46.3
E00005591,0,23.1,48.7,28.2
E00005592,1.4,1.4,10.2,87.1
E00005603,0.8,7.4,42.1,49.6
E00005606,15.2,18.1,40.6,26.1
E00157276,16.9,6.9,22.5,53.8
E00157294,19.9,17.6,56.6,5.9
E00157296,10.6,28.5,44.7,16.3
E00157297,5.5,14.1,53.9,26.6
E00157298,0.8,28.3,41.7,29.1
E00157299,5.4,19.2,49.2,26.2
E00157300,3,35.1,50.6,11.3
E00157308,7.7,39.9,44.1,8.4
E00157309,12.6,15.7,46.5,25.2
E00157310,7,28.7,30.2,34.1
E00157311,9.6,24.7,25.3,40.4
E00157312,4.5,28,43.2,24.2
E00157313,19.1,51.8,21.8,7.3
E00157314,46.3,28.5,18.7,6.5
E00157315,0,13.2,34,52.8
E00157316,4.1,29.7,51.4,14.9
E00157317,1.6,36.9,43.4,18
E00157318,0.7,13.8,57.9,27.6
E00157319,0.7,41.8,49.3,8.2
E00157320,6,28.4,41.8,23.9
E00157321,29,29.5,23,18.6
E00157322,0,33.6,48.8,17.6
E00157323,2.5,14.3,11.8,71.4
E00157324,0,2.3,18.2,79.5
E00157325,3.3,26.1,29.4,41.2
E00157326,1.6,31.2,54.4,12.8
E00157327,16,36,23.2,24.8
E00157328,3.2,25,47.6,24.2
E00157329,1.5,10.4,53.3,34.8
E00157330,0.9,15.9,16.8,66.4
E00157331,10.4,30.4,11.1,48.1
E00157332,0.7,20.9,12.2,66.2
E00157333,8.1,35.3,16.2,40.4
E00157346,25.4,70.3,2.5,1.7
E00157347,29.1,54.9,12.2,3.8
E00157348,5.4,27.9,38.8,27.9
E00157349,10.3,37.3,43.7,8.7
E00157350,20.1,61.6,14,4.3
E00157352,0,7,51.6,41.4
E00157353,19.4,66.8,6.1,7.7
E00157355,25.4,44,14.2,16.4
E00157356,35.9,23.1,25,16
E00157357,8.2,16.4,36.3,39
E00157360,0.9,3.5,19.5,76.1
E00157361,2.3,8.5,19.4,69.8
E00170412,1.8,24.6,45.6,28.1
E00170413,86.3,12,0.9,0.9
E00170414,11.7,71.2,10.8,6.3
E00170421,0,29.2,33.3,37.5
E00170422,2.8,16.8,41.1,39.3
E00170425,2.5,9.3,37.3,50.8
E00174957,0,9.5,54.3,36.2
E00174959,1.7,9.4,46.2,42.7
E00190495,40.2,57.4,2.5,0
E00190498,10.4,29.9,48.5,11.2
