geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00005280,91.2,4.8,1.5,2.4
E00005282,93,3.5,1.5,2
E00005285,91.7,4.7,3,0.7
E00005286,90.9,4.6,2.3,2.3
E00005337,95.3,2.7,1,1
E00005364,90.1,5.6,2.8,1.4
E00005365,93.6,1.4,3.2,1.8
E00005368,92.4,4.4,1.6,1.6
E00005369,90.3,2.8,2.5,4.4
E00005370,86.6,5.8,2.7,4.8
E00005371,90.9,1.7,1.7,5.6
E00005372,90.5,3.4,1.5,4.5
E00005373,87.6,4.1,4.1,4.1
E00005374,88,5.2,2.2,4.6
E00005375,90.4,4.6,1.4,3.5
E00005376,92.5,3.4,1.4,2.7
E00005377,88.5,3,3.6,4.9
E00005378,92.7,2.3,2.3,2.6
E00005379,89.6,2.4,2.7,5.2
E00005380,90.9,3.9,1.8,3.3
E00005381,86.2,5.1,5.4,3.4
E00005382,93.6,1.4,1.8,3.2
E00005383,87.2,4.3,4,4.6
E00005384,92.7,1.7,2.8,2.8
E00005385,89.3,5.1,1.3,4.3
E00005386,88.2,4.5,3.2,4.2
E00005387,89,4.5,2.6,3.9
E00005388,91.9,3.1,2.2,2.8
E00005390,90.1,3.8,1.8,4.3
E00005393,88.9,5,2.9,3.2
E00005394,93.1,2.4,2.7,1.8
E00005395,90.2,3.2,3.2,3.5
E00005482,87,5.9,2.8,4.2
E00005483,91.2,5.7,1.7,1.4
E00005484,90.1,4.8,2.2,3
E00005485,89,6.4,2.6,2
E00005486,91.9,5.1,1.1,1.8
E00005487,86.3,10,2.7,1
E00005488,93,5.5,0.9,0.6
E00005490,91.5,4.5,0.4,3.6
E00005491,90.2,3.7,1.2,4.9
E00005492,88.9,4.8,2.2,4.1
E00005496,87.3,5.4,3.2,4.1
E00005497,89.2,5.8,1.5,3.5
E00005499,90.6,3.6,2.1,3.6
E00005500,90.1,6.1,1.8,2
E00005501,94.6,3.9,0.9,0.6
E00005502,93.5,3.1,0.9,2.5
E00005503,88.7,5.7,2.5,3.1
E00005504,89.7,5.1,1.9,3.2
E00005505,89.7,4.8,0.7,4.8
E00005507,91.9,6.8,0,1.3
E00005509,90.6,6.6,0.6,2.2
E00005510,91.4,6,0.7,1.9
E00005512,91.3,7.1,1,0.6
E00005513,93.4,4.1,1.3,1.3
E00005515,93.9,2.8,1.7,1.7
E00005516,88.5,6.5,2.2,2.8
E00005517,93,4.2,0,2.8
E00005518,93.6,4,0.6,1.8
E00005576,91.3,5.3,0.9,2.5
E00005577,92.8,4.9,0.9,1.4
E00005578,91.2,6.1,1.1,1.6
E00005579,92.5,4.7,1.2,1.6
E00005580,90.1,7.4,0.9,1.5
E00005581,91.7,6.7,0.6,1
E00005582,91,4.3,1.4,3.2
E00005583,92.1,4.1,1.9,1.9
E00005585,93.2,5.6,0.8,0.4
E00005586,90.6,5.6,1,2.8
E00005587,88.8,4.6,1.7,4.9
E00005588,92.5,4.6,1,2
E00005589,87.1,6.1,1.4,5.4
E00005590,92.4,3.4,1.5,2.8
E00005591,90.2,3.9,2,3.9
E00005592,91.8,5.2,1.1,1.9
E00005603,89.3,5.4,1.3,4
E00005606,86.8,5.6,5.3,2.2
E00157276,91.5,5.2,1.5,1.8
E00157294,90.6,5,1.3,3.1
E00157296,91.4,4.3,2.3,2
E00157297,90.7,4,1.3,4
E00157298,91.5,5.9,1.3,1.3
E00157299,91.5,6,1.6,0.9
E00157300,93.5,4,1,1.5
E00157308,90.8,6.3,1,2
E00157309,90.8,5.7,0.3,3.3
E00157310,91.3,3.5,0.6,4.5
E00157311,89.7,7.3,1.5,1.5
E00157312,90.4,5.2,1.5,2.8
E00157313,90.6,6.1,0.9,2.3
E00157314,89.7,6.6,0.5,3.3
E00157315,89.1,7.3,1.6,2
E00157316,93.1,3.9,1.1,1.9
E00157317,90.2,4.9,1,3.8
E00157318,84.9,7.8,2.2,5.1
E00157319,92,4.9,0.7,2.4
E00157320,89,7.2,1,2.7
E00157321,89.3,6.1,1.7,2.9
E00157322,90,4.6,1.4,4
E00157323,93.3,4.7,0.7,1.2
E00157324,89.6,6.4,0.9,3.1
E00157325,93.8,4.7,0.6,0.9
E00157326,90.1,7.4,1.1,1.4
E00157327,92.6,4.1,0.8,2.5
E00157328,92,5,1.3,1.7
E00157329,93.6,4,1.5,0.9
E00157330,90.1,6.2,1.8,1.8
E00157331,90.8,5.1,2,2
E00157332,89.1,6.4,1.4,3.1
E00157333,93.2,3.2,1.1,2.5
E00157346,94.5,4.5,0.5,0.5
E00157347,94,2.9,1.8,1.3
E00157348,92.5,3.9,2.1,1.4
E00157349,93.8,3.8,1.4,1
E00157350,94.7,3,0.3,2
E00157352,91.8,6.3,0.6,1.3
E00157353,95,2.5,0.3,2.2
E00157355,93.4,3.3,0.4,2.9
E00157356,94,3.9,0.7,1.4
E00157357,92,4.5,0.3,3.3
E00157360,90.8,5.8,0.3,3.1
E00157361,88,6.5,3.9,1.6
E00170412,93.6,4.6,0.4,1.4
E00170413,94.3,4.4,1.3,0
E00170414,96.4,2.7,0.5,0.5
E00170421,87.8,8.7,0.4,3
E00170422,90.1,6.8,1,2.1
E00170425,91.9,5.3,2.5,0.4
E00174957,92.5,6.1,1.1,0.4
E00174959,89.9,5.9,2.6,1.6
E00190495,94.8,1,3.7,0.5
E00190498,90.5,4.4,2,3.1
