areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00003361,25.7,52,18.2,4.1
W00003362,40.2,40.9,12.6,6.3
W00003363,44.7,38.3,13.8,3.2
W00003364,18.9,36.9,32,12.3
W00003365,13.6,46.4,28.2,11.8
W00003366,18.5,41.5,26.2,13.8
W00003367,22.5,42.6,27.1,7.8
W00003368,42.3,40.1,10.2,7.3
W00003369,32.8,43.7,16,7.6
W00003370,16.9,43.1,28.5,11.5
W00003372,7,49.7,28,15.3
W00003373,0,32.9,40,27.1
W00003374,23.1,45.3,27.4,4.3
W00003375,20.7,54.3,20,5
W00003376,21.9,35.2,30.5,12.5
W00003377,15.5,44.8,23.3,16.4
W00003378,37.6,40.6,18.8,3
W00003379,31.6,43.6,17.1,7.7
W00003380,34.5,48.6,12,4.9
W00003381,54.1,30.6,13.3,2
W00003382,15.5,48.1,26.4,10.1
W00003383,8.2,35.5,40.9,15.5
W00003384,9.8,50.3,26.6,13.3
W00003385,22.6,43.6,25.6,8.3
W00003386,32.8,43.1,17.2,6.9
W00003387,21.4,44.1,26.2,8.3
W00003388,42.4,37.3,17.8,2.5
W00003389,34.1,46.5,16.3,3.1
W00003390,26.7,36.2,30.2,6.9
W00003391,24,43.2,23.2,9.6
W00003392,21.7,37.7,35.5,5.1
W00003393,17.2,47.8,29.9,5.2
W00003394,7.9,40.4,42.1,9.6
W00003395,6.3,42.9,42.9,7.9
W00003396,16.2,48,27,8.8
W00003397,31,44.2,14,10.9
W00003398,32.3,43.8,17.7,6.2
W00003414,15.4,34.2,32.5,17.9
W00003415,11.9,44.8,28,15.4
W00003416,16.9,42.3,32.3,8.5
W00003418,22.8,43.9,26.8,6.5
W00003419,16.9,51.5,23.1,8.5
W00003422,17.7,53.2,21.8,7.3
W00003423,8.2,34.1,41.4,16.4
W00003497,15.4,51.9,24.4,8.3
W00003498,30.7,47.4,20.2,1.8
W00003499,9.7,44.8,29.2,16.2
W00003500,19.5,44.1,26.3,10.2
W00003501,17.6,46.2,27.7,8.4
W00003502,12.6,48.8,22,16.5
W00003503,12.1,45.5,37.1,5.3
W00003504,12,46.6,30.1,11.3
W00003505,31,52.2,12.4,4.4
W00003506,30,45.5,19.1,5.5
W00003507,20.8,43.1,29.2,6.9
W00003508,19.5,51.3,18.6,10.6
W00003509,30.3,48.4,14.8,6.6
W00003510,20,43.4,27.6,9
W00003511,12.7,43.7,31,12.7
W00003512,46.5,39,13.2,1.3
W00003513,22,50.5,19.3,8.3
W00003514,29.1,43.2,21.6,6.1
W00003515,24.3,36,33.3,6.3
W00003516,19.6,47.3,24.1,8.9
W00003517,8.8,38,35.8,17.5
W00003518,15.8,43.9,34.2,6.1
W00003519,47.4,40.2,8.2,4.1
W00003520,11.4,49.1,27.2,12.3
W00003521,33.1,40.3,20.2,6.5
W00003522,32.1,48.1,13.2,6.6
W00003523,20.9,56.4,19.1,3.6
W00003524,10.3,52.1,23.9,13.7
W00003525,9.4,39.8,38.3,12.5
W00003526,16.5,41,28.8,13.7
W00003527,20.3,40.6,25.8,13.3
W00003528,15.7,41.3,29.1,14
W00003529,16.8,48.3,22.8,12.1
W00003530,10.1,33.3,44.2,12.4
W00003533,23.3,45.2,23.3,8.2
W00003534,24.5,51.1,17.3,7.2
W00003535,18.7,51.8,19.4,10.1
W00003536,15.4,40.4,25,19.1
W00003537,13.4,35.6,34.9,16.1
W00003538,21.1,34.5,29.6,14.8
W00003539,8.8,27.2,44.2,19.7
W00003540,24.3,43.7,24.3,7.8
W00003542,32.5,48.1,16.9,2.5
W00003543,35.9,40.6,21.9,1.6
W00003544,30.4,50.4,15.2,4
W00003545,37.3,44.1,12.7,5.9
W00003546,29.8,47.9,15.7,6.6
W00003547,33.1,44.6,16.9,5.4
