areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
W00003361,24.6,75.4
W00003362,36.6,63.4
W00003363,38.8,61.2
W00003364,25.5,74.5
W00003365,25.6,74.4
W00003366,31.6,68.4
W00003367,35.7,64.3
W00003368,31.4,68.6
W00003369,33,67
W00003370,31.9,68.1
W00003372,35.4,64.6
W00003373,28.2,71.8
W00003374,41.8,58.2
W00003375,27.8,72.2
W00003376,25.2,74.8
W00003377,29.7,70.3
W00003378,35.6,64.4
W00003379,42.3,57.7
W00003380,29.1,70.9
W00003381,33.3,66.7
W00003382,30.2,69.8
W00003383,25.6,74.4
W00003384,27.3,72.7
W00003385,30.4,69.6
W00003386,35.2,64.8
W00003387,34,66
W00003388,35.2,64.8
W00003389,37.7,62.3
W00003390,30.7,69.3
W00003391,33,67
W00003392,35.2,64.8
W00003393,35.4,64.6
W00003394,31.9,68.1
W00003395,26.7,73.3
W00003396,26.7,73.3
W00003397,31.4,68.6
W00003398,34.6,65.4
W00003414,27.1,72.9
W00003415,35,65
W00003416,28.9,71.1
W00003418,37.1,62.9
W00003419,36.9,63.1
W00003422,39,61
W00003423,28.3,71.7
W00003497,24.7,75.3
W00003498,31.5,68.5
W00003499,28.7,71.3
W00003500,29.7,70.3
W00003501,27.3,72.7
W00003502,33.8,66.2
W00003503,28.9,71.1
W00003504,25.4,74.6
W00003505,40,60
W00003506,34.2,65.8
W00003507,29.8,70.2
W00003508,36,64
W00003509,32.4,67.6
W00003510,24.5,75.5
W00003511,24.2,75.8
W00003512,26.7,73.3
W00003513,35.3,64.7
W00003514,27.7,72.3
W00003515,24.6,75.4
W00003516,33.1,66.9
W00003517,25.3,74.7
W00003518,30.6,69.4
W00003519,22.6,77.4
W00003520,30.6,69.4
W00003521,28.2,71.8
W00003522,45.5,54.5
W00003523,37.8,62.2
W00003524,26.4,73.6
W00003525,26.2,73.8
W00003526,25.5,74.5
W00003527,29.3,70.7
W00003528,34.4,65.6
W00003529,30,70
W00003530,33.3,66.7
W00003533,42.1,57.9
W00003534,32.7,67.3
W00003535,34.8,65.2
W00003536,30.1,69.9
W00003537,27,73
W00003538,35.8,64.2
W00003539,22.1,77.9
W00003540,26.3,73.8
W00003542,34.6,65.4
W00003543,32.4,67.6
W00003544,31,69
W00003545,41.3,58.7
W00003546,34.9,65.1
W00003547,39.8,60.2
W00003548,33.3,66.7
W00003549,39.7,60.3
W00003550,33.9,66.1
W00003552,25,75
W00003553,28.1,71.9
W00003554,36,64
W00003555,35.6,64.4
W00003556,37.7,62.3
W00003557,39.6,60.4
W00003558,44.4,55.6
W00003559,24.4,75.6
W00003560,30.7,69.3
W00003561,22.7,77.3
W00003562,30.8,69.2
W00003563,20.1,79.9
W00003564,28.3,71.7
W00003565,28.5,71.5
W00003566,34.5,65.5
W00003567,31.6,68.4
W00003568,29.4,70.6
W00003569,23.5,76.5
W00003571,26.9,73.1
W00003572,21.7,78.3
W00003573,23,77
W00003574,24.2,75.8
W00003575,29.5,70.5
W00003576,32.7,67.3
W00003577,26.4,73.6
W00003578,22,78
W00003579,29,71
W00003580,33.1,66.9
W00003581,26.9,73.1
W00003582,23.7,76.3
W00003583,25.5,74.5
W00003584,31.4,68.6
W00003585,22.7,77.3
W00003586,34.8,65.2
W00003587,34.1,65.9
W00003588,31.4,68.6
W00003589,29.4,70.6
W00003590,31.1,68.9
W00003591,29.5,70.5
W00003592,29.6,70.4
W00003594,25.4,74.6
W00003595,25.2,74.8
W00003596,37.6,62.4
W00003597,32.5,67.5
W00003598,32.7,67.3
W00003599,27.6,72.4
W00003600,33.7,66.3
W00003601,37.1,62.9
W00003632,34,66
W00003633,38.7,61.3
W00003634,27.9,72.1
W00003635,34.5,65.5
W00003657,20.5,79.5
