geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00089263,93.7,3.1,0.8,2.4
E00138766,93.4,2.1,2.5,2.1
E00138767,92.8,4.8,1.6,0.8
E00138769,90.9,4.8,2.6,1.7
E00138771,94.7,3,1.1,1.1
E00138776,89.3,3.7,1.5,5.6
E00138778,93.4,3.6,0.9,2.1
E00138780,92.7,5.5,0.7,1
E00138781,94.7,1.1,1.9,2.3
E00138782,90.1,4,1.2,4.6
E00138783,90.3,4.1,2.8,2.8
E00138795,92.2,4.4,0.3,3.1
E00138796,89.7,6,2.2,2.2
E00138797,89.9,6.9,2.4,0.9
E00138798,91.2,5.4,2.4,1
E00138799,89.8,6.4,1.6,2.2
E00138800,88.4,6.1,2,3.4
E00138827,89,7.6,1.7,1.7
E00138828,93.7,3.2,1.9,1.1
E00138829,89.3,8.8,0.8,1.1
E00138830,92.8,3.6,1.2,2.4
E00138831,90.5,8.2,0.4,0.8
E00138832,82.7,1.3,2,14
E00138859,93.6,4.1,0.4,2
E00138860,91.9,4.6,2.5,1.1
E00138861,94,3.6,1.4,1
E00138862,93.4,5.6,0,1
E00138863,91,5.1,1.8,2.1
E00138864,93.4,4.4,1.4,0.7
E00138871,92.6,4.6,1.1,1.6
E00138872,92,6.3,0.3,1.5
E00138873,89.6,5.4,1.3,3.8
E00138874,89,7.2,0.7,3.1
E00138875,88.7,6.3,1.8,3.1
E00138876,91.4,4.9,0.8,3
E00138877,92,6.5,0.5,1
E00138878,93.7,2.4,2.1,1.7
E00138879,92.6,4.9,0.5,2.1
E00138880,94.6,3.5,0.5,1.4
E00138881,93.2,0.6,3.1,3.1
E00138882,90.2,6.6,1.4,1.7
E00138883,92.2,5.6,0.9,1.3
E00138884,86.3,2.2,3.3,8.1
E00138885,88.6,6,1.4,3.9
E00138886,94.7,5,0,0.3
E00138888,92.6,3.5,1.6,2.3
E00138889,89.8,4.2,1.8,4.2
E00138892,94,2.4,1.8,1.8
E00138893,88.8,8.6,0,2.7
E00138894,93.1,4.4,1.9,0.6
E00138895,91.8,2.5,1.1,4.6
E00138896,94,3,1.5,1.5
E00138897,92.9,3.2,0.5,3.4
E00138898,92.8,4,1.4,1.8
E00138899,87.1,3.2,4,5.6
E00138902,94.5,2,1,2.5
E00138903,91.5,5.4,1.4,1.7
E00138915,91.2,6.9,0.9,0.9
E00138920,94.9,3.5,0.6,1
E00138921,88.3,5.2,2.3,4.2
E00138922,88.2,6.7,1.9,3.2
E00138923,91.9,4.8,1.1,2.2
E00138924,89.3,5.8,1.9,2.9
E00138925,90.2,5.1,1.6,3.1
E00138926,96,2.6,0.3,1
E00169285,94.6,3,1.3,1
E00169286,95.3,2.3,1.4,1
E00169289,94.4,4.1,1.3,0.3
E00169290,93.7,3.6,0,2.8
E00169291,95.8,3.3,0.4,0.4
E00169292,92.2,5.8,1.2,0.8
E00169293,93,2.8,1.4,2.8
E00169294,93.3,3.4,2.2,1.1
E00169295,96.5,3.1,0,0.4
E00169296,97,1.5,0,1.5
E00169309,87.4,7.5,3.5,1.6
E00189012,97.2,2.4,0,0.4
E00189023,94.9,3.5,1,0.6
E00189029,96.9,1.9,0.4,0.8
E00189055,91.5,5.1,0.8,2.5
E00189075,94.9,2,2.4,0.8
E00189094,93.8,5.1,0.4,0.7
E00189095,98,1.2,0,0.8
E00189097,96.7,2.6,0,0.7
E00189118,91.9,4.9,1.4,1.8
E00189132,91.6,5.8,0.4,2.2
E00189157,92.3,2.9,1.5,3.3
E00189169,96,3.3,0.7,0
