geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00089263,85.6,12.9,1.5
E00138766,69.4,20.8,9.8
E00138767,82.9,10.5,6.6
E00138769,78.5,15.6,5.9
E00138771,89.2,8.5,2.3
E00138776,73.3,16.4,10.3
E00138778,87.7,9.2,3.2
E00138780,88.1,8.9,3
E00138781,82.2,13.6,4.2
E00138782,83.3,12,4.7
E00138783,75.2,15.5,9.4
E00138795,85.9,11.2,3
E00138796,79.4,9.9,10.7
E00138797,86.7,8.8,4.5
E00138798,78.9,17.1,4
E00138799,86.3,10.7,3
E00138800,84.4,12,3.6
E00138827,74.5,18.1,7.4
E00138828,84.9,11.8,3.2
E00138829,85.1,13.1,1.9
E00138830,81.5,14,4.5
E00138831,85.2,12,2.8
E00138832,63.8,30.9,5.3
E00138859,89.1,8.3,2.5
E00138860,87.5,9.8,2.7
E00138861,88.6,10.3,1.2
E00138862,87.1,11.6,1.3
E00138863,87.1,9.7,3.3
E00138864,92.3,6.9,0.8
E00138871,84.9,13.5,1.6
E00138872,89.2,7,3.8
E00138873,83.2,12,4.8
E00138874,83.2,12.8,3.9
E00138875,86.5,10.8,2.8
E00138876,84.7,11.7,3.6
E00138877,91,7.3,1.7
E00138878,81.4,15.4,3.3
E00138879,93,5.7,1.3
E00138880,90,7.6,2.4
E00138881,73.4,17.1,9.5
E00138882,84.5,10.8,4.7
E00138883,91.9,6.7,1.5
E00138884,65.3,22.3,12.4
E00138885,78.2,15.1,6.7
E00138886,87.5,9.9,2.7
E00138888,87.5,10.2,2.3
E00138889,79.6,13.3,7.1
E00138892,87.1,11.2,1.8
E00138893,84.3,11.2,4.6
E00138894,79.2,16.1,4.8
E00138895,83.6,13.9,2.4
E00138896,84.4,12,3.6
E00138897,75.1,18.9,6
E00138898,81.6,14.2,4.2
E00138899,81,15.9,3.2
E00138902,91,6.2,2.8
E00138903,89.1,7,3.9
E00138915,85.9,12.6,1.4
E00138920,86.9,11.9,1.2
E00138921,85.1,11.8,3.1
E00138922,82.3,14,3.6
E00138923,79.6,13.7,6.7
E00138924,85.8,12,2.2
E00138925,85.3,11.2,3.5
E00138926,87.5,10.3,2.2
E00169285,88.1,8.5,3.5
E00169286,93,5.8,1.2
E00169289,95.6,3.8,0.6
E00169290,91.5,6.3,2.2
E00169291,91.8,6.5,1.6
E00169292,87.1,9.9,2.9
E00169293,86.8,10.2,3
E00169294,79,17.7,3.2
E00169295,82.6,13,4.4
E00169296,80.7,14,5.3
E00169309,75.6,16.8,7.6
E00189012,93.9,5.8,0.4
E00189023,92.4,6.4,1.2
E00189029,93.3,6,0.7
E00189055,87.4,10.9,1.6
E00189075,89,9.2,1.8
E00189094,94.7,4,1.3
E00189095,93.6,6,0.4
E00189097,95.1,4.9,0
E00189118,81.5,14.9,3.6
E00189132,89.2,9.2,1.6
E00189157,88.3,6.7,5
E00189169,94.4,4.9,0.7
