areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02002805,50,36.8,11.9,1.2,0.1
E02002809,47.1,32.6,16,4,0.2
E02002827,40.9,35.5,16.4,6.5,0.6
E02002828,42,36.8,16.7,4.3,0.1
E02002829,32.2,36.5,22.5,8.4,0.4
E02002830,41,33.6,17.3,7.1,1.1
E02002831,35,37.8,19.8,6.4,1
E02002832,28,37.9,26.3,7.3,0.5
E02002833,31.2,39.6,22.7,6,0.4
E02002834,47.9,35.5,13.9,2.5,0.2
E02002836,25.7,39.6,26.3,8,0.4
E02002837,27.6,37.5,25,9.4,0.6
E02002838,31,36.8,21.9,9.6,0.7
E02002839,41.7,35.1,17.2,5.4,0.6
E02002842,39.5,37.6,17.8,4.7,0.4
E02002843,24,39.5,28.4,7.2,0.9
E02002844,21.5,39.7,27.6,10.1,1.2
E02002845,32.1,37.5,21.8,8.1,0.6
E02002846,52.2,32.9,12.4,2.4,0.2
E02002847,34.2,40.1,20.8,4.7,0.1
E02002848,30.2,37.1,24.6,7.4,0.8
E02002849,41.9,36.8,16.6,4.3,0.3
E02002851,45.6,37.2,14.4,2.6,0.2
E02002852,29.2,33.4,24.9,11.4,1.1
E02002853,40.1,38.1,17.4,4.1,0.3
E02002854,34.4,35.8,21.2,8,0.6
E02002855,46.8,35,14.9,3.1,0.2
E02002856,55.7,31.7,10.3,2.1,0.2
E02002857,45.3,35,14.8,4.5,0.5
E02002858,61.8,29.1,8,1,0.1
E02002860,45.4,35.4,15,4,0.3
E02002861,28.8,32.7,26.2,11.7,0.6
E02002862,32,35.2,23.3,8.9,0.7
E02002863,59.5,31.6,7.9,1,0
E02002864,58.4,30.1,9.9,1.5,0.1
E02002865,53.1,34.7,10.6,1.5,0
E02002866,59.2,31.9,8.3,0.6,0.1
E02002867,59.9,30.1,8.8,1.2,0.1
E02002868,41.6,36.8,17.1,4.4,0.1
E02002869,31.1,35.6,23.9,9.1,0.3
E02002871,40.5,36.1,18,5.1,0.3
E02002872,33.5,34.5,22.6,8.9,0.5
E02002873,39.2,34.7,19.3,6.6,0.2
E02002874,46.4,33.5,15.3,4.6,0.2
E02002875,40.5,33.8,19.6,5.9,0.2
E02002876,41,34.5,18.4,5.6,0.4
E02002877,51.2,33.5,12,3.1,0.2
E02002878,33.1,35.2,22.9,8.3,0.4
E02002879,49.8,31.3,14.6,4,0.3
E02002880,35.3,36.1,20.8,7.2,0.5
E02002881,36.4,33.6,21.8,8,0.2
E02002882,53.1,31.7,12.5,2.5,0.2
E02002883,44.1,33.9,16.6,5.2,0.2
E02002884,38.4,34.8,20.4,6,0.3
E02002885,31.6,35.6,23.6,8.6,0.6
E02002886,42.2,35.9,17.2,4.4,0.3
E02002887,29.8,33.1,26.4,10.4,0.4
E02002888,32.6,35.2,23.1,8.7,0.4
E02002889,43.8,35.2,15.9,4.6,0.4
E02002890,40.8,33.9,18.5,6.4,0.4
E02002891,40.7,35.4,18.8,4.6,0.4
E02002892,34.9,34.7,22,8.2,0.2
E02002893,36.5,36.6,20.1,6.2,0.6
E02002895,57.4,30.9,9.3,2.3,0.1
E02002896,38.3,35.1,19.6,6.6,0.5
E02002897,52.9,33.8,11.3,2.1,0
E02002898,45.6,37.3,14.6,2.5,0
E02002901,51.1,33.6,12.6,2.6,0
E02002902,38,34.7,21.5,5.6,0.2
E02002903,34.6,38.3,21.7,5.2,0.3
E02002904,37.9,35.1,19.9,6.9,0.3
E02003237,52.9,34.1,11,1.8,0.2
E02003238,49.4,31.9,13.8,4.6,0.4
E02003239,52,34.9,11.3,1.7,0.1
E02003240,59.4,30.1,9,1.4,0
E02003241,47.7,34.8,14.6,2.8,0.1
E02003242,43.1,36.3,16.4,4,0.2
E02003243,35.7,35.3,21,7.5,0.5
E02003244,32.5,37.9,22,7,0.7
E02003245,32.4,39.1,20.6,7.4,0.6
E02003246,32.8,40.1,20.1,6.5,0.3
E02003247,39.8,36.5,18.1,5.1,0.5
E02003248,36.5,39.2,18.4,5.4,0.4
E02003249,39.1,37.5,17.6,5.3,0.5
E02003250,37,38.4,18.3,5.9,0.4
E02003251,52.2,35.5,10.7,1.5,0.1
E02003252,49.5,33.4,13.1,3.6,0.3
E02003253,45.9,35,14.8,4.1,0.2
E02003254,56.6,30.9,11,1.4,0.1
E02003255,49.9,32.4,14.3,3.3,0.1
E02003257,34.2,36.6,21.8,6.4,1
E02003747,45.8,35.7,15.1,3.3,0.3
E02003749,47.3,37.5,12.3,2.8,0
E02003753,50.3,33.5,13.3,2.7,0.3
E02003754,56.2,32.5,9.6,1.6,0.1
E02004029,42.1,34.4,18.1,5.1,0.3
E02004031,34.8,35.5,21.3,8.1,0.3
E02004032,48.9,34.7,13.7,2.5,0.2
E02004033,47.4,34.3,14.6,3.6,0.1
E02004036,44.3,33.5,17,4.9,0.2
E02004040,50.6,32.9,13.1,3.3,0.1
E02004041,48.7,33.7,13.8,3.6,0.2
E02004045,49.5,33.8,13.8,2.9,0
E02004046,42.6,36.7,16.5,4.1,0.1
E02004047,38.8,34.7,21.1,5.3,0.2
E02004048,40.6,34,19.2,6.1,0
E02004049,44.7,35.1,16.5,3.6,0
E02004050,38.1,34.1,21.1,6.5,0.2
E02004051,36.1,35.4,21.6,6.8,0.2
E02004052,47.3,33.5,15.8,3.4,0
E02004053,40.4,34.3,19.6,5.4,0.1
E02004054,46.6,34,15.4,3.9,0.2
E02004056,36.5,35.5,20.7,6.7,0.5
E02004057,45.3,33,16.3,5,0.4
