geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00093427,100,0,0
E00093433,98.6,0.7,0.7
E00147172,99.2,0.8,0
E00147173,99.2,0.8,0
E00147174,99.8,0.2,0
E00147175,99.8,0.2,0
E00150627,96.8,3.2,0
E00150666,99.2,0.8,0
E00150667,99.3,0.3,0.3
E00150668,99.7,0.3,0
E00150669,99.7,0.3,0
E00150671,100,0,0
E00150672,99.7,0.3,0
E00150673,98.5,1.5,0
E00150674,98.8,0.9,0.3
E00150676,98.1,1.3,0.6
E00150677,98.9,1.1,0
E00150678,99.6,0.4,0
E00150679,99.7,0.3,0
E00150680,99.3,0.7,0
E00150681,100,0,0
E00150682,98.7,1.3,0
E00150684,97.2,2.8,0
E00150685,98.8,0.6,0.6
E00150686,96.1,3.9,0
E00150687,99.6,0.4,0
E00150688,99.1,0.9,0
E00150689,99,1,0
E00150690,99.3,0.7,0
E00150691,99,1,0
E00150692,99.5,0.5,0
E00150693,98.6,1.4,0
E00150694,98.5,1.1,0.4
E00150695,99.6,0.4,0
E00150696,99.5,0.5,0
E00150697,100,0,0
E00150698,98.8,1.2,0
E00150699,100,0,0
E00150700,98.6,1.4,0
E00150701,99,1,0
E00172352,99.3,0.7,0
E00172353,99,0.6,0.3
E00172356,95.1,4.9,0
E00172357,96.7,2.5,0.8
