geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00093427,97.8,2.2
E00093433,94.4,5.6
E00147172,96.8,3.2
E00147173,96,4
E00147174,96.7,3.3
E00147175,95.8,4.2
E00150627,89.9,10.1
E00150666,97.3,2.7
E00150667,96.3,3.7
E00150668,95.6,4.4
E00150669,98.1,1.9
E00150671,97.7,2.3
E00150672,96,4
E00150673,96.7,3.3
E00150674,94.5,5.5
E00150676,96.6,3.4
E00150677,97,3
E00150678,96,4
E00150679,97.9,2.1
E00150680,95,5
E00150681,97.6,2.4
E00150682,95.5,4.5
E00150684,91.9,8.1
E00150685,97.3,2.7
E00150686,91.6,8.4
E00150687,97.8,2.2
E00150688,96.5,3.5
E00150689,96.2,3.8
E00150690,96.9,3.1
E00150691,97.5,2.5
E00150692,95.6,4.4
E00150693,98,2
E00150694,96.3,3.7
E00150695,96.6,3.4
E00150696,94.2,5.8
E00150697,98.1,1.9
E00150698,95.1,4.9
E00150699,98,2
E00150700,96.5,3.5
E00150701,97.7,2.3
E00172352,91.4,8.6
E00172353,96.2,3.8
E00172356,88.3,11.7
E00172357,92.6,7.4
