areacd,in_full_time_education-001,in_full_time_education-002
E00100629,14.8,85.2
E00100630,16.3,83.7
E00100631,18.2,81.8
E00100632,17,83
E00100633,10.6,89.4
E00100635,16.1,83.9
E00100636,13,87
E00100637,13.9,86.1
E00100638,6.8,93.2
E00100639,6.9,93.1
E00100640,9.6,90.4
E00100642,7.3,92.7
E00100643,15.2,84.8
E00100644,20,80
E00100645,13.4,86.6
E00100646,9.2,90.8
E00100647,13.3,86.7
E00100648,14.2,85.8
E00100649,11.1,88.9
E00100650,16.8,83.2
E00100651,15.7,84.3
E00100652,16.7,83.3
E00100707,9.2,90.8
E00100708,10.4,89.6
E00100709,15.9,84.1
E00100710,9.5,90.5
E00100711,13.3,86.7
E00100712,19.8,80.2
E00100717,7.7,92.3
E00100719,8.2,91.8
E00100720,11.6,88.4
E00100722,14.7,85.3
E00100898,15.7,84.3
E00100899,8.3,91.7
E00100900,17.9,82.1
E00100901,13.9,86.1
E00100902,8.4,91.6
E00100903,10.5,89.5
E00100904,11.8,88.2
E00100905,11.3,88.7
E00100913,9.4,90.6
E00100915,17.2,82.8
E00100916,12.6,87.4
E00100917,15.5,84.5
E00100918,19.1,80.9
E00100919,12.5,87.5
E00101044,13.6,86.4
E00101045,15.3,84.7
E00101067,19.8,80.2
E00101068,13.7,86.3
E00101069,15.9,84.1
E00101070,5.8,94.2
E00101071,11.3,88.7
E00101072,12.1,87.9
E00101073,13.1,86.9
E00101074,11.1,88.9
E00101075,15.4,84.6
E00103966,13,87
E00103967,10.1,89.9
E00103970,18.9,81.1
E00104001,11.9,88.1
E00104002,19.1,80.9
E00104004,14.2,85.8
E00104005,3.6,96.4
E00104006,15.5,84.5
E00104139,14.2,85.8
E00104140,16.5,83.5
E00104141,7.7,92.3
E00104142,15.5,84.5
E00104143,10.4,89.6
E00148494,14.8,85.2
E00148495,17.1,82.9
E00148496,10.7,89.3
E00148497,8,92
E00148498,12.5,87.5
E00148499,13.6,86.4
E00148500,13.4,86.6
E00148501,17.6,82.4
E00148502,11.1,88.9
E00148557,11.2,88.8
E00148590,25.8,74.2
E00148591,16.4,83.6
E00148592,18,82
E00148593,14.4,85.6
E00148595,14.2,85.8
E00148596,23,77
E00148597,15.8,84.2
E00148598,14.6,85.4
E00148599,9.5,90.5
E00148600,10.1,89.9
E00148601,19,81
E00148602,12.3,87.7
E00148603,9.3,90.7
E00148604,21.8,78.2
E00148605,14.4,85.6
E00148606,22.5,77.5
E00148607,10,90
E00148608,14.2,85.8
E00148609,13.4,86.6
E00148610,15.9,84.1
E00148611,13,87
E00148612,13.4,86.6
E00148613,20.1,79.9
E00148614,18.9,81.1
E00148615,16.5,83.5
E00148616,14.5,85.5
E00148617,12.5,87.5
E00148619,11.8,88.2
E00148620,7.3,92.7
E00148621,13.7,86.3
E00148622,15.8,84.2
E00148623,12.5,87.5
E00148624,14.2,85.8
E00148625,8.5,91.5
E00148626,12,88
E00148627,14.3,85.7
E00148628,24.7,75.3
E00148629,13.7,86.3
E00148630,14.6,85.4
E00148689,10.8,89.2
E00148690,10.6,89.4
E00148707,10.6,89.4
E00148708,19.9,80.1
E00148709,23.5,76.5
E00148710,13.5,86.5
E00148711,10.4,89.6
E00148712,15.5,84.5
E00148713,12,88
E00148714,6.3,93.7
E00148715,14.6,85.4
E00148716,15.5,84.5
E00148717,18.6,81.4
E00148718,12,88
E00148719,10.2,89.8
E00148723,11.9,88.1
E00148724,18.1,81.9
E00148725,13.4,86.6
E00148731,14.6,85.4
E00148732,16.1,83.9
E00148733,26.8,73.2
E00148734,13.9,86.1
E00148787,17.6,82.4
E00148788,13.1,86.9
E00148789,21.2,78.8
E00148790,12.5,87.5
E00148791,16.9,83.1
E00148792,13.8,86.2
E00148793,9.8,90.2
E00148794,11.7,88.3
E00148795,9.8,90.2
E00148821,15.3,84.7
E00148822,11.3,88.7
E00148823,12.1,87.9
E00148824,11.7,88.3
E00148825,14.9,85.1
E00148826,11.6,88.4
E00148831,17.7,82.3
E00148835,13.6,86.4
E00148836,10.4,89.6
E00148838,15.3,84.7
E00148839,15.3,84.7
E00148840,12,88
E00148841,16.5,83.5
E00148842,18.7,81.3
E00148843,14.2,85.8
E00148844,14.5,85.5
E00148845,11.9,88.1
E00148898,13.2,86.8
E00148899,13.6,86.4
E00148900,13.7,86.3
E00148901,8.1,91.9
E00148902,10.2,89.8
E00148903,11.5,88.5
E00148904,14.8,85.2
E00148905,12.8,87.2
E00148906,18.1,81.9
E00149061,11.7,88.3
E00149062,15.7,84.3
E00149063,11.8,88.2
E00149064,16.2,83.8
E00166011,21.9,78.1
E00166012,15.4,84.6
E00166013,27.9,72.1
E00166014,27.7,72.3
E00166015,19.6,80.4
E00166016,17.5,82.5
E00167311,10.5,89.5
E00180162,19,81
E00180179,23.3,76.7
E00180190,32.5,67.5
E00180196,28,72
E00180224,7.9,92.1
E00180230,20.3,79.7
E00186529,16.8,83.2
E00186542,29.1,70.9
E00186555,5.4,94.6
E00186628,12.8,87.2
