areacd,sex-001,sex-002
E00100629,48.8,51.2
E00100630,52.5,47.5
E00100631,51.8,48.2
E00100632,51.1,48.9
E00100633,56.7,43.3
E00100635,51.9,48.1
E00100636,49.5,50.5
E00100637,55.2,44.8
E00100638,50,50
E00100639,55.7,44.3
E00100640,51.1,48.9
E00100642,55,45
E00100643,49.6,50.4
E00100644,54.3,45.7
E00100645,49.6,50.4
E00100646,51.4,48.6
E00100647,55.3,44.7
E00100648,52.8,47.2
E00100649,50.9,49.1
E00100650,52.1,47.9
E00100651,49.1,50.9
E00100652,53.8,46.2
E00100707,56.8,43.2
E00100708,52.3,47.7
E00100709,52,48
E00100710,56.6,43.4
E00100711,51.6,48.4
E00100712,57.3,42.7
E00100717,48.7,51.3
E00100719,51,49
E00100720,51.9,48.1
E00100722,45.6,54.4
E00100898,54.9,45.1
E00100899,55.2,44.8
E00100900,53.8,46.2
E00100901,54.5,45.5
E00100902,55.2,44.8
E00100903,45.9,54.1
E00100904,49.1,50.9
E00100905,51.7,48.3
E00100913,49.8,50.2
E00100915,47.3,52.7
E00100916,46.8,53.2
E00100917,53,47
E00100918,49.7,50.3
E00100919,50.6,49.4
E00101044,47.1,52.9
E00101045,50.4,49.6
E00101067,50.9,49.1
E00101068,49.6,50.4
E00101069,52.2,47.8
E00101070,51.6,48.4
E00101071,53.7,46.3
E00101072,50,50
E00101073,49.5,50.5
E00101074,49.2,50.8
E00101075,50.7,49.3
E00103966,49.3,50.7
E00103967,49.6,50.4
E00103970,56.1,43.9
E00104001,52.9,47.1
E00104002,55.4,44.6
E00104004,53.2,46.8
E00104005,56.6,43.4
E00104006,49.9,50.1
E00104139,52.7,47.3
E00104140,50.4,49.6
E00104141,50.7,49.3
E00104142,51.2,48.8
E00104143,52.4,47.6
E00148494,50.6,49.4
E00148495,52.6,47.4
E00148496,53.6,46.4
E00148497,50.8,49.2
E00148498,49.2,50.8
E00148499,53.5,46.5
E00148500,49.8,50.2
E00148501,54.3,45.7
E00148502,46.3,53.7
E00148557,49.6,50.4
E00148590,55.9,44.1
E00148591,48.3,51.7
E00148592,49,51
E00148593,48.2,51.8
E00148595,50,50
E00148596,51.9,48.1
E00148597,51.6,48.4
E00148598,47.1,52.9
E00148599,49.5,50.5
E00148600,49.8,50.2
E00148601,47.9,52.1
E00148602,53.4,46.6
E00148603,48.6,51.4
E00148604,51.8,48.2
E00148605,50,50
E00148606,51.8,48.2
E00148607,45.9,54.1
E00148608,51,49
E00148609,47.8,52.2
E00148610,49.8,50.2
E00148611,54,46
E00148612,52,48
E00148613,54.6,45.4
E00148614,45.7,54.3
E00148615,53,47
E00148616,51.3,48.7
E00148617,45.9,54.1
E00148619,50.7,49.3
E00148620,48.5,51.5
E00148621,49.8,50.2
E00148622,50.2,49.8
E00148623,47.2,52.8
E00148624,52.9,47.1
E00148625,53.1,46.9
E00148626,53.9,46.1
E00148627,52.2,47.8
E00148628,51.6,48.4
E00148629,47.3,52.7
E00148630,54.9,45.1
E00148689,52.9,47.1
E00148690,56.4,43.6
E00148707,54.5,45.5
E00148708,51.7,48.3
E00148709,52.5,47.5
E00148710,49.4,50.6
E00148711,46.8,53.2
E00148712,51.1,48.9
E00148713,51.8,48.2
E00148714,59.2,40.8
E00148715,52.3,47.7
E00148716,52.1,47.9
E00148717,54.2,45.8
E00148718,49.6,50.4
E00148719,49.4,50.6
E00148723,50.2,49.8
E00148724,53.5,46.5
E00148725,52.8,47.2
E00148731,51.9,48.1
E00148732,46.4,53.6
E00148733,49.5,50.5
E00148734,54.2,45.8
E00148787,50,50
E00148788,52,48
E00148789,52,48
E00148790,54.4,45.6
E00148791,46.5,53.5
E00148792,48.6,51.4
E00148793,51.8,48.2
E00148794,52.6,47.4
E00148795,55.4,44.6
E00148821,50,50
E00148822,52.9,47.1
E00148823,50,50
E00148824,51.5,48.5
E00148825,50.8,49.2
E00148826,54.9,45.1
E00148831,52.2,47.8
E00148835,54,46
E00148836,54,46
E00148838,53,47
E00148839,48.9,51.1
E00148840,49.1,50.9
E00148841,51.4,48.6
E00148842,52.6,47.4
E00148843,51,49
E00148844,50.4,49.6
E00148845,50.5,49.5
E00148898,47.6,52.4
E00148899,53,47
E00148900,51.6,48.4
E00148901,48.1,51.9
E00148902,51.6,48.4
E00148903,50.3,49.7
E00148904,51,49
E00148905,55.7,44.3
E00148906,54.5,45.5
E00149061,50.7,49.3
E00149062,55.8,44.2
E00149063,48.3,51.7
E00149064,47.3,52.7
E00166011,55.2,44.8
E00166012,51.7,48.3
E00166013,49.3,50.7
E00166014,49,51
E00166015,53.5,46.5
E00166016,53.2,46.8
E00167311,52.2,47.8
E00180162,49.8,50.2
E00180179,51.9,48.1
E00180190,52.4,47.6
E00180196,53.6,46.4
E00180224,54.8,45.2
E00180230,50.7,49.3
E00186529,50.8,49.2
E00186542,49.5,50.5
E00186555,54.4,45.6
E00186628,46.1,53.9
