areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00103760,90.8,7,1.6,0,0.5
E00103762,90.8,8.6,0.5,0,0
E00103813,95.8,2.3,0,1.9,0
E00103854,96.6,1.2,0.6,1.5,0
E00103856,96.4,2.2,1.1,0.4,0
E00103857,91.6,5.9,1.2,1.2,0
E00103858,90.8,7.5,0,1.4,0.3
E00103859,96.1,3,0.4,0,0.4
E00103860,98.2,1.5,0.4,0,0
E00103861,93.9,5.7,0,0.4,0
E00103862,88.4,7.9,0.7,1.5,1.5
E00103865,94.4,3.3,0.7,0.4,1.1
E00103866,96,2.4,0,0,1.6
E00103867,89.3,6.3,2.6,1.5,0.4
E00103870,92.6,6.1,0,1,0.3
E00103871,96.3,3.1,0.7,0,0
E00103872,96.7,3,0.3,0,0
E00103873,93.4,2.9,2.5,0.4,0.8
E00103874,94.9,3.9,0.9,0.2,0
E00103875,89,7,0.9,0.6,2.4
E00103876,91.4,5.1,0.6,1.9,1
E00103879,86.5,7.7,3.2,1.9,0.6
E00103880,96,2.9,0.3,0.9,0
E00103881,93.6,4.8,0.3,0.6,0.6
E00103882,93.1,6.4,0.5,0,0
E00103883,95.8,3.3,0.3,0.3,0.3
E00103884,94.8,4.9,0.3,0,0
E00103885,95.3,4.3,0,0.4,0
E00103886,93.7,3.6,0.6,1.8,0.3
E00103887,83.6,8.2,4.4,3.2,0.6
E00103888,90.2,5.7,2.6,0,1.4
E00103889,92,6.3,0.5,0.7,0.5
E00103890,95.5,4.2,0.3,0,0
E00103891,95.5,4.5,0,0,0
E00103894,94.4,4.6,0,1,0
E00103895,95.1,4.9,0,0,0
E00103918,93.6,4,1.3,0.3,0.7
E00103926,89.1,7.4,0.8,1.2,1.6
E00103935,95.6,3.8,0,0,0.6
E00103937,85.5,7.5,2.5,4.5,0
E00103938,91.6,5.3,0.9,2.2,0
E00103939,90,5.9,0.7,1.5,1.8
E00103940,94.8,4.9,0,0,0.4
E00103941,96.3,2.4,0.8,0.4,0
E00103942,96.4,3.6,0,0,0
E00103943,94.1,5.1,0,0.4,0.4
E00103944,90,9.6,0.4,0,0
E00103945,96.7,2.9,0.4,0,0
E00103946,94.2,4.2,0.3,0.6,0.6
E00103947,94,4.8,0,1.2,0
E00103948,92.5,5.6,0.5,0.5,0.9
E00103949,91.8,4.8,0,1.4,1.9
E00103950,84.9,10,0.8,1.9,2.3
E00103951,97.8,2.2,0,0,0
E00103952,94.6,4.4,0.3,0,0.7
E00103953,95.3,2.9,1.1,0.4,0.4
E00103954,96.1,3.5,0,0.4,0
E00103955,95.8,2.6,0.3,1.3,0
E00103956,95.4,4.6,0,0,0
E00103957,92.7,6,0.8,0.5,0
E00103958,92.2,7,0.8,0,0
E00103959,88.8,7.9,1.8,1.2,0.3
E00103960,96.5,1.9,0.6,1,0
E00103961,96.9,3.1,0,0,0
E00103962,94.7,2.9,1.2,0.6,0.6
E00103963,95.8,3.6,0,0.6,0
E00103964,97.9,1.1,0,0.3,0.8
E00103965,96.8,3.2,0,0,0
E00103972,91.9,6.9,0,0,1.2
E00103973,96.8,2.3,0.9,0,0
E00103974,92.8,6.2,1,0,0
E00103975,92.3,7.3,0.4,0,0
E00103976,96,2.8,0,0,1.2
E00103977,91.4,7.5,0.6,0.6,0
E00103978,90.4,7.5,1.8,0,0.3
E00103979,91.3,8.7,0,0,0
E00103987,95.3,3.4,0.8,0,0.6
E00103992,95.5,3.2,0.2,0.6,0.5
E00103994,94.6,3.8,1.7,0,0
E00103995,98.1,1.9,0,0,0
E00103996,97.8,2.2,0,0,0
E00104000,94.3,4.1,1.3,0,0.3
E00104007,93.4,5.2,0.5,0.5,0.5
