areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00103760,59.7,22.4,17.9,0,0
E00103762,47,39.8,8.4,4.8,0
E00103813,30.6,40.8,25.5,1,2
E00103854,30.1,40.4,27.9,1.5,0
E00103856,17.5,44.8,34.3,3.5,0
E00103857,59.6,27.2,12.5,0,0.7
E00103858,38.3,40.6,18.8,2.3,0
E00103859,58.3,34.6,7.1,0,0
E00103860,40.7,38.2,17.9,3.3,0
E00103861,33.6,27,36.9,2.5,0
E00103862,24,47.9,26,2.1,0
E00103865,36.6,41.2,22.1,0,0
E00103866,31,33.3,33.3,1.6,0.8
E00103867,28.7,37.1,32.2,2.1,0
E00103870,54.5,31.8,12.1,0.8,0.8
E00103871,62.9,25.8,11.3,0,0
E00103872,55.6,31.9,11.1,1.5,0
E00103873,51,35.3,11.8,1,1
E00103874,53.8,31.7,13.4,1.1,0
E00103875,36.6,32.8,29.1,1.5,0
E00103876,55.2,27.6,15.9,1.4,0
E00103879,54.5,30.3,15.2,0,0
E00103880,33.1,48.3,17.2,1.3,0
E00103881,47.9,28.9,19.7,2.8,0.7
E00103882,50,34.8,14.6,0.6,0
E00103883,36.2,34.8,26.1,2.2,0.7
E00103884,36.9,44.3,14.8,3.4,0.7
E00103885,55.7,35.2,9,0,0
E00103886,43.8,36.3,18.8,1.3,0
E00103887,14.8,56.8,22.2,6.2,0
E00103888,15.7,48.6,29.3,5.7,0.7
E00103889,24.7,43.8,28.4,3.1,0
E00103890,15.4,42.3,33.1,6.9,2.3
E00103891,48.8,32,16,3.2,0
E00103894,52.1,33.1,13.4,1.4,0
E00103895,31.3,35.2,30.5,3.1,0
E00103918,53.6,34.8,9.4,2.2,0
E00103926,30.2,44.6,25.2,0,0
E00103935,54.5,27.6,17.9,0,0
E00103937,29.5,32.9,35.7,1.9,0
E00103938,25.2,37.8,36.3,0.7,0
E00103939,16.7,31,51.2,1.2,0
E00103940,48.1,41.2,9.2,0.8,0.8
E00103941,67.8,29.7,2.5,0,0
E00103942,38.1,50.4,11.5,0,0
E00103943,56.1,36.6,6.5,0,0.8
E00103944,48.7,38.7,12.6,0,0
E00103945,58.4,31.2,8.8,0.8,0.8
E00103946,16.3,51.3,31.9,0.6,0
E00103947,20.8,37.5,40.6,1,0
E00103948,21.5,40.8,34.6,2.3,0.8
E00103949,27.7,31.9,37,3.4,0
E00103950,21.1,43.5,34.7,0.7,0
E00103951,30.5,42.6,24.1,2.8,0
E00103952,15.4,43.9,34.1,6.5,0
E00103953,23,32.2,44.3,0.6,0
E00103954,32.1,45.3,21.2,1.5,0
E00103955,16.8,30.1,50,2,1
E00103956,58.5,33.1,6.9,1.5,0
E00103957,55.7,36.5,7.8,0,0
E00103958,48.4,33.9,16.1,1.1,0.5
E00103959,13.4,37.6,47,2,0
E00103960,52.3,30.8,16.9,0,0
E00103961,42.5,37.3,18.7,1.5,0
E00103962,57.1,34.6,8.3,0,0
E00103963,67.4,21,11.6,0,0
E00103964,59.4,25.6,13.8,1.3,0
E00103965,67.7,23.8,8.5,0,0
E00103972,70.5,17.2,10.7,1.6,0
E00103973,44.8,31,24.1,0,0
E00103974,47.2,37.7,14.2,0.9,0
E00103975,71.4,17.5,9.5,0.8,0.8
E00103976,53.4,22,23.7,0.8,0
E00103977,65.9,23.5,10.6,0,0
E00103978,54.9,31.2,11.6,2.3,0
E00103979,68.3,19.5,9.8,0,2.4
E00103987,63.8,28.3,7.9,0,0
E00103992,61,24.1,14.5,0.4,0
E00103994,30.3,40.2,25.4,3.3,0.8
E00103995,15.2,33.3,49.5,1.9,0
E00103996,54.5,33.7,10.2,1.6,0
E00104000,55.6,30.2,10.3,3.2,0.8
E00104007,36.4,42.7,19.1,1.8,0
E00104008,57,29.9,13.1,0,0
E00104009,68.9,19.4,10.7,0,1
E00104010,46.7,28.9,24.4,0,0
E00104011,63.3,29,7.7,0,0
E00104012,60,26.3,11.3,2.5,0
E00104013,67.9,22.6,7.5,1.9,0
E00104014,69.6,21.6,8.8,0,0
E00104015,50,40.3,9.7,0,0
E00104016,17.5,60.1,20.3,2.1,0
E00104017,33.9,39.7,23.1,2.5,0.8
E00104018,68.8,19.5,10.9,0.8,0
E00104019,44,34.5,21.5,0,0
E00104020,40.6,32.6,25.4,1.4,0
E00104021,26.5,38.2,28.7,5.1,1.5
E00104022,51.9,36.7,11.4,0,0
E00104023,43,41.4,14.8,0.8,0
E00104024,45.5,42.4,12.1,0,0
E00104025,25.4,39.4,33.1,2.1,0
E00104026,28.6,31.5,37.4,2,0.5
E00104027,43.8,29.8,24,1.7,0.8
E00104028,33.3,41.3,24.6,0.8,0
E00104029,35.8,23.4,35.8,5.1,0
E00104030,31.3,37.4,30.1,1.2,0
E00104031,34,50.4,14.2,1.4,0
E00104032,53.2,38.7,8.1,0,0
E00104037,50,36.3,12.9,0.8,0
E00104038,65.7,25.7,8.6,0,0
E00104040,55.2,32,12.2,0.6,0
E00104041,25.4,36.8,36.2,1.6,0
E00104042,22.1,28.3,48.7,0.9,0
E00104043,42.5,27.4,27.9,2.2,0
E00104044,35.5,41.5,21,2,0
E00104045,21,32.2,44.8,2.1,0
E00104046,61,32.2,6.8,0,0
E00104047,18.4,35.5,44,2.1,0
E00104048,16.9,34.6,44.6,3.8,0
E00104049,34.8,26.8,34.8,3.6,0
E00104050,19.4,46.5,32.6,1.6,0
E00104051,41.1,26.6,29,1.6,1.6
E00104052,33.8,33.1,28.6,4.5,0
E00104053,17.4,32.1,47.9,2.6,0
E00104054,46.4,41.8,11.8,0,0
E00104055,40.8,28,30.4,0.8,0
E00104056,50.8,27.1,20.9,1.1,0
E00104057,11.2,54.9,30.2,3.7,0
E00104058,41.3,28.5,29.7,0.6,0
E00104059,19,34.2,44.6,1.7,0.4
E00104060,12.9,32.3,52.6,2.2,0
E00104062,25.8,18,56.3,0,0
E00104063,22.3,19.4,56.1,1.4,0.7
E00104064,49.2,33.6,16.4,0.8,0
E00104065,23.2,44.5,31.7,0.6,0
E00104067,29.7,27.2,41.8,1.3,0
E00104068,12.9,53.6,30,3.6,0
E00104069,33.6,28.4,35.3,2.6,0
E00104070,18.4,24.5,55.1,2,0
E00104071,49.2,37.5,10.2,3.1,0
E00104072,46.2,41,12.8,0,0
E00104073,54.9,34.5,8.8,0.9,0.9
E00104074,57.9,34.9,7.1,0,0
E00104075,70.6,20.3,9.1,0,0
E00104076,69.5,26.3,4.2,0,0
E00104077,51.1,33.1,15.8,0,0
