areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00103760,1.6,38.7,32.3,27.4
E00103762,1.2,33.3,42.9,22.6
E00103813,12.6,46.3,25.3,15.8
E00103854,21.9,38,26.3,13.9
E00103856,31.4,49.3,17.1,2.1
E00103857,9,40.3,33.6,17.2
E00103858,11.7,44.5,31.3,12.5
E00103859,11,52,26.8,10.2
E00103860,16.3,47.2,22.8,13.8
E00103861,24.4,40.7,23.6,11.4
E00103862,17.8,56.2,21.2,4.8
E00103865,20.9,48.5,23.9,6.7
E00103866,21.8,52.4,21,4.8
E00103867,18.9,54.5,17.5,9.1
E00103870,13,39.7,31.3,16
E00103871,11.2,41.6,37.6,9.6
E00103872,11.8,41.2,33.8,13.2
E00103873,7.8,39.8,35.9,16.5
E00103874,4.3,37.1,32.3,26.3
E00103875,6.1,40.2,44.7,9.1
E00103876,10.3,37,40.4,12.3
E00103879,5.9,25,38.2,30.9
E00103880,5.3,41.7,36.4,16.6
E00103881,5.6,45.1,33.1,16.2
E00103882,0.6,29.3,41.4,28.7
E00103883,18.8,36.2,30.4,14.5
E00103884,19.6,43.2,25.7,11.5
E00103885,9.2,43.3,30.8,16.7
E00103886,8.1,46,30.4,15.5
E00103887,6.2,45.7,38.3,9.9
E00103888,7.1,38.3,45.4,9.2
E00103889,4.3,38.5,44.7,12.4
E00103890,12.1,38.6,27.3,22
E00103891,8.9,36.3,37.1,17.7
E00103894,7.7,42.3,39.4,10.6
E00103895,20.6,46,26.2,7.1
E00103918,8,40.6,39.9,11.6
E00103926,23.9,52.2,19.6,4.3
E00103935,9.8,47.4,32.3,10.5
E00103937,31.4,44.3,19,5.2
E00103938,27.4,54.8,15.6,2.2
E00103939,28.7,52,14.6,4.7
E00103940,13,46.6,28.2,12.2
E00103941,5.1,42.7,33.3,18.8
E00103942,8,52.2,30.1,9.7
E00103943,6.5,55.3,28.5,9.8
E00103944,11.8,47.1,28.6,12.6
E00103945,11.2,49.6,28.8,10.4
E00103946,16.4,54.7,24.5,4.4
E00103947,32.3,43.8,19.8,4.2
E00103948,33.1,50,11.5,5.4
E00103949,31.9,50.4,11.8,5.9
E00103950,24.5,53.7,16.3,5.4
E00103951,17,41.1,29.1,12.8
E00103952,34.1,39.8,18.7,7.3
E00103953,35,51.4,11.3,2.3
E00103954,18.2,54.7,21.2,5.8
E00103955,31.3,47,16.2,5.6
E00103956,8.5,45,33.3,13.2
E00103957,8.3,46.4,33.3,12
E00103958,19.1,47,24.6,9.3
E00103959,33.8,51.7,11.9,2.5
E00103960,9.9,31.3,45.8,13
E00103961,12.8,37.6,28.6,21.1
E00103962,5.7,32.5,47.1,14.6
E00103963,8,28.5,43.8,19.7
E00103964,8.1,32.9,36,23
E00103965,8.5,30.8,43.1,17.7
E00103972,5.7,36.1,44.3,13.9
E00103973,11.2,47.4,34.5,6.9
E00103974,12.3,41.5,33,13.2
E00103975,11.2,40,38.4,10.4
E00103976,10.1,42,28.6,19.3
E00103977,9.3,44.2,34.9,11.6
E00103978,5.2,36.4,42.2,16.2
E00103979,0,34.1,41.5,24.4
E00103987,5.2,34.2,33.5,27.1
E00103992,5.8,33.5,48.3,12.4
E00103994,21.8,39.5,25,13.7
E00103995,27.9,46.2,19.2,6.7
E00103996,16.7,51.6,22,9.7
E00104000,2.4,34.9,38.9,23.8
E00104007,13.6,47.3,24.5,14.5
E00104008,5.6,42.6,36.1,15.7
E00104009,8.8,34.3,43.1,13.7
E00104010,4.4,26.7,42.2,26.7
E00104011,4.8,40.5,42.3,12.5
E00104012,4.9,32.1,30.9,32.1
E00104013,1.9,43.4,37.7,17
E00104014,12.8,33.8,39.9,13.5
E00104015,9.7,46.2,37.2,6.9
E00104016,18.8,54.2,20.1,6.9
E00104017,19.8,36.4,27.3,16.5
E00104018,4.7,44.5,35.2,15.6
E00104019,10.4,43.6,28.7,17.3
E00104020,10.8,37.4,31.7,20.1
E00104021,22.1,46.3,22.1,9.6
E00104022,5.7,45.9,34.6,13.8
E00104023,20.5,33.1,32.3,14.2
E00104024,11.5,48.9,29.8,9.9
E00104025,18.9,45.5,28.7,7
E00104026,10.3,47.3,32.5,9.9
E00104027,8.3,52.9,30.6,8.3
E00104028,8.7,39.7,37.3,14.3
E00104029,32.1,41,22.4,4.5
E00104030,16.6,42.9,29.4,11
E00104031,12.9,40,33.6,13.6
E00104032,16.4,45.3,24.2,14.1
E00104037,9.7,33.9,40.3,16.1
E00104038,8.5,40.6,35.8,15.1
E00104040,15,37,34.7,13.3
E00104041,17.8,49.2,25.9,7
E00104042,33,40.2,21.4,5.4
E00104043,11.7,57.5,23.5,7.3
E00104044,11.1,49.2,26.6,13.1
E00104045,30.1,44.8,19.6,5.6
E00104046,4.2,36.4,49.2,10.2
E00104047,27,53.2,16.3,3.5
E00104048,34.9,50,12.7,2.4
E00104049,29.5,48.2,13.4,8.9
E00104050,25.6,53.5,17.8,3.1
E00104051,28,37.6,26.4,8
E00104052,20,48.1,24.4,7.4
E00104053,27.4,48.4,19.5,4.7
E00104054,10,43.6,28.2,18.2
E00104055,16,41.6,33.6,8.8
E00104056,24.3,44.1,24.3,7.3
E00104057,24.4,55.9,16.9,2.8
E00104058,24.6,43.3,22.2,9.9
E00104059,32.2,56.1,10.4,1.3
E00104060,51.7,33.9,12.2,2.2
E00104062,44.5,38.3,10.2,7
E00104063,54.3,37.1,6.4,2.1
E00104064,14.8,44.3,32.8,8.2
E00104065,28.6,50.9,15.5,5
E00104067,42.4,40.3,15.5,1.7
E00104068,25,51.4,17.9,5.7
E00104069,17.1,61.5,17.9,3.4
E00104070,46.2,42.8,9,2.1
E00104071,9.4,39.8,35.2,15.6
E00104072,12.9,45.7,31,10.3
E00104073,7.1,48.7,26.5,17.7
E00104074,22.6,41.1,24.2,12.1
E00104075,7,28.9,46.5,17.6
E00104076,17.5,41.7,27.5,13.3
E00104077,18.3,46.6,26.7,8.4
E00104078,18.6,26.5,35.4,19.5
E00104079,10.4,34.4,37.6,17.6
E00104080,20,55.9,19.3,4.8
E00104081,11.5,41.7,33.8,12.9
E00104082,8.9,37.9,33.9,19.4
E00104083,9.6,38.5,35.6,16.3
E00104084,19.7,50,23,7.3
E00104085,21.6,39.2,29.6,9.6
E00104086,10.5,42.7,31.5,15.4
E00104087,22,51.8,23.4,2.8
E00104088,7.9,46.4,33.6,12.1
E00104089,29.8,37.7,21.9,10.6
E00104090,11.4,45.5,31.1,12.1
E00104091,24.6,40.8,27.7,6.9
E00104093,14.7,43.4,29.4,12.5
E00104094,20.3,52,20.3,7.4
E00104095,15.6,45.1,33.6,5.7
E00104096,15.1,47.9,26.1,10.9
E00104112,11.3,40.8,29.6,18.3
E00104113,13,47.7,30.6,8.8
E00104114,7.9,44.7,35.1,12.3
E00104151,20,37.6,31.2,11.2
E00104152,4.4,35.6,40,20
E00104153,7.3,35.2,34.6,22.9
E00104154,18.8,47.3,26.8,7.1
E00104155,19.4,57.3,18.5,4.8
E00104156,5.6,38.4,37.5,18.5
E00104157,9.1,34.1,38.6,18.2
E00104158,4.1,41.8,31.6,22.4
E00104159,5.2,30.9,47.4,16.5
E00104160,1.4,42.5,34.2,21.9
E00104161,5.7,36.1,36.1,22.2
E00104162,5,26.7,45,23.3
E00104163,2,24.5,51,22.4
E00104164,0,28.3,40,31.7
E00104219,6.8,47.9,35.9,9.4
E00104220,11.6,47.9,25.6,14.9
E00104221,0,46.1,36.8,17.1
E00104222,8.8,52.6,31.6,7
E00104223,15.2,33.6,44,7.2
E00104224,6.6,33.1,38,22.3
E00104225,4.3,40.5,35.6,19.6
E00104226,4,29,38,29
E00104234,21.5,50.8,18.5,9.2
E00104235,24.6,42.1,26.3,7
E00104236,6.9,45,33.8,14.4
E00104237,21.4,48,23.5,7.1
E00104238,19.6,54.3,21.7,4.3
E00104239,35.3,43.9,17.3,3.6
E00104240,52.2,38.1,8.8,0.9
E00104241,22.5,50.8,21.7,5
E00104242,20.4,48.6,21.1,9.9
E00104243,17.2,48.5,25.4,9
E00104244,39.5,41.1,14,5.4
E00104245,39,48.4,11.5,1.1
E00104246,22.4,52.3,15.9,9.3
E00104247,33.9,47.2,17.3,1.6
E00104248,49.5,40.4,8.3,1.8
E00104249,35.9,46.1,13.2,4.8
E00104250,34.4,39.5,16.6,9.6
E00104251,25.8,49.8,20,4.4
E00104252,32.8,40.6,21.1,5.5
E00104253,32.8,52.8,11.1,3.3
E00104254,26.2,60.7,9.8,3.3
E00104255,39.4,43.8,14.6,2.2
E00104256,32.6,50.7,13,3.6
E00104257,39.1,40.6,17.2,3.1
E00104258,30.2,52.4,15.1,2.4
E00104259,50.8,39.8,5.9,3.4
E00104260,39.7,39.7,16.7,4
E00104261,56.3,35.2,6.3,2.1
E00104262,62.1,30.3,6.7,1
E00104263,44.6,51.8,2.9,0.7
E00104264,60.7,31.4,6.8,1
E00104265,45,41.4,11.4,2.3
E00104266,54.5,36.6,7.3,1.6
E00104267,18.6,54.5,18.6,8.3
E00104268,11.3,30.6,33.9,24.2
E00104269,5.8,49.6,29.8,14.9
E00104270,5,49.2,35.8,10
E00104271,9.1,46.2,34.8,9.8
E00104272,9.2,45,29.8,16
E00104273,7.7,43.2,32.2,16.9
E00104274,12.9,37.1,35.5,14.5
E00104275,7.1,40.6,35.5,16.8
E00104276,7,45.8,38,9.2
E00104277,7.4,39.3,32,21.3
E00104278,17.2,51.7,21.2,9.9
E00104279,13.4,52.9,25.2,8.4
E00104280,11.5,42.3,30.8,15.4
E00104281,16.5,54.3,20.7,8.5
E00104282,5.9,47.1,36.1,10.9
E00104283,10.7,37.4,42.7,9.2
E00104284,6,37.3,39.6,17.2
