areacd,sex-001,sex-002
E00082142,51.6,48.4
E00082143,48.4,51.6
E00082145,46.6,53.4
E00082146,49.1,50.9
E00082147,52.9,47.1
E00082148,49,51
E00082149,51.2,48.8
E00082150,49.8,50.2
E00082152,48.3,51.7
E00082153,50,50
E00082154,53.1,46.9
E00082155,52.4,47.6
E00082156,54.5,45.5
E00082157,49,51
E00082159,51.5,48.5
E00082160,51.3,48.7
E00082161,50.6,49.4
E00082162,54.2,45.8
E00082164,48.9,51.1
E00082193,46.9,53.1
E00082194,50.5,49.5
E00082195,50.4,49.6
E00082199,48.5,51.5
E00082201,49.2,50.8
E00082202,49.6,50.4
E00082203,52.4,47.6
E00082204,48.1,51.9
E00082205,51.8,48.2
E00082206,53.3,46.7
E00082207,47.8,52.2
E00082208,50.9,49.1
E00082209,50.5,49.5
E00082211,49.4,50.6
E00082212,52.3,47.7
E00082213,54.4,45.6
E00082214,52,48
E00082215,49.7,50.3
E00082216,51.5,48.5
E00082217,43.5,56.5
E00082218,51.8,48.2
E00082219,45,55
E00082220,49.8,50.2
E00082221,54.2,45.8
E00082222,48.4,51.6
E00082223,48.5,51.5
E00082224,50.2,49.8
E00082225,53.8,46.2
E00082226,56.6,43.4
E00082227,50.3,49.7
E00082416,52.3,47.7
E00082417,49.7,50.3
E00082419,51.6,48.4
E00082420,53.7,46.3
E00082421,53.5,46.5
E00082422,49.6,50.4
E00082423,52.2,47.8
E00082424,49.7,50.3
E00082425,50.4,49.6
E00082426,50.3,49.7
E00082430,46.6,53.4
E00082431,52.9,47.1
E00082432,55.9,44.1
E00082433,53.5,46.5
E00082434,51.4,48.6
E00082581,47.6,52.4
E00082582,51.3,48.7
E00082583,52.1,47.9
E00082584,53,47
E00082585,51.1,48.9
E00082586,53,47
E00082587,52.9,47.1
E00082588,55.2,44.8
E00082589,49.9,50.1
E00082590,46.4,53.6
E00082592,51.4,48.6
E00082593,49.2,50.8
E00082594,48.6,51.4
E00082595,42.7,57.3
E00082596,49.1,50.9
E00082597,48.4,51.6
E00082598,48.2,51.8
E00082599,44.8,55.2
E00082600,47.2,52.8
E00082601,47.4,52.6
E00082602,49.5,50.5
E00082603,42.3,57.7
E00082604,46.6,53.4
E00082605,43.9,56.1
E00082606,48.4,51.6
E00082608,47.6,52.4
E00082610,50.7,49.3
E00082612,48.7,51.3
E00082613,46.6,53.4
E00082615,45,55
E00082616,49.7,50.3
E00082617,49.6,50.4
E00082619,45.9,54.1
E00082620,49.1,50.9
E00082621,47.5,52.5
E00082623,48.4,51.6
E00082624,48.6,51.4
E00082625,48,52
E00082626,46.7,53.3
E00082627,48.4,51.6
E00082628,49.8,50.2
E00082629,48.5,51.5
E00082630,52.9,47.1
E00082631,50.6,49.4
E00082632,50.9,49.1
E00082634,49.4,50.6
E00082635,47.4,52.6
E00082636,46.3,53.7
E00082637,50.5,49.5
E00082638,55.8,44.2
E00082639,52.8,47.2
E00082640,48.7,51.3
E00082641,48.2,51.8
E00082642,49.4,50.6
E00082643,41.9,58.1
E00082644,49.8,50.2
E00082645,50.3,49.7
E00082646,49.5,50.5
E00082647,46.4,53.6
E00082648,45.8,54.2
E00082649,49.3,50.7
E00082650,43.7,56.3
E00082651,52.5,47.5
E00082652,52.3,47.7
E00082654,51.5,48.5
E00082655,49.7,50.3
E00082656,47.8,52.2
E00082657,49.8,50.2
E00082658,49.3,50.7
E00082659,49.4,50.6
E00082661,48,52
E00082662,52,48
E00082663,50.2,49.8
E00082664,51.4,48.6
E00082665,51.2,48.8
E00082666,49.8,50.2
E00082667,50.8,49.2
E00082668,49,51
E00082669,48.8,51.2
E00082670,52.2,47.8
E00082671,47.6,52.4
E00082672,47.9,52.1
E00082673,50.6,49.4
E00082674,54.1,45.9
E00082675,52.4,47.6
E00082676,45.8,54.2
E00082677,55,45
E00082678,54.6,45.4
E00082679,53,47
E00082680,50.6,49.4
E00082681,53.5,46.5
E00082682,50.4,49.6
E00082683,50,50
E00082684,48.6,51.4
E00082685,51.6,48.4
E00082686,54.5,45.5
E00082687,44.2,55.8
E00082689,50.2,49.8
E00082690,47.1,52.9
E00082691,54.5,45.5
E00082692,48.8,51.2
E00082693,55.6,44.4
E00082694,50.9,49.1
E00082695,52.1,47.9
E00082696,51.8,48.2
E00082697,49.3,50.7
E00082698,49.5,50.5
E00082699,50.4,49.6
E00082700,51.7,48.3
E00082702,53.3,46.7
E00082703,50.1,49.9
E00082704,49.6,50.4
E00082705,47.7,52.3
E00082706,50.9,49.1
E00082707,50.8,49.2
E00082708,51.3,48.7
