areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00082142,86,10.8,3.1
E00082143,85.4,11.9,2.8
E00082145,83.9,11.3,4.8
E00082146,85.8,11.9,2.2
E00082147,86,10,4.1
E00082148,88.7,7.7,3.6
E00082149,84.1,13.2,2.6
E00082150,89.2,8.4,2.4
E00082152,92.4,7.3,0.4
E00082153,92.2,5.4,2.4
E00082154,93.8,5.6,0.5
E00082155,89,8.4,2.6
E00082156,84.5,9.6,5.9
E00082157,88.4,9.7,1.9
E00082159,82.1,13.9,4
E00082160,83.5,14.2,2.2
E00082161,85.7,11.2,3.1
E00082162,87.9,9.1,2.9
E00082164,85.2,11.6,3.2
E00082193,84.7,12.2,3.1
E00082194,84.8,11.4,3.8
E00082195,90.2,7.7,2.1
E00082199,89.6,9.3,1.1
E00082201,83.7,11.8,4.5
E00082202,71.2,21.2,7.6
E00082203,78.6,16.6,4.8
E00082204,86.7,11.2,2.1
E00082205,73.2,18.5,8.2
E00082206,82.5,12.6,4.8
E00082207,87.4,10.9,1.7
E00082208,81.8,13.4,4.8
E00082209,89.6,9.1,1.3
E00082211,87.8,9.3,2.9
E00082212,81.5,15.5,3
E00082213,75,18.8,6.3
E00082214,86.7,10.8,2.5
E00082215,82.1,14.5,3.4
E00082216,80.3,17,2.7
E00082217,52.2,28.7,19.1
E00082218,89,9.2,1.8
E00082219,90.7,7.3,2
E00082220,85.8,11.7,2.6
E00082221,89.8,6.9,3.2
E00082222,90,7.8,2.3
E00082223,89.1,7.7,3.3
E00082224,85.7,12.5,1.8
E00082225,90.1,7.8,2
E00082226,87.1,10,2.9
E00082227,86.4,11.2,2.4
E00082416,87.6,12,0.4
E00082417,87.3,9.2,3.5
E00082419,89.9,9.8,0.3
E00082420,84.8,12.1,3.1
E00082421,84.5,10.6,4.9
E00082422,83.5,13,3.5
E00082423,80.4,14.4,5.2
E00082424,91.4,7.1,1.5
E00082425,85.8,11.6,2.7
E00082426,88.8,9.1,2.1
E00082430,83.4,12.4,4.1
E00082431,79.8,15.8,4.4
E00082432,84.4,13.3,2.2
E00082433,83.4,11.4,5.2
E00082434,87.3,9.6,3.1
E00082581,81.6,12.2,6.1
E00082582,85.3,11.5,3.2
E00082583,85.4,9.8,4.8
E00082584,87.2,8.8,4
E00082585,91.7,6.9,1.4
E00082586,81,14.4,4.6
