geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00107167,0.3,0.6,1.7,97.2,0.3
E00107169,0.7,0,1.4,97.2,0.7
E00107170,1,0.7,0,98.3,0
E00107171,0,0.3,0.3,99.2,0.3
E00107172,0,0.3,0.8,98.9,0
E00107173,0.9,0,1.3,96.2,1.6
E00107175,0,0.4,2.2,96.9,0.4
E00107177,0.7,0.7,3.6,95,0
E00107199,1.3,2.3,1.5,94.9,0
E00107200,1.2,0.2,3.7,94.7,0.2
E00107201,0.2,0,0.5,98.8,0.5
E00107253,0,0,1.1,98.6,0.3
E00107254,1.3,0.5,0.5,97.7,0
E00107255,0.3,0.3,0.5,98.9,0
E00107256,0.6,0.8,0.6,98,0
E00107257,0.3,0.6,1.9,97.1,0
E00107258,0,0,0.8,99.2,0
E00107259,0.4,0,1.2,98,0.4
E00107260,0,0,0,100,0
E00107261,0.9,0,0.3,98.4,0.3
E00107262,0,0.2,1.3,98.5,0
E00107263,0.7,0,0.4,97.6,1.3
E00107264,1,1,2,96,0
E00107265,0.4,0,2.9,96.3,0.4
E00107266,0.8,3,2.3,94,0
E00107267,0.5,0,0.5,99,0
E00107351,0,0,1.3,98.5,0.3
E00107352,0,0,0,100,0
E00107353,1.7,0,0.3,97.9,0
E00107354,1.1,0.3,2.1,96.3,0.3
E00107355,0.3,0.3,1.9,97.2,0.3
E00107356,0.8,0.4,1.6,96.9,0.4
E00107357,0,0,2.4,97.6,0
E00107358,1.4,0.2,1.6,96.5,0.3
E00107359,0.9,0.3,0.6,98.3,0
E00107360,0.5,0,0.3,98.4,0.8
E00107361,1.6,0,1.6,96.7,0
E00107362,1.4,0,2.4,95.9,0.3
E00107363,0.3,0.3,2.6,96.7,0
E00107364,2.3,0,0.3,97,0.3
E00107383,0,0,0.9,98.8,0.2
E00107384,1.6,0,1.4,97,0
E00107385,0,0,0.9,99.1,0
E00107386,0,0,1.5,98.5,0
E00107387,1.7,0.3,0.6,96.7,0.8
E00107388,0.3,2.2,2.8,94.8,0
E00107389,0.2,0.2,0.8,98.7,0
E00107390,0.6,0.3,2.2,96.5,0.3
E00107391,0.6,0,0.3,98.7,0.3
E00107392,1.3,0.3,3.5,94.8,0
E00107393,3.8,1.1,2.2,92.9,0
E00107394,0.3,0,1.5,98.1,0
E00107395,0.2,1.4,3.9,93.6,0.9
E00107839,0.6,0,0.3,98.5,0.6
E00121748,2.6,0,1.6,95.1,0.7
E00121749,0,0.5,0.5,97.9,1
