geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00107167,12.6,76.3,11.1
E00107169,7.5,70.1,22.4
E00107170,6,81.2,12.8
E00107171,9.9,65.2,24.8
E00107172,6.8,81.5,11.6
E00107173,12.5,71.4,16.1
E00107175,11.9,74.6,13.4
E00107177,13.5,68.5,18
E00107199,12.3,77.9,9.7
E00107200,14.2,68.4,17.4
E00107201,6.8,81.8,11.4
E00107253,12.6,64.8,22.6
E00107254,6.1,78.3,15.6
E00107255,11,75,14
E00107256,6.8,79,14.2
E00107257,4.4,72.3,23.4
E00107258,5.1,91.2,3.6
E00107259,8.4,68.9,22.7
E00107260,12.8,80.5,6.8
E00107261,7.8,83.2,8.9
E00107262,11.2,76.7,12.1
E00107263,9.3,78.4,12.3
E00107264,18.2,72.7,9.1
E00107265,12.6,61.1,26.3
E00107266,6.9,87.9,5.2
E00107267,11.4,70.9,17.7
E00107351,6.9,80.2,12.9
E00107352,12.2,78,9.8
E00107353,10.8,69.9,19.3
E00107354,17,72.6,10.4
E00107355,8.5,68.6,22.9
E00107356,5.4,70.3,24.3
E00107357,9.4,77.8,12.8
E00107358,5.2,52.4,42.3
E00107359,12.5,64.2,23.3
E00107360,12.9,73.4,13.7
E00107361,8.1,76.7,15.1
E00107362,12.7,63.7,23.5
E00107363,13.4,71.7,15
E00107364,10,77.5,12.5
E00107383,13,65.9,21.1
E00107384,12.2,80.6,7.2
E00107385,16.7,67.5,15.8
E00107386,14.2,70.8,15
E00107387,10.6,78.3,11.2
E00107388,10.7,62.8,26.4
E00107389,8.1,76.4,15.5
E00107390,13.3,75.2,11.5
E00107391,7.9,80,12.1
E00107392,15.9,72,12.1
E00107393,12.1,73.5,14.4
E00107394,9.3,74.2,16.5
E00107395,16.4,56,27.6
E00107839,13,78.7,8.3
E00121748,7.8,73.5,18.6
E00121749,4.2,77.5,18.3
E00121750,10.9,72.3,16.8
E00121751,12.3,69.3,18.4
E00121752,8.2,69.7,22.1
E00121753,6.9,77.6,15.5
E00121754,7.4,68.6,24
E00121755,11.4,69.3,19.3
E00121836,9.5,79.4,11.1
E00121837,9.3,81.4,9.3
E00121889,5.9,74.1,20
E00121890,15.7,73.5,10.8
E00121891,9.9,78.5,11.6
E00121892,9.5,76.8,13.7
E00121893,10,78,12
E00121894,8.1,73.7,18.2
E00121895,17.6,55.9,26.5
E00121896,3.3,86.3,10.4
E00121897,12.6,75.5,11.9
E00121898,5.1,84.6,10.3
E00121899,11.3,73.4,15.3
E00121900,4.8,84,11.2
E00121901,7.6,80.5,11.9
E00121902,8.3,80,11.7
E00121903,13.9,70.3,15.8
E00121904,11,74.3,14.7
E00121905,3,74.3,22.8
E00121906,10.2,76.5,13.3
E00121967,6.3,82.8,10.9
E00121968,9.3,75.7,15
E00121969,6.6,78.1,15.2
E00121970,7.8,82.9,9.3
E00121971,3.9,84.2,11.8
E00121972,8.8,75.2,16
E00121973,7.6,81.4,11
E00121974,15.4,74.4,10.3
E00121976,6.4,70.2,23.4
E00121977,4.9,87.4,7.7
E00121980,14.4,63.3,22.3
E00121981,5.4,78.5,16.1
E00121982,8.1,83.7,8.1
E00122017,7.7,76,16.3
E00122019,13.8,66.2,20
E00122020,6.5,79.3,14.3
E00122035,6,75.2,18.8
E00122036,17.1,66.4,16.4
E00122038,7.6,77.3,15.1
E00123683,13.8,72.3,13.8
E00123684,9.9,70.3,19.8
E00123685,13.8,73.8,12.4
E00123686,10,82.1,7.9
E00123687,12.6,73.6,13.8
E00123689,9.4,71.9,18.8
E00123690,3.7,83.7,12.6
E00123691,13.4,72.4,14.2
E00123692,6.5,81.2,12.3
E00123693,6.3,78.3,15.4
