geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E02002805,97.5,0.8,1.6
E02002809,96.1,0.7,3.2
E02002827,82.9,2.5,14.6
E02002828,80.3,4.3,15.4
E02002829,77.4,2,20.6
E02002830,77,3.2,19.9
E02002831,69.6,4.7,25.7
E02002832,56.9,4.4,38.6
E02002833,58,5,37
E02002834,71.6,3.3,25.1
E02002836,49.8,4.3,45.8
E02002837,64.7,2.7,32.6
E02002838,80.6,2,17.5
E02002839,86.9,2,11.1
E02002842,58.1,2.6,39.3
E02002843,50.6,3,46.3
E02002844,66.2,3.2,30.6
E02002845,73.3,2.8,23.9
E02002846,83.1,2.6,14.3
E02002847,71.9,2.9,25.2
E02002848,64.4,2.7,32.9
E02002849,60.2,3.7,36.1
E02002851,86,3,11
E02002852,83,1.5,15.5
E02002853,73.8,3.6,22.6
E02002854,79.7,2.6,17.8
E02002855,63.7,3.4,32.9
E02002856,80.4,3.8,15.8
E02002857,79.3,2.4,18.3
E02002858,88.7,3.2,8.1
E02002860,88.9,2,9.1
E02002861,86.6,1.3,12.1
E02002862,87.3,1.3,11.4
E02002863,94.3,1.2,4.5
E02002864,95.4,1.2,3.3
E02002865,93.8,1.8,4.4
E02002866,96.2,1.1,2.7
E02002867,94.7,1.3,4
E02002868,92.2,1,6.7
E02002869,89.5,1.1,9.5
E02002871,91.6,1.2,7.2
E02002872,88.2,1.5,10.3
E02002873,82,2.2,15.7
E02002874,84.8,2.6,12.7
E02002875,85.7,2,12.2
E02002876,87.1,2.2,10.7
E02002877,84.6,3.6,11.9
E02002878,80,1.8,18.2
E02002879,77.8,3.2,18.9
E02002880,80.7,2.3,17.1
E02002881,87.9,1.8,10.3
E02002882,78.9,3.5,17.6
E02002883,79.6,2.2,18.2
E02002884,64.3,3.1,32.5
E02002885,59.4,4,36.6
E02002886,78.5,3.2,18.3
E02002887,88.5,1.8,9.7
E02002888,74.4,2.1,23.4
E02002889,81.2,2.9,15.8
E02002890,75,2.7,22.3
E02002891,85.9,2.2,12
E02002892,84.1,1.5,14.4
E02002893,71,3.3,25.7
E02002895,81.5,2.9,15.6
E02002896,70.1,3,26.9
E02002897,87.5,3.4,9.1
E02002898,81.4,3,15.6
E02002901,91.7,1.7,6.6
E02002902,88.9,1.5,9.6
E02002903,91.2,1.4,7.4
E02002904,90.7,1,8.3
E02003237,94.9,1,4.1
E02003238,89.8,1.4,8.8
E02003239,92.8,1.3,5.9
E02003240,94.9,1.2,3.9
E02003241,94.1,0.9,5
E02003242,88.5,1.6,9.9
E02003243,76.6,2.3,21.1
E02003244,75.5,2.3,22.2
E02003245,71.6,2.1,26.3
E02003246,64.3,2.7,33
E02003247,74.2,2.5,23.3
E02003248,67.5,3.1,29.4
E02003249,68.9,3.3,27.8
E02003250,54.4,3,42.6
E02003251,86,2.7,11.3
E02003252,71.9,2.9,25.3
E02003253,76.7,2.3,21.1
E02003254,91.3,1.4,7.3
E02003255,82.6,2,15.3
E02003257,73.6,2.6,23.8
E02003747,95.5,0.9,3.6
E02003749,96.3,0.8,2.9
E02003753,94.1,1.2,4.8
E02003754,94.9,1.2,3.9
E02004029,94.1,1.1,4.8
E02004031,95,0.7,4.3
E02004032,98.3,0.4,1.3
E02004033,97.6,0.6,1.8
E02004036,98.2,0.6,1.2
E02004040,97.6,0.5,1.8
E02004041,96.9,0.6,2.4
E02004045,97.9,0.6,1.5
E02004046,97.8,0.4,1.7
E02004047,96.6,0.5,2.9
E02004048,96.9,0.3,2.7
E02004049,97.9,0.4,1.7
E02004050,90.3,0.8,8.8
E02004051,88.1,1,10.9
E02004052,97.3,0.5,2.2
E02004053,95.8,0.6,3.6
E02004054,96.8,0.6,2.6
E02004056,97.7,0.5,1.7
E02004057,97.6,0.4,2
E02004059,97.5,0.6,2
E02004060,98,0.6,1.3
E02004078,96.4,0.5,3
E02004080,95.5,0.7,3.7
E02004082,98.3,0.4,1.3
E02004083,96.3,0.6,3.1
E02004084,97.6,0.5,1.8
E02004085,96.9,0.8,2.3
E02004086,97.1,0.8,2.1
E02004087,95.5,1,3.5
E02004088,95,1.6,3.4
E02004089,92.1,1.4,6.5
E02004090,97.3,0.8,1.9
E02004091,95.2,1,3.8
E02004092,95.8,1,3.1
E02004105,98,0.4,1.6
E02004111,97.7,0.5,1.8
E02004113,97.9,0.4,1.8
E02004115,98.3,0.4,1.3
E02004117,98.5,0.5,1
E02004121,95.8,1.2,3
E02005334,93.4,1.6,5
E02005335,95.6,1.1,3.3
E02005336,85.6,1.6,12.8
E02005337,84.5,2,13.4
E02005338,95.4,1.1,3.5
E02005339,97.2,0.7,2.1
E02005340,96.7,0.9,2.4
E02005341,96.7,0.9,2.3
E02005342,97.6,0.5,2
E02005343,97.4,0.9,1.7
E02005344,97,0.7,2.3
E02005345,92.6,1.7,5.7
E02005346,80.4,3,16.6
E02005347,83.7,3,13.3
E02005348,90.4,2.1,7.5
E02005349,97,0.5,2.5
E02005350,95.7,0.8,3.6
E02005351,83.3,4.1,12.7
E02005352,96.4,1,2.6
E02005353,88.8,2,9.2
E02005354,90.5,2.6,6.9
E02005355,97,0.9,2.1
E02005356,95.3,1.3,3.4
E02005357,96.8,1,2.2
E02005358,96.8,1,2.2
E02005359,96.6,1,2.4
E02005360,95.8,1.2,3
E02005361,94.3,1.8,3.9
E02005362,96.3,0.9,2.7
E02005363,91.8,2.7,5.5
E02005364,93.8,1.8,4.4
E02005365,90.2,2.2,7.6
E02005366,96.1,0.9,3
E02005368,96.6,1.3,2.1
E02005369,95.4,1.5,3.1
E02005370,97.9,0.6,1.5
E02005371,96.4,1,2.6
E02005372,96.5,1,2.5
E02005377,96.6,0.7,2.7
E02005378,95.8,1.3,2.9
E02005379,97.6,0.6,1.7
E02005380,97.6,0.5,1.9
E02005381,96.6,0.8,2.6
E02005382,95.5,0.8,3.7
E02005383,96.3,0.6,3.2
E02005385,96,0.7,3.2
E02005386,91.5,1.3,7.2
E02005387,94.4,0.9,4.7
E02005388,92.7,1.4,5.9
E02005389,96.7,0.8,2.5
