geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E02002805,93.6,0.3,5.9,0.2
E02002809,91.7,0.2,7.9,0.2
E02002827,93.4,0.2,5.7,0.8
E02002828,92.7,0.4,6.1,0.8
E02002829,91.3,0.2,7.5,1
E02002830,90.9,0.2,7.7,1.2
E02002831,91.9,0.2,6.5,1.5
E02002832,91,0.4,6.7,1.9
E02002833,91.5,0.2,6.8,1.5
E02002834,85.5,0.8,11.7,2
E02002836,90.9,0.2,6.9,2
E02002837,93.2,0.1,5.5,1.2
E02002838,93.5,0.4,5.6,0.6
E02002839,92.4,0.1,6.7,0.8
E02002842,84.6,0.6,12.3,2.5
E02002843,91,0.1,6.7,2.2
E02002844,94.1,0.2,4.4,1.4
E02002845,92,0.2,6.6,1.2
E02002846,92,0.3,6.8,0.9
E02002847,93.8,0.2,4.8,1.3
E02002848,89.6,1.2,7.1,2
E02002849,67.5,6.5,21.4,4.6
E02002851,92.9,0.3,5.9,0.9
E02002852,94.3,0.2,5,0.6
E02002853,87.4,1.9,8.2,2.5
E02002854,91.3,0.4,7.4,1
E02002855,79.3,2.7,15,3
E02002856,72.3,7.6,17.4,2.7
E02002857,85.8,0.6,11.9,1.6
E02002858,91.8,0.5,7.1,0.6
E02002860,91.2,0.3,7.9,0.5
E02002861,94.4,0.3,4.7,0.5
E02002862,92.1,0.3,7.1,0.5
E02002863,83.6,0.4,15.3,0.7
E02002864,89.7,0.3,9.4,0.6
E02002865,88.8,1.1,9.7,0.5
E02002866,91.3,0.2,7.9,0.6
E02002867,89.4,0.5,9,1.1
E02002868,93.6,0.3,5.6,0.5
E02002869,92.9,0.2,6.3,0.7
E02002871,92.2,0.4,6.8,0.7
E02002872,94,0.2,5.4,0.4
E02002873,90.8,0.3,7.3,1.6
E02002874,88.5,0.4,9.7,1.3
E02002875,91.3,0.4,7.2,1.1
E02002876,90.2,0.5,8.5,0.9
E02002877,87.7,0.7,10.4,1.1
E02002878,93.9,0.3,5,0.8
E02002879,87.2,0.6,10.5,1.8
E02002880,92.2,0.2,6.4,1.1
E02002881,93.1,0.1,6.3,0.5
E02002882,76.6,2.7,17.7,3
E02002883,89.8,0.3,9.1,0.8
E02002884,83.4,2.1,12.3,2.2
E02002885,81.8,3.1,11.7,3.3
E02002886,90.5,0.8,7.4,1.3
E02002887,93.2,0.2,5.9,0.6
E02002888,91.2,0.2,7.7,0.9
E02002889,32.2,17.9,45.8,4.1
E02002890,55.5,11,29.8,3.7
E02002891,93.3,0.3,5.9,0.5
E02002892,92.6,0.5,6.3,0.5
E02002893,53.1,11.7,30.5,4.7
E02002895,46.3,21.3,29.1,3.3
E02002896,85.5,1,11.9,1.5
E02002897,90.9,0.5,7.3,1.3
E02002898,40.4,27.9,28.2,3.5
E02002901,90.4,0.5,8.4,0.7
E02002902,80.4,1.2,17.2,1.2
E02002903,93.9,0.4,5.3,0.4
E02002904,92.5,0.5,6.4,0.6
E02003237,91.9,0.2,7.4,0.5
E02003238,91.5,0.1,7.8,0.6
E02003239,90.5,0.2,8.9,0.4
E02003240,86.5,0.2,12.4,0.8
E02003241,92.2,0.2,7.2,0.4
E02003242,92.2,0.1,6.9,0.7
E02003243,89.9,0.1,9.4,0.6
E02003244,91.3,0.2,7.8,0.7
E02003245,90.9,0.1,7.7,1.3
E02003246,87.4,0.2,10.8,1.6
E02003247,90.9,0.1,7.5,1.4
E02003248,91.6,0.3,7,1.1
E02003249,88.7,0.2,10.1,1
E02003250,85.2,0.3,11.6,2.8
E02003251,90.6,0.3,7.8,1.3
E02003252,87.7,0.2,10.3,1.8
E02003253,87.4,0.2,11,1.4
E02003254,92.1,0.2,7.2,0.5
E02003255,88.6,0.2,10.6,0.6
E02003257,90.2,0.1,8.7,1
E02003747,91.1,0.1,8.5,0.2
E02003749,91.8,0.1,7.8,0.2
E02003753,91.6,0.1,8,0.3
E02003754,91.7,0.2,7.4,0.6
E02004029,91.2,0.1,8.4,0.3
E02004031,91.1,0.1,8.5,0.2
E02004032,93.6,0.1,6.1,0.2
E02004033,90.6,0.1,9.2,0.1
E02004036,91.8,0,7.9,0.2
E02004040,92.6,0.2,7.1,0.1
E02004041,92.9,0.2,6.7,0.2
E02004045,91.6,0.2,8.1,0.2
E02004046,92.9,0,6.9,0.2
E02004047,89,0,10.8,0.1
E02004048,90.7,0,8.9,0.4
E02004049,91.3,0.1,8.3,0.3
E02004050,91.2,0.1,8.2,0.5
E02004051,90.8,0.1,8.2,0.9
E02004052,92.8,0.2,6.7,0.3
E02004053,91.2,0.1,8.4,0.3
E02004054,92.2,0.1,7.5,0.2
E02004056,91.6,0.1,8.2,0.1
E02004057,91.2,0.2,8.4,0.2
E02004059,92.5,0.2,7.1,0.3
E02004060,92.7,0.1,7.2,0.1
E02004078,92,0,7.8,0.1
E02004080,89.3,0.1,10.3,0.2
E02004082,94.3,0.1,5.4,0.2
E02004083,91.5,0.1,8.2,0.1
E02004084,93.6,0.1,6.2,0.2
E02004085,92,0.1,7.5,0.4
