geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E02002805,95.4,4.5,0
E02002809,90.7,9.3,0
E02002827,83.5,16.4,0.1
E02002828,94.4,5.3,0.2
E02002829,78.4,21.5,0
E02002830,76,24,0
E02002831,90.8,9.1,0.1
E02002832,74.9,25,0.1
E02002833,90.5,9.4,0.1
E02002834,68.8,31.2,0
E02002836,78.1,21.8,0.1
E02002837,86,14,0
E02002838,78.6,21.4,0
E02002839,93.4,6.6,0
E02002842,79.1,20.8,0.1
E02002843,75.5,24.4,0.1
E02002844,37,62.9,0
E02002845,73.1,26.9,0
E02002846,89.8,10.2,0
E02002847,94.8,5.1,0.1
E02002848,76.5,23.4,0.1
E02002849,57.2,42.7,0.1
E02002851,92.7,7.3,0.1
E02002852,94.1,5.8,0.1
E02002853,77.5,22.5,0
E02002854,86.8,13.2,0
E02002855,78.4,21.6,0
E02002856,63.4,36.5,0.1
E02002857,77.1,22.8,0.1
E02002858,85.3,14.7,0
E02002860,86.8,13.2,0.1
E02002861,91.4,8.6,0
E02002862,91,9,0
E02002863,95.9,3,1.1
E02002864,89.5,8.2,2.4
E02002865,86.5,13.4,0.1
E02002866,96.5,3.3,0.1
E02002867,90.9,8.9,0.3
E02002868,93.2,6.7,0
E02002869,88.9,11,0.1
E02002871,86.8,13.1,0
E02002872,80.5,19.5,0.1
E02002873,82.2,17.7,0
E02002874,88.8,11.2,0
E02002875,87.6,12.4,0.1
E02002876,86.8,13.2,0
E02002877,78.4,21.5,0.1
E02002878,96,3.9,0.1
E02002879,81.6,18.4,0
E02002880,94.6,5.4,0
E02002881,87.4,12.6,0
E02002882,52,47.9,0.1
E02002883,77.5,22.4,0.1
E02002884,68.7,31.2,0.1
E02002885,68.7,31.2,0.1
E02002886,88.9,11.1,0
E02002887,93.4,6.5,0
E02002888,70.8,29.1,0.1
E02002889,33.3,66.6,0.1
E02002890,37.3,62.5,0.2
E02002891,94.3,5.6,0
E02002892,91.9,8.1,0
E02002893,59.1,40.8,0
E02002895,38.7,61.3,0
E02002896,75.2,24.8,0
E02002897,90,10,0
E02002898,74.9,25.1,0
E02002901,86.3,13.1,0.5
E02002902,83.7,16.3,0
E02002903,81.3,18.6,0.1
E02002904,95,4.9,0.1
E02003237,96.9,3,0
E02003238,85.5,14.4,0
E02003239,97.1,1.9,1
E02003240,97.3,2.5,0.1
E02003241,92.6,3.9,3.5
E02003242,86.6,10.2,3.2
E02003243,79.6,19.8,0.5
E02003244,87.6,12.4,0
E02003245,80.5,19.5,0
E02003246,81.7,18.3,0
E02003247,78,21.9,0
E02003248,82.7,17,0.2
E02003249,73.5,22.6,3.8
E02003250,50.4,49.5,0.1
E02003251,93.5,6.5,0
E02003252,74.4,25.6,0
E02003253,70.9,29,0.1
E02003254,94.3,5.6,0.1
E02003255,93.5,6.4,0.1
E02003257,75.8,24.2,0
E02003747,89.9,9.7,0.4
E02003749,97.6,2.1,0.3
E02003753,93.5,6.3,0.2
E02003754,96.8,2.8,0.3
E02004029,87.7,12.3,0
E02004031,89,10.9,0
E02004032,97.4,2.6,0
E02004033,93.9,6.1,0
E02004036,93.5,6.5,0
E02004040,97.2,2.6,0.2
E02004041,91.4,8.6,0
E02004045,95.1,4.9,0
E02004046,94.5,5.4,0.1
E02004047,91.6,8.3,0.1
E02004048,95.2,4.7,0.1
E02004049,92.5,7.5,0.1
E02004050,96.4,3.6,0.1
E02004051,91.6,8.3,0
E02004052,97,2.8,0.2
E02004053,93,6.9,0.1
E02004054,94.4,5,0.6
E02004056,87.4,11,1.6
E02004057,89.9,10.1,0.1
E02004059,95.2,4.8,0
E02004060,97.1,2.9,0
E02004078,91.1,8.9,0
E02004080,81.6,18.2,0.2
E02004082,98.3,1.7,0
E02004083,95.5,4.5,0.1
E02004084,95.3,4.7,0
E02004085,92.6,7.4,0
E02004086,96.6,3.3,0
E02004087,93,6.9,0.1
E02004088,97,3,0
E02004089,71.7,28.2,0.1
E02004090,86.8,12.3,0.8
E02004091,95.2,4.4,0.4
E02004092,92.9,7.1,0
E02004105,95.8,4.1,0.2
E02004111,95.2,4.7,0
E02004113,90.5,9.4,0
E02004115,93.6,6.3,0
E02004117,98,1.9,0.1
E02004121,91.7,6.2,2.1
E02005334,98.6,1.4,0
E02005335,94.7,5,0.3
E02005336,95,5,0
E02005337,92.6,7.3,0.1
E02005338,91.6,8.1,0.3
E02005339,93.3,6,0.7
E02005340,88.6,11.3,0.1
E02005341,93,6.9,0
E02005342,96.6,3.3,0.1
E02005343,96.8,2.9,0.3
E02005344,93.8,4.9,1.3
E02005345,91.6,8,0.4
E02005346,61.2,38.5,0.3
E02005347,77.1,21.5,1.4
E02005348,89.3,10.7,0
E02005349,92.7,7.3,0
E02005350,89.2,10.8,0
E02005351,90.8,9.1,0
E02005352,97.1,2.2,0.8
E02005353,88.5,11.4,0
E02005354,98.5,1.5,0
E02005355,89.3,7.8,2.9
E02005356,88.5,10,1.5
E02005357,91.9,7.8,0.3
E02005358,92.4,6.9,0.7
E02005359,97.4,2.6,0
E02005360,96.8,3.1,0
E02005361,84.8,14.1,1
E02005362,92.6,7.4,0.1
E02005363,94,6,0
E02005364,93.5,6.5,0
E02005365,88.3,9.9,1.9
E02005366,89.4,10.4,0.1
E02005368,97.1,2.7,0.3
E02005369,92.6,7.1,0.4
E02005370,96.6,3.4,0.1
E02005371,94.5,4.2,1.3
E02005372,98.1,1.6,0.3
E02005377,96.4,3.4,0.2
E02005378,97.8,2.1,0
E02005379,95.3,3.3,1.3
E02005380,96.3,2.9,0.8
E02005381,95.2,4.6,0.1
E02005382,86.7,13.2,0.1
E02005383,89.2,10.6,0.2
E02005385,95.6,4.4,0
E02005386,78,22,0
E02005387,91.2,8,0.8
E02005388,81.7,18.3,0
E02005389,87,12.9,0.1
E02005390,95.3,4.7,0
E02005391,96.5,3.3,0.2
E02005392,94.3,5.7,0
E02005393,95.6,4.3,0.1
E02005394,87.5,11.6,0.9
E02005395,86.5,13.1,0.4
E02005396,96.1,3.7,0.1
E02005397,89.8,6.5,3.6
E02005398,92.9,6.9,0.2
E02005400,95,3.6,1.5
E02005403,93.1,6.8,0.1
E02005405,92.5,7.5,0
E02005406,87.1,12.9,0
E02005407,96.9,2.9,0.2
E02005409,94.3,3.9,1.8
E02005412,86.4,13.5,0.1
E02005414,82.4,17.6,0
E02005415,89.2,10.8,0.1
E02005416,96.7,3.2,0.1
E02005418,81.3,18.6,0.1
E02005419,66.7,32.8,0.5
E02005420,89.1,10.2,0.7
E02005422,97,1.8,1.1
E02005423,89.3,9.9,0.8
E02005430,95.6,1.9,2.5
E02005434,89.9,9.4,0.8
E02005439,89.2,6.1,4.7
E02005441,97.8,1.5,0.7
E02005442,75.3,24.7,0
E02005443,82.5,17.5,0
E02005444,82.9,17,0.1
E02005445,74.1,25.9,0
E02005446,60.3,39.1,0.6
E02005447,68,31.9,0.1
E02005448,80.9,19.1,0
E02005449,84.7,15.3,0
E02005450,97.3,2.7,0
E02005451,74.6,25.4,0
E02005452,94.3,5.7,0
E02005453,96.5,3.4,0.1
E02005455,96.2,2.4,1.3
E02005456,92.8,6.5,0.7
E02005457,98.5,1.4,0.1
E02005458,98.4,1.5,0.1
E02005459,96.2,1.8,2
E02005460,99.1,0.7,0.1
E02005461,93.8,2.3,3.9
E02005462,84.7,15.2,0.1
E02005463,93.7,4,2.3
E02005464,98.1,1.9,0
E02005465,97.6,2.2,0.2
E02005468,99,0.6,0.4
E02005469,97.8,2.1,0.1
E02005470,87.5,12.3,0.1
E02005471,87.3,11.4,1.2
E02005473,95.5,4.4,0.1
E02005475,97.5,2.3,0.2
E02005476,98.5,1.2,0.3
E02005477,94.2,2.6,3.2
E02005478,91.3,8.7,0.1
E02005479,84.9,14.9,0.2
E02005480,87.1,12.9,0
E02005481,75.1,23,1.9
E02005482,99.1,0.8,0.1
E02005483,97.4,2.5,0.1
E02005484,96.8,3.1,0.2
E02005485,95.4,4.4,0.2
E02005486,87.3,12.6,0.1
E02005487,90.7,0.9,8.4
E02005488,88.5,8.9,2.6
E02005489,94.8,5,0.1
E02005490,88.7,11.1,0.1
E02005491,85,14.9,0.1
E02005498,89.6,2.8,7.6
E02005499,94.7,2.4,2.9
E02005500,94.9,3.6,1.5
E02005501,97.4,2.4,0.2
E02005502,96.2,2.5,1.3
E02005612,91.8,7.9,0.3
E02005613,85.8,14.1,0
E02005614,90.3,9.2,0.6
E02005615,89.9,10,0
E02005616,78.7,21.2,0
E02005629,95.2,2.1,2.7
E02005630,93,6.5,0.4
E02005819,95.3,4.6,0
E02005820,96.5,2.7,0.8
E02005821,89.9,10.1,0
E02005822,90.1,9.8,0.1
E02005823,80.6,19.4,0
E02005824,96,4,0
E02005825,92.4,7.6,0
E02005826,90.2,9.7,0.1
E02005827,93.4,6.3,0.4
E02005828,96,3.9,0.1
E02005829,95.5,4.4,0.1
E02005830,97.5,2.4,0
E02005831,90.4,9.6,0
E02005832,82.2,17.8,0
E02005833,98.7,1.3,0
E02005834,90,10,0
E02005839,91.3,8.6,0.1
E02005840,96.4,3.6,0.1
E02005842,88.1,11.8,0.1
E02005843,87.9,11.6,0.5
E02005844,86.4,13.6,0
E02005846,80.4,19.6,0
E02005847,87,12.8,0.2
E02005848,98.8,0.7,0.6
E02005849,94.2,2.4,3.5
E02005850,98.3,1.6,0
E02005851,85.8,14.1,0.1
E02005852,96.9,3,0.1
E02005853,92.5,7.5,0
E02005856,92.8,7.1,0
E02005857,85.8,14.1,0.1
E02005858,90.4,9.6,0
E02005859,83.7,16.2,0.1
E02005860,69.4,30.4,0.2
E02005861,82.2,15.3,2.4
E02005862,81,18.9,0.1
E02005863,91.4,8.6,0
E02005864,91,9,0
E02005865,96.6,3.4,0
E02005866,88.6,8,3.4
E02005868,89.6,10.4,0
E02005869,80.9,19.1,0
E02005870,81.9,18.1,0.1
E02005871,93.7,6.3,0
E02005872,94.9,5,0.1
E02005873,89,11,0
E02005874,86.3,13.6,0.1
E02005875,93.1,6.8,0.1
E02005876,89.3,10.7,0
E02005877,90.4,9.5,0
E02005878,74.9,25,0
E02005879,87.9,12,0.1
E02005880,96,4,0
E02005881,94.2,5.7,0.1
E02005882,98.5,1.4,0.1
E02005883,89.7,10.3,0.1
E02005884,91,5.1,3.8
E02005885,91.9,8,0.1
E02005886,99,1,0
E02005887,76.8,23.1,0.1
E02005888,80.5,19.5,0
E02005889,90.9,9.1,0
E02005890,98.5,1.4,0
E02005891,76.8,23.1,0.1
E02005892,92.6,7.3,0.1
E02005893,89.5,8.5,2
E02005894,95.7,4.3,0.1
E02005895,97.5,1,1.6
E02005896,98,1.8,0.2
E02005897,97.8,1.8,0.4
E02005898,94.4,4.7,0.9
E02005899,75.2,23.4,1.4
E02005900,88.8,11.2,0
E02005901,88.4,11.6,0
E02005902,83.9,16,0.1
E02005903,92.8,7.2,0
E02005904,93.5,6.3,0.2
E02005905,94.8,4,1.3
E02005906,96.4,3,0.6
E02005907,91.1,8.8,0
E02005908,88.6,9.3,2.1
E02005909,85.8,14.1,0
E02005910,59.3,40.6,0.2
E02005911,87.3,8.6,4.1
E02005912,87.1,12.8,0.1
E02005913,87.6,12.3,0.1
E02005914,94.5,5.4,0.1
E02005915,94.5,3.4,2.2
E02005916,89.2,10.7,0.2
E02005917,97.4,1.3,1.3
E02005918,95.9,4.1,0
E02005919,95.3,3.9,0.8
E02005920,96.3,3.5,0.1
E02006803,92.5,7.5,0
E02006804,90.2,9.6,0.1
E02006815,96.5,3.5,0
E02006816,94.7,5.2,0.1
E02006817,85.3,14.6,0.1
E02006818,96.6,3.3,0
E02006819,85.8,14.2,0
E02006820,93.5,6.5,0
E02006827,88.5,11.4,0.1
E02006828,95.7,4.3,0.1
E02006834,74.8,25.1,0.1
E02006835,90.5,7.1,2.4
E02006850,33.4,66.5,0.1
E02006851,4,95.8,0.2
E02006864,94.4,4.9,0.7
E02006865,96,3.9,0.1
E02006866,95.6,4.1,0.3
E02006867,92.2,5.9,2
E02006877,82.3,17.5,0.1
E02006878,84.1,15.8,0.1
E02006903,92.1,7.8,0.1
E02006904,26.3,73.6,0.1
E02006905,65.4,32.5,2.1
E02006906,94.5,5.4,0
E02006964,84.7,15.2,0
E02006965,83.5,16.4,0
E02006966,93.9,6.1,0
E02006967,98.1,1.9,0
E02007082,93,6.9,0.1
