geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E02002805,8.1,75.3,16.7
E02002809,11.2,66.4,22.4
E02002827,13.1,51.8,35.1
E02002828,12.1,54.1,33.8
E02002829,12.7,46.8,40.4
E02002830,14.2,43.9,41.9
E02002831,12.8,46.8,40.4
E02002832,12.5,41.1,46.4
E02002833,12,40.8,47.2
E02002834,17.5,52,30.5
E02002836,13.2,35.6,51.1
E02002837,15.4,34,50.6
E02002838,11.7,47,41.3
E02002839,12.3,53.8,33.9
E02002842,21.9,41.9,36.1
E02002843,13.3,28.5,58.3
E02002844,11.6,30.2,58.2
E02002845,12.2,44.7,43.2
E02002846,12.8,61.3,25.8
E02002847,12.8,34.9,52.3
E02002848,13.6,33.2,53.2
E02002849,31.3,37.7,31
E02002851,10.3,55.3,34.4
E02002852,11.1,42.8,46.1
E02002853,15,39.3,45.7
E02002854,13.4,48.5,38.1
E02002855,23.6,45.4,31
E02002856,24.6,50.2,25.2
E02002857,18.6,47.3,34.1
E02002858,12.9,64.6,22.5
E02002860,12,57.9,30.1
E02002861,12,45.4,42.6
E02002862,11.8,53.7,34.5
E02002863,14.2,67.7,18.1
E02002864,10.7,72.6,16.7
E02002865,11.1,71.6,17.2
E02002866,9.6,74.8,15.6
E02002867,11.7,67.5,20.8
E02002868,10.2,65.5,24.3
E02002869,11,54.6,34.4
E02002871,10,62.4,27.6
E02002872,10.3,55.8,33.9
E02002873,13,52.5,34.6
E02002874,13.5,57.3,29.2
E02002875,14.1,53,32.9
E02002876,15.3,53.4,31.4
E02002877,14.6,63.6,21.8
E02002878,12.4,44.8,42.8
E02002879,19.3,46.2,34.5
E02002880,12.5,46,41.5
E02002881,10.1,50.3,39.6
E02002882,22,49.1,28.9
E02002883,15.1,52.8,32
E02002884,18.3,37.2,44.5
E02002885,21.7,32.9,45.4
E02002886,12.1,47,40.9
E02002887,8.6,54.6,36.8
E02002888,13.5,46.8,39.7
E02002889,47,28.4,24.6
E02002890,36.1,34.6,29.3
E02002891,12.8,53.2,34.1
E02002892,10.8,54.8,34.4
E02002893,34.6,31.5,33.9
E02002895,38,37.2,24.8
E02002896,15.9,41,43.1
E02002897,10.3,68.6,21.2
E02002898,37.6,36.9,25.5
E02002901,9.8,66,24.2
E02002902,25.4,47.7,26.9
E02002903,9.4,66.6,24
E02002904,13.3,56.6,30
E02003237,9.1,72.8,18.1
E02003238,13.9,62.9,23.2
E02003239,10.9,71.3,17.9
E02003240,12.3,70.7,17.1
E02003241,12.1,67.7,20.2
