geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02002805,3.9,24.8,51.9,19.4
E02002809,6.9,23.6,58.9,10.6
E02002827,13.6,33,35.9,17.4
E02002828,6.9,27.1,45.5,20.4
E02002829,15.7,28,50.3,6
E02002830,15,25.3,42.9,16.9
E02002831,8.7,19.5,53.3,18.5
E02002832,16.8,24.8,45.7,12.6
E02002833,6.6,26.2,57.3,9.9
E02002834,12.5,27.5,47.9,12
E02002836,12.7,26.6,52.5,8.3
E02002837,14,18.4,57.4,10.1
E02002838,17.1,19.6,54.5,8.8
E02002839,10.6,15.9,57.9,15.6
E02002842,14.4,50.8,28.6,6.1
E02002843,15.9,31,40.1,13
E02002844,20.7,39.4,29.4,10.5
E02002845,20.4,22.3,47.9,9.3
E02002846,8,15.9,54.6,21.5
E02002847,3.7,14.7,59.5,22.1
E02002848,17.7,29.4,36.7,16.3
E02002849,28.4,33,22.7,16
E02002851,4.7,12.6,48.4,34.3
E02002852,16.8,18.2,56.8,8.2
E02002853,14.3,16.1,39.3,30.3
E02002854,16.1,14.3,62.3,7.3
E02002855,10.3,34.7,41.1,13.9
E02002856,20.4,30.5,25.8,23.4
E02002857,16.7,44.4,33.3,5.6
E02002858,8.6,14.7,34.7,42
E02002860,9.6,20.6,56.3,13.6
E02002861,9,17.6,64.8,8.6
E02002862,15.1,28.1,52.2,4.6
E02002863,4,19.7,41.7,34.6
E02002864,5.6,22.2,42.9,29.3
E02002865,6.7,22.4,37.3,33.6
E02002866,4.8,16.3,40.5,38.4
E02002867,6,21.5,35.6,36.9
E02002868,3,21,63.3,12.7
E02002869,12.6,39.8,43.6,4
E02002871,9.1,33.7,49.4,7.7
E02002872,17.2,27.3,47.8,7.6
E02002873,10.9,25.6,56.3,7.2
E02002874,6.4,18.1,60,15.6
E02002875,10.2,33.1,51.7,5
E02002876,10.7,28.4,52.8,8.1
E02002877,13.4,29.5,38.5,18.5
E02002878,2.8,22.7,66.9,7.6
E02002879,8.3,31.3,50.8,9.6
E02002880,4.5,24.2,67.7,3.5
E02002881,13.2,22.9,53.5,10.3
E02002882,22.7,30.1,20.6,26.7
E02002883,11.3,42.9,38.2,7.6
E02002884,17.2,32.2,31.6,19
E02002885,17.2,39.9,27.6,15.3
E02002886,6.7,24.5,48.4,20.4
E02002887,8.9,33.7,49.7,7.6
E02002888,18,31.9,45.6,4.5
E02002889,27.4,33.5,15.5,23.6
E02002890,36.7,32.6,21,9.6
E02002891,5.1,27.1,55.2,12.7
E02002892,9.7,15,64.5,10.7
E02002893,22.1,36.6,22.9,18.4
E02002895,19.9,36.7,15.7,27.8
E02002896,14.3,42.6,33.4,9.7
E02002897,5.4,18.5,44.6,31.6
E02002898,12.3,23.4,22.8,41.5
E02002901,6.9,18.5,57.5,17.1
E02002902,13.9,8.6,68.7,8.8
E02002903,17.5,21.2,52.1,9.3
E02002904,9.1,5.3,82.3,3.3
E02003237,7.6,18.4,38.7,35.4
E02003238,13.1,19.3,40.4,27.3
E02003239,3.5,21.6,47.8,27.1
E02003240,3.5,23.5,39.1,33.8
E02003241,6.7,26.1,40.1,27.1
E02003242,9.2,27.6,48.9,14.3
E02003243,17.3,28.5,43.8,10.4
E02003244,13.9,29,49.4,7.6
E02003245,15.6,18,52.8,13.6
E02003246,14.5,26.1,48.8,10.6
E02003247,14.6,16.1,51.8,17.4
E02003248,10.1,17.7,44.2,28
E02003249,15.1,33.9,39.1,11.9
E02003250,25.1,36.5,24.8,13.6
E02003251,3.9,12.7,35.3,48.2
E02003252,11,28.7,38.7,21.6
E02003253,14.2,36.2,40.4,9.2
E02003254,6.1,17.9,38.6,37.3
E02003255,6.8,24.1,50.1,19
E02003257,17.8,19.2,49,13.9
E02003747,8.3,26,46.1,19.6
E02003749,3.3,25.1,47.7,23.9
E02003753,4.5,21.3,47.7,26.5
E02003754,3.7,17.9,39.6,38.8
E02004029,9,33.9,44.7,12.4
E02004031,10.3,42.4,39.3,8
E02004032,3.6,33.8,43,19.6
E02004033,5.1,35.5,45,14.4
E02004036,7.6,29.6,49.1,13.7
E02004040,2.8,25.7,50.5,21
E02004041,6.9,28,48.9,16.2
E02004045,4.2,29,42.1,24.7
E02004046,2.9,31.7,52.4,13
E02004047,5.5,34.4,51.5,8.6
E02004048,3.3,37.7,47,12
E02004049,4.6,29.4,49.9,16.2
E02004050,3.4,29,61.3,6.3
E02004051,6,27.6,54.6,11.8
E02004052,2.4,32,47,18.5
E02004053,6.4,32.7,47.1,13.8
E02004054,3.9,32.1,45.7,18.2
E02004056,6.8,26.7,55.7,10.8
E02004057,8.5,37.9,45.3,8.3
E02004059,7.2,29.7,47,16
E02004060,4.5,23.9,59.2,12.4
E02004078,12,31.9,50,6.1
E02004080,10.8,38.8,40.1,10.2
E02004082,2.4,19.5,46.7,31.4
E02004083,3.8,30.4,52.2,13.6
E02004084,10.6,25.5,57.9,6
E02004085,6.2,25.4,49.4,19
E02004086,4.8,20.1,50.8,24.2
E02004087,7.1,28.3,55,9.6
E02004088,3,22,43.2,31.8
E02004089,18.9,43.2,32.4,5.6
E02004090,6.8,29.7,46.2,17.2
E02004091,3.6,28.5,52.6,15.3
E02004092,8.9,23.8,55,12.3
E02004105,4.6,27.1,49.7,18.6
E02004111,5.7,28.8,48.8,16.7
E02004113,7.3,35.6,47.9,9.2
E02004115,6.1,34.3,42.8,16.8
E02004117,3.8,28.9,47.5,19.9
E02004121,4.6,20.8,35.9,38.7
E02005334,1.4,12.9,55.9,29.8
E02005335,5.2,17.9,34.3,42.6
E02005336,4.4,18.7,58.9,18
E02005337,5.4,13.8,65.6,15.2
E02005338,6.7,24.7,45.3,23.3
E02005339,4.8,23.4,39.2,32.6
E02005340,7.4,23.1,51.6,17.9
E02005341,5.7,19.6,43.7,31
E02005342,3.6,19.9,53.1,23.4
E02005343,5,19.6,44.2,31.3
E02005344,4.7,22.4,43.1,29.8
E02005345,6.9,25.9,45,22.2
E02005346,22.6,36.4,31.2,9.8
E02005347,14.9,21,33.1,30.9
E02005348,15.3,18.8,39.4,26.4
E02005349,6.1,27,46.2,20.7
E02005350,10.5,31.5,35.2,22.8
E02005351,7.2,9.7,57.7,25.4
E02005352,2.5,15.4,33.7,48.4
E02005353,9.1,16.7,55.2,19
E02005354,1.1,16.1,40,42.7
E02005355,7.9,22.8,40.9,28.3
E02005356,9,22.6,31.6,36.8
E02005357,5.2,28.3,49.2,17.3
E02005358,4.5,21.9,45,28.5
E02005359,3.2,17.4,45.6,33.8
E02005360,3.5,15.7,33.6,47.1
E02005361,9.6,32,34.4,24
E02005362,4.9,27.6,46.9,20.5
E02005363,3.3,14.6,55.6,26.5
E02005364,4.2,14.6,62.1,19
E02005365,7.6,31.9,44.6,15.9
E02005366,7.9,22.5,48.1,21.5
E02005368,4.3,15.6,33.4,46.7
E02005369,5.7,19.7,35.2,39.4
E02005370,3.2,20.6,38,38.1
E02005371,5.7,20.1,36.3,37.9
E02005372,3.1,15.6,35,46.3
E02005377,4.3,30.1,38.2,27.4
E02005378,2.5,23.6,46.1,27.8
E02005379,4.7,28.8,39.7,26.8
E02005380,3,21.7,39.2,36.1
E02005381,2.7,19.9,43.4,34
E02005382,7.7,28.4,48.8,15
E02005383,7.5,30,48.9,13.5
E02005385,2.3,18,42,37.7
E02005386,11.1,38.5,40.6,9.7
E02005387,4.9,29.3,49.6,16.2
E02005388,12.1,25.7,46.6,15.6
E02005389,12.6,19.2,46.5,21.7
E02005390,4.1,22.3,38.9,34.7
E02005391,3.8,20.1,40.4,35.6
E02005392,4.5,20.3,48,27.2
E02005393,4.7,23.5,44.7,27.1
E02005394,8.1,27.3,47.7,16.9
E02005395,10.1,19,51.6,19.3
E02005396,3.6,19.2,37.9,39.2
E02005397,8.3,19.5,43.6,28.6
E02005398,6,21.1,38,34.9
E02005400,4.5,25.2,47,23.3
E02005403,7,23.5,55.2,14.4
E02005405,7.8,17.8,55.4,19
E02005406,8.6,34.2,43.9,13.3
E02005407,3.2,19,48.6,29.2
E02005409,4.6,25.4,46.1,23.9
E02005412,7.6,22.1,46.4,23.9
E02005414,11.6,27.5,50.1,10.7
E02005415,6.7,43.2,40.8,9.3
E02005416,3.2,24.7,48.5,23.6
