geography_code,disability_3a-001,disability_3a-002
E00070013,21.3,78.7
E00070052,16.8,83.2
E00070053,17.5,82.5
E00070054,21.7,78.3
E00142277,25,75
E00142278,21.3,78.7
E00142279,17.6,82.4
E00142280,19.8,80.2
E00142281,30.1,69.9
E00142282,17.4,82.6
E00142283,29.9,70.1
E00142284,12.6,87.4
E00142285,20.4,79.6
E00142286,20.8,79.2
E00142287,23.3,76.7
E00142289,42.4,57.6
E00142290,19.3,80.7
E00142291,43.5,56.5
E00142292,15.6,84.4
E00142293,29.3,70.7
E00142294,14.3,85.7
E00142295,19.6,80.4
E00142296,23.1,76.9
E00142297,25.6,74.4
E00142298,26.1,73.9
E00142299,18.3,81.7
E00142300,17.5,82.5
E00142301,28.5,71.5
E00142302,32.6,67.4
E00142303,28.3,71.7
E00142304,16.6,83.4
E00142307,21.1,78.9
E00142311,21.9,78.1
E00142312,19.5,80.5
E00142314,27,73
E00142315,21.1,78.9
E00142316,29.8,70.2
E00142317,37.9,62.1
E00142318,20.8,79.2
E00142319,33.2,66.8
E00142320,17.3,82.7
E00142321,33.1,66.9
E00142322,32.2,67.8
E00142323,15,85
E00142324,23.7,76.3
E00142325,20.2,79.8
E00142326,20.1,79.9
E00142327,16.8,83.2
E00142328,21,79
E00142329,7.8,92.2
E00142330,16.9,83.1
E00142331,10.7,89.3
E00142332,20.8,79.2
E00142333,19.3,80.7
E00142334,25,75
E00142335,26.3,73.7
E00142336,26.3,73.7
E00142337,26.7,73.3
E00142338,17.9,82.1
E00142339,15.5,84.5
E00142340,19.6,80.4
E00142341,15.9,84.1
E00142342,15.8,84.2
E00142345,29.3,70.7
E00142349,20.6,79.4
E00142350,27.3,72.7
E00142351,26,74
E00142352,19.8,80.2
E00142353,22.4,77.6
E00142354,23.1,76.9
E00142356,38.1,61.9
E00142357,25.2,74.8
E00142358,23.1,76.9
E00142360,27.8,72.2
E00142361,29.4,70.6
E00142362,19.2,80.8
E00142363,27.9,72.1
E00142364,13.8,86.2
E00142365,17.1,82.9
E00142366,18.2,81.8
E00142367,17.6,82.4
E00142368,20.6,79.4
E00142369,40,60
E00142370,26.3,73.7
E00142373,12.3,87.7
E00142409,26.1,73.9
E00142415,26.3,73.7
E00142416,17.6,82.4
E00142532,10.4,89.6
E00143391,17.5,82.5
E00143392,27.6,72.4
E00143393,22.8,77.2
E00143394,18.8,81.2
E00143409,19.7,80.3
E00143410,21.3,78.7
E00143432,17.3,82.7
E00143433,18.3,81.7
E00143434,18.8,81.2
E00143435,24.6,75.4
E00143436,18.9,81.1
E00143437,21.1,78.9
E00143438,21.7,78.3
E00143439,15.2,84.8
E00143440,18.6,81.4
E00143441,27.2,72.8
E00143442,20.7,79.3
E00143443,17.3,82.7
E00143444,18.8,81.2
E00143445,14.8,85.2
E00143446,16.4,83.6
E00143447,37.6,62.4
E00143448,15.7,84.3
E00143449,16.3,83.7
E00143450,25.9,74.1
E00143451,11.4,88.6
E00143452,14.2,85.8
E00143453,24.5,75.5
E00143627,21.8,78.2
E00143628,19.6,80.4
E00143629,22.7,77.3
E00143630,26.4,73.6
E00143631,12,88
E00143632,11.6,88.4
E00143633,24.3,75.7
E00143634,16.7,83.3
E00143675,14.8,85.2
E00143676,17.9,82.1
E00143678,17,83
E00143679,24.6,75.4
E00143680,20.5,79.5
E00143681,16.4,83.6
E00143682,16.7,83.3
E00143683,13.7,86.3
E00143684,17.2,82.8
E00143685,18.5,81.5
E00143686,23.6,76.4
E00143687,13.7,86.3
E00143688,19.4,80.6
E00143689,19.4,80.6
E00143690,20.1,79.9
E00143691,19.3,80.7
E00143692,15.6,84.4
E00143693,7.9,92.1
E00143745,12,88
E00143747,12.2,87.8
E00143748,28.5,71.5
E00143749,14.3,85.7
E00143959,32.8,67.2
E00144170,20.7,79.3
E00144171,33.9,66.1
E00144172,19,81
E00144177,20.7,79.3
E00144178,19,81
E00144179,23.6,76.4
E00144180,35.4,64.6
E00144181,26.1,73.9
E00144182,21.4,78.6
E00144183,23,77
E00144184,48.8,51.2
E00144185,24.4,75.6
E00144186,21.5,78.5
E00144187,29.4,70.6
E00144188,21.4,78.6
E00144189,21.7,78.3
E00144190,27.6,72.4
E00144349,15.6,84.4
E00144350,18.3,81.7
E00144415,22.7,77.3
E00144416,28.8,71.2
E00144417,28.4,71.6
E00144418,17.1,82.9
E00144419,18.1,81.9
