geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00070013,100,0,0
E00070052,98.7,1.3,0
E00070053,100,0,0
E00070054,98.1,1.9,0
E00142277,100,0,0
E00142278,91.7,8.3,0
E00142279,94.6,5.4,0
E00142280,87.1,12.9,0
E00142281,40.2,59.8,0
E00142282,90.4,9.6,0
E00142283,100,0,0
E00142284,100,0,0
E00142285,90.4,9.6,0
E00142286,100,0,0
E00142287,97.9,2.1,0
E00142289,23.5,76.5,0
E00142290,63.8,36.2,0
E00142291,78.1,21.9,0
E00142292,99.4,0.6,0
E00142293,100,0,0
E00142294,99.2,0.8,0
E00142295,96.5,3.5,0
E00142296,100,0,0
E00142297,95.7,4.3,0
E00142298,77.5,22.5,0
E00142299,78.7,21.3,0
E00142300,92.7,7.3,0
E00142301,82.5,17.5,0
E00142302,78.8,21.2,0
E00142303,84.8,15.2,0
E00142304,86,14,0
E00142307,100,0,0
E00142311,78.9,21.1,0
E00142312,94.9,5.1,0
E00142314,94.8,5.2,0
E00142315,100,0,0
E00142316,16.9,83.1,0
E00142317,68,32,0
E00142318,100,0,0
E00142319,79.5,20.5,0
E00142320,100,0,0
E00142321,57.6,42.4,0
E00142322,97.5,2.5,0
E00142323,85.8,14.2,0
E00142324,97.2,2.8,0
E00142325,100,0,0
E00142326,99.1,0.9,0
E00142327,99.1,0.9,0
E00142328,99.4,0.6,0
E00142329,98.5,1.5,0
E00142330,97.6,2.4,0
E00142331,100,0,0
E00142332,100,0,0
E00142333,96.6,3.4,0
E00142334,71.2,28.8,0
E00142335,60.5,39.5,0
E00142336,93.5,6.5,0
E00142337,63.1,36.9,0
E00142338,98.4,1.6,0
E00142339,72.7,27.3,0
E00142340,82.4,17.6,0
E00142341,84.6,15.4,0
E00142342,100,0,0
E00142345,85.8,14.2,0
E00142349,100,0,0
E00142350,60.2,39.8,0
E00142351,85,15,0
E00142352,100,0,0
E00142353,98.9,1.1,0
E00142354,94.5,5.5,0
E00142356,96.2,3.8,0
E00142357,93.8,6.2,0
E00142358,100,0,0
E00142360,87.3,12.7,0
E00142361,88.8,11.2,0
E00142362,99.2,0.8,0
E00142363,96.9,3.1,0
E00142364,100,0,0
E00142365,98.9,1.1,0
E00142366,100,0,0
E00142367,99.3,0.7,0
E00142368,100,0,0
E00142369,62.4,37.6,0
E00142370,100,0,0
E00142373,95.1,4.9,0
E00142409,88.6,11.4,0
E00142415,96.9,3.1,0
E00142416,100,0,0
E00142532,99.4,0.6,0
E00143391,100,0,0
E00143392,86.4,13.6,0
E00143393,90.4,9.6,0
E00143394,100,0,0
E00143409,89.9,10.1,0
E00143410,96.9,3.1,0
E00143432,100,0,0
E00143433,89.1,10.9,0
E00143434,99.1,0,0.9
E00143435,40.4,59.6,0
E00143436,100,0,0
E00143437,99.1,0.9,0
E00143438,85.4,14.6,0
E00143439,100,0,0
E00143440,90.3,9.7,0
E00143441,99.2,0.8,0
E00143442,97.6,2.4,0
E00143443,95,5,0
E00143444,98,2,0
E00143445,99.2,0.8,0
E00143446,95.4,4.6,0
E00143447,60.2,39.8,0
E00143448,91.2,8.8,0
E00143449,100,0,0
E00143450,99.1,0.9,0
E00143451,99.2,0.8,0
E00143452,100,0,0
E00143453,100,0,0
E00143627,97,3,0
E00143628,86,14,0
E00143629,98.6,1.4,0
E00143630,99.1,0.9,0
E00143631,97.7,2.3,0
E00143632,100,0,0
E00143633,93.3,6.7,0
E00143634,99,1,0
E00143675,100,0,0
E00143676,98.5,1.5,0
E00143678,100,0,0
E00143679,97.5,1.7,0.8
E00143680,99.3,0.7,0
E00143681,99.1,0.9,0
E00143682,100,0,0
E00143683,99.2,0.8,0
E00143684,100,0,0
E00143685,90.9,9.1,0
E00143686,100,0,0
E00143687,100,0,0
E00143688,93.3,6.7,0
E00143689,99.1,0.9,0
E00143690,98.4,1.6,0
E00143691,96.8,3.2,0
E00143692,99.2,0.8,0
E00143693,100,0,0
E00143745,100,0,0
E00143747,97.5,2.5,0
E00143748,97.4,2.6,0
E00143749,99.1,0.9,0
E00143959,91.6,8.4,0
E00144170,99.3,0.7,0
E00144171,69.8,6.7,23.5
E00144172,99.3,0.7,0
E00144177,94.9,5.1,0
E00144178,100,0,0
E00144179,90.4,9.6,0
E00144180,93.2,6.8,0
E00144181,99.2,0.8,0
E00144182,93.8,6.2,0
E00144183,98.3,0,1.7
E00144184,69.5,30.5,0
E00144185,93.4,6,0.7
E00144186,96.9,2.3,0.8
E00144187,64.6,35.4,0
E00144188,98.7,1.3,0
E00144189,100,0,0
E00144190,99.1,0.9,0
E00144349,98.4,1.6,0
E00144350,100,0,0
E00144415,99.1,0.9,0
E00144416,99.2,0.8,0
E00144417,100,0,0
E00144418,100,0,0
E00144419,100,0,0
E00144420,100,0,0
E00144421,97.6,2.4,0
E00144422,99.2,0.8,0
E00144423,96.3,3.7,0
E00144424,97.3,2.7,0
E00144426,92,8,0
E00144427,91.5,7.8,0.8
E00144428,89,11,0
E00144429,96.7,3.3,0
E00144430,99.2,0.8,0
E00144431,100,0,0
E00173371,100,0,0
E00173372,76.7,23.3,0
E00173373,94.1,5.9,0
E00173374,81.8,18.2,0
E00173375,99.2,0.8,0
E00173376,70.9,29.1,0
E00173377,100,0,0
E00173378,100,0,0
E00173379,98.2,1.8,0
E00173394,91.9,8.1,0
E00173395,59.2,1,39.8
E00173396,75.6,0,24.4
E00176777,100,0,0
E00176778,89.2,10.8,0
E00176786,100,0,0
E00176788,99,1,0
E00176789,99.3,0.7,0
E00176791,96.4,3.6,0
E00176793,99.3,0.7,0
E00176811,100,0,0
E00176814,98.7,1.3,0
E00176815,100,0,0
E00176817,69.8,28.3,1.9
E00176825,99.2,0.8,0
E00176841,99.1,0.9,0
E00176843,97.8,2.2,0
E00176844,100,0,0
E00176848,85.4,14.6,0
E00176850,86.8,13.2,0
E00176852,83.8,16.2,0
E00176862,99.3,0.7,0
E00176864,97.9,2.1,0
E00176865,93.7,6.3,0
E00176867,100,0,0
E00176868,88.9,11.1,0
E00176872,78.4,21.6,0
E00176878,99.4,0.6,0
E00176879,100,0,0
E00176881,100,0,0
E00176883,100,0,0
E00176884,100,0,0
E00176887,99.4,0.6,0
E00176889,89.7,10.3,0
E00176891,76.1,23.9,0
E00176893,90.5,9.5,0
E00176895,78.1,21.9,0
E00176899,100,0,0
E00176906,98.6,1.4,0
E00176908,100,0,0
