geography_code,sex-001,sex-002
W00006955,47.1,52.9
W00006956,46.9,53.1
W00006957,51.8,48.2
W00006958,49.7,50.3
W00006959,50,50
W00006960,50.2,49.8
W00006961,47.7,52.3
W00006962,50.6,49.4
W00006963,54.6,45.4
W00006964,50.5,49.5
W00006965,49.2,50.8
W00006966,51.9,48.1
W00006968,47.6,52.4
W00006969,50.2,49.8
W00006970,50.1,49.9
W00007093,48.9,51.1
W00007094,49.8,50.2
W00007095,49.2,50.8
W00007096,52.1,47.9
W00007097,50.7,49.3
W00007098,52.7,47.3
W00007101,50.9,49.1
W00007102,46.7,53.3
W00007103,50.3,49.7
W00007104,46.7,53.3
W00007105,46.3,53.7
W00007106,49.1,50.9
W00007108,44.6,55.4
W00007109,50.3,49.7
W00007111,47.3,52.7
W00007112,50.7,49.3
W00007113,48.7,51.3
W00007114,49.2,50.8
W00007115,48.2,51.8
W00007116,49,51
W00007117,51.3,48.7
W00007118,48.2,51.8
W00007119,50.6,49.4
W00007120,51.9,48.1
W00007121,50.6,49.4
W00007122,50.3,49.7
W00007229,49.8,50.2
W00007230,52,48
W00007231,50.3,49.7
W00007232,47.2,52.8
W00007233,49.5,50.5
W00007234,53.1,46.9
W00007235,48.1,51.9
W00007236,54,46
W00007237,51.1,48.9
W00007238,47.9,52.1
W00007239,52.2,47.8
W00007240,50.6,49.4
W00007241,49,51
W00007242,51.6,48.4
W00007243,50.9,49.1
W00007244,52.7,47.3
W00007245,49.8,50.2
W00007246,52,48
W00007502,49,51
W00007503,51.9,48.1
W00007504,47,53
W00007505,50.2,49.8
W00007506,49.3,50.7
W00007507,46.2,53.8
W00007508,51.7,48.3
W00007509,51.8,48.2
W00007510,49.8,50.2
W00007511,54,46
W00007512,51,49
W00007513,53.6,46.4
W00007514,53,47
W00007515,44.5,55.5
W00007516,53.4,46.6
W00007540,54.5,45.5
W00007541,51.6,48.4
W00007542,56.9,43.1
W00007543,52.7,47.3
W00007544,58.8,41.2
W00007545,52.9,47.1
W00007546,48.9,51.1
W00007547,51.3,48.7
W00007548,51.4,48.6
W00007549,56.4,43.6
W00007550,53.7,46.3
W00007551,48.4,51.6
W00007552,53.6,46.4
W00007553,51.1,48.9
W00007554,56.1,43.9
W00007555,45.8,54.2
W00007590,45.9,54.1
W00007591,52.3,47.7
W00007592,48,52
W00007593,48.7,51.3
W00007594,52.9,47.1
W00007595,51,49
W00007596,50.3,49.7
W00007597,53.2,46.8
W00007598,48.9,51.1
W00007599,54.3,45.7
W00007600,52.8,47.2
W00007601,49.6,50.4
W00007602,55.8,44.2
W00007603,55.2,44.8
W00007604,49.8,50.2
W00007605,51.6,48.4
W00007648,46.5,53.5
W00007649,46.5,53.5
W00007650,50.2,49.8
W00007651,47.2,52.8
W00007652,51.4,48.6
W00007653,44.9,55.1
W00007654,51.9,48.1
W00007655,45.6,54.4
W00007656,50,50
W00007657,51,49
W00007658,51.5,48.5
W00007659,52.7,47.3
W00007660,48.8,51.2
W00007661,49.4,50.6
W00007662,48.8,51.2
W00007663,51,49
W00007664,47.3,52.7
W00007667,49.6,50.4
W00007669,49.4,50.6
W00007670,51.5,48.5
W00007710,53.8,46.2
W00007711,52.1,47.9
W00007712,50.3,49.7
W00007713,53.3,46.7
W00007714,48.1,51.9
W00007715,50.8,49.2
W00007716,51.7,48.3
W00007717,52,48
W00007718,53.3,46.7
W00007742,50.6,49.4
W00007743,49.1,50.9
W00007744,52.2,47.8
W00007745,51.1,48.9
W00007746,52.5,47.5
W00007747,48.3,51.7
