geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
W00006955,0,9.4,83.5,7.1
W00006956,28.4,41.8,24.8,5
W00006957,0.8,9.2,61.7,28.3
W00006958,3.7,21.6,67.9,6.7
W00006959,4.4,30.1,58.1,7.4
W00006960,0,25.7,57.9,16.4
W00006961,0,17.5,70.6,11.9
W00006962,11.1,10.3,70.1,8.5
W00006963,9.7,38.9,46.5,4.9
W00006964,0,27.2,52.8,20
W00006965,0.9,19.7,74.4,5.1
W00006966,0,23.5,67.4,9.1
W00006968,1.5,12.2,79.4,6.9
W00006969,7.6,48.3,37.9,6.2
W00006970,6.5,36.3,55.8,1.4
W00007093,0,31.6,58.8,9.6
W00007094,2.3,35.6,55.3,6.8
W00007095,4.9,22.4,61.5,11.2
W00007096,7.7,46.9,41.5,3.8
W00007097,12,35.3,47.4,5.3
W00007098,9.7,24.1,57.2,9
W00007101,0.6,12,68.6,18.9
W00007102,2.3,29.8,63.4,4.6
W00007103,29,35,31,5
W00007104,0,19.8,75,5.2
W00007105,27.6,21.1,46.3,4.9
W00007106,2.3,28.5,47.7,21.5
W00007108,10.7,24.3,53.4,11.7
W00007109,0,11,61.9,27.1
W00007111,0.8,19.1,61.8,18.3
W00007112,0,6.2,76.7,17.1
W00007113,0.9,18.8,69.2,11.1
W00007114,0.8,4,78.6,16.7
W00007115,16.8,27.1,49.7,6.5
W00007116,0,9.2,71.6,19.3
W00007117,0.9,21.9,67.5,9.6
W00007118,2.3,24.8,62.4,10.5
W00007119,1.4,30.6,48.6,19.4
W00007120,0.7,14.3,82.9,2.1
W00007121,10.1,10.1,79.8,0
W00007122,0,13.2,81,5.8
W00007229,8.4,17.6,69.7,4.2
W00007230,13.9,25.4,50.8,9.8
W00007231,5.2,19,54.1,21.6
W00007232,0.7,14.9,59.7,24.6
W00007233,0,27.6,67.2,5.2
W00007234,0.9,25.2,67.6,6.3
W00007235,1.4,38.4,54.1,6.2
W00007236,5,25.7,60.7,8.6
W00007237,0,17.8,79.1,3.1
W00007238,0,16.4,59.4,24.2
W00007239,6.3,18.9,70.3,4.5
W00007240,7.4,13.4,70.5,8.7
W00007241,6.9,18.3,56.5,18.3
W00007242,12.2,20.5,48.7,18.6
W00007243,0.9,15.7,73,10.4
W00007244,1.3,34,48.4,16.4
W00007245,0,36.2,56.9,6.9
W00007246,5,20.2,68.9,5.9
W00007502,2.3,39.4,44.7,13.6
W00007503,24.3,40.2,28,7.5
W00007504,1.5,48.1,44.4,5.9
W00007505,17.7,54.6,25.4,2.3
W00007506,5,50.9,38.5,5.6
W00007507,3.8,35.4,55.4,5.4
W00007508,6.2,26.2,57.7,10
W00007509,0,22.3,69.2,8.5
W00007510,1.5,15.3,74.8,8.4
W00007511,4,47.2,43.2,5.6
W00007512,3.3,25.8,62.5,8.3
W00007513,0.8,35.2,58.4,5.6
W00007514,2.4,39.4,54.3,3.9
W00007515,7.8,56,31,5.2
W00007516,4.8,31.7,53.2,10.3
W00007540,1.7,25.6,68.4,4.3
W00007541,10.7,25.4,59,4.9
W00007542,2.5,52.5,44.2,0.8
W00007543,1.9,9.4,86.8,1.9
W00007544,26.9,38.5,32.3,2.3
W00007545,60.8,26.5,9.8,2.9
W00007546,3.2,40,47.2,9.6
W00007547,1.3,11.4,54.4,32.9
W00007548,6.3,33.9,55.1,4.7
W00007549,0,9.4,83,7.5
W00007550,0,12,85.6,2.4
W00007551,6.7,22.2,61.5,9.6
W00007552,3.4,20.5,67.5,8.5
W00007553,2.5,26.7,63.3,7.5
W00007554,7.7,13.8,73.1,5.4
W00007555,7.1,44.2,37.7,11
W00007590,2.3,17.8,66.7,13.2
W00007591,0.8,64.6,30.8,3.8
W00007592,29,13.7,53.2,4
W00007593,8.7,40.6,42.8,8
W00007594,0.8,38.8,52.9,7.4
W00007595,1.5,13.8,68.5,16.2
W00007596,2.2,42.2,48.1,7.4
W00007597,24.4,47.9,26.1,1.7
W00007598,0,40.8,53.5,5.6
W00007599,18,34.2,44.1,3.6
W00007600,2.5,33.6,47.9,16
W00007601,3.6,12.5,75,8.9
W00007602,14.3,31.3,49.1,5.4
W00007603,14.9,37.2,45.5,2.5
W00007604,23.6,27.3,46.4,2.7
W00007605,18.3,33.3,43.7,4.8
W00007648,11.8,31.9,51.3,5
W00007649,16.2,33.8,45.8,4.2
W00007650,11.9,38.1,47.6,2.4
W00007651,5.1,49.2,41.5,4.2
W00007652,0.8,65.1,32.5,1.6
W00007653,2.5,33.8,54.4,9.4
W00007654,13.4,21.3,59.1,6.3
W00007655,1.6,29.7,67.2,1.6
W00007656,7,32.5,53.5,7
W00007657,4.6,25,54.6,15.7
W00007658,0,41.8,50.8,7.4
W00007659,0.9,64,32.4,2.7
W00007660,0.9,27.9,61.3,9.9
W00007661,1.6,26,67.7,4.7
W00007662,14,50.4,33.1,2.5
W00007663,5.3,36.8,53.5,4.4
W00007664,0,32.4,65.8,1.8
W00007667,10.4,11.9,74.1,3.7
W00007669,1.9,6.5,85.2,6.5
W00007670,3.2,23.2,70.4,3.2
W00007710,0.9,29.4,63.3,6.4
W00007711,16.4,34.5,46.4,2.7
W00007712,5.9,52.9,39.2,2
W00007713,2.4,37.3,48.4,11.9
W00007714,3.5,23.9,54.9,17.7
W00007715,11.9,38.1,37.3,12.7
W00007716,0.8,42,50.4,6.9
W00007717,2.4,28.5,65.9,3.3
W00007718,5.7,36.9,54.1,3.3
W00007742,0.7,22.8,69.9,6.6
W00007743,2.2,36.7,54,7.2
W00007744,5.3,13.2,69.7,11.8
W00007745,11.5,45.3,33.8,9.4
W00007746,1.5,21.8,49.6,27.1
W00007747,0,22.5,55.8,21.7
