areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00036438,43.1,21.5,13.8,21.5
E00036439,50.5,29.9,11.9,7.7
E00036440,39.5,30.7,14.9,14.9
E00036441,27.8,40,11.3,20.9
E00036442,41.2,49.4,2.4,7.1
E00036443,16,36.8,10.4,36.8
E00036444,37.1,27.3,16.1,19.6
E00036446,42.6,32.9,17.4,7.1
E00036447,48.9,28.1,18.5,4.4
E00036448,39.9,29.4,15.3,15.3
E00036449,34.1,36.5,13.5,15.9
E00036451,40.4,31.6,14.7,13.2
E00036452,27.8,40,14.8,17.4
E00036453,32.1,37.5,8.9,21.4
E00036454,29.3,40.7,10,20
E00036455,25,33.7,21.7,19.6
E00036456,34.5,32.8,17.2,15.5
E00036457,27.8,40.7,14.8,16.7
E00036458,56.9,28.4,9.2,5.5
E00036459,55.3,30,7.6,7.1
E00036460,44.5,32.9,10.3,12.3
E00036461,16.3,40.4,12.5,30.8
E00036462,50.8,27.3,9.4,12.5
E00036463,49.7,28,11.9,10.5
E00036464,28.1,39.7,12.4,19.8
E00036465,52.1,25.7,9.7,12.5
E00036466,43.3,29.1,7.9,19.7
E00036467,41.2,38.6,9.8,10.5
E00036474,24.4,40.9,13.4,21.3
E00036475,27.7,33.1,17.6,21.6
E00036477,14.2,34.5,15.9,35.4
E00036479,22.8,44.1,13.2,19.9
E00036481,35.3,38.8,14.4,11.5
E00036482,24.1,34.3,17.6,24.1
E00036484,30,42.1,15,12.9
E00036486,37,31.9,12.6,18.5
E00036487,46.2,32.5,12.4,8.9
E00036488,46.9,26.5,10.6,15.9
E00036489,58.9,30.8,6.5,3.7
E00036490,41.4,30.1,14.3,14.3
E00036785,48,22.4,13.6,16
E00036786,25.2,25.9,25.2,23.8
E00036791,38.3,36.1,12.8,12.8
E00036796,18.2,35.5,19.8,26.4
E00036806,13.8,44.9,15.9,25.4
E00036826,39.1,26.1,20,14.8
E00036828,26.1,30.3,12.6,31.1
E00036886,33.8,32.4,11.5,22.3
E00036894,24.5,44.1,14.7,16.8
E00036899,26.7,46.7,15,11.7
E00036931,20,32,16,32
E00036932,51.7,33.6,9.4,5.4
E00036933,47.2,30.7,15.7,6.3
E00036934,43.9,32.6,13.6,9.8
E00036935,28.7,39.3,16.4,15.6
E00036936,33.6,33.6,12.1,20.7
E00036937,41.5,32.7,12.9,12.9
W00001134,52.9,21.3,12.5,13.2
W00001135,46,31.9,9.7,12.4
W00001136,29.3,21.6,25,24.1
W00001138,28,33.6,19.2,19.2
W00001141,30.4,33.3,21.5,14.8
W00001142,32.1,32.1,17,18.9
W00001143,20.3,43.2,15.3,21.2
W00001145,36.7,41.3,12.8,9.2
W00001146,52.9,23.9,10.3,12.9
W00001147,22.7,44.7,14.4,18.2
W00001148,26.1,45.4,14.3,14.3
W00001149,43.2,27.9,10.8,18
W00001150,20.2,32.1,15.6,32.1
W00001151,15,54,16.8,14.2
W00001152,28.8,35.6,21.2,14.4
W00001153,52.3,22.4,13.1,12.1
W00001154,17.6,38.4,23.2,20.8
W00001162,42.6,43.4,10.1,3.9
W00001164,34.7,45.8,11,8.5
W00001166,25.6,35,18.8,20.5
W00001167,37.1,34.7,15.3,12.9
W00001169,35.9,39.7,15.3,9.2
W00001170,32,35.2,19.7,13.1
W00001171,37,53.5,7.1,2.4
W00001173,19.7,36.5,17.7,26.1
W00001174,25.9,51.7,9.5,12.9
W00001175,47.5,28,10.2,14.4
W00001176,29.8,28.2,16.1,25.8
W00001177,21.7,36.5,15.7,26.1
W00001178,57.7,30.9,6.7,4.7
W00001179,51.7,31,7.8,9.5
W00001180,35.7,31.3,17.9,15.2
W00001181,24.2,40.8,17.5,17.5
W00001536,37.4,43.1,9.8,9.8
W00001537,21,49.4,12.3,17.3
W00001541,46.6,42.5,2.7,8.2
W00001592,31.8,39.1,10.9,18.2
W00001593,27.6,48.3,12.6,11.5
W00001594,32.4,53.2,9,5.4
W00001595,23.7,49.6,13.7,12.9
W00001596,31.3,42.7,12.2,13.7
W00001597,31.4,33.3,13.7,21.6
W00010012,29.1,44.5,17.3,9.1
W00010013,15.1,33,19.8,32.1
W00010015,14.6,35.4,19.8,30.2
W00010016,23.8,38.6,20.8,16.8
