areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00036438,40.6,2.6,56.8
E00036439,28.7,0.3,71.1
E00036440,58.6,1,40.4
E00036441,49.3,4.7,46
E00036442,55.6,3,41.4
E00036443,55.9,0.4,43.7
E00036444,63.9,1.9,34.2
E00036446,61.7,2.8,35.6
E00036447,60.6,2,37.4
E00036448,59.2,3.4,37.3
E00036449,54.3,3.1,42.6
E00036451,53.3,3.5,43.2
E00036452,43.3,2.6,54.1
E00036453,52.5,2.2,45.3
E00036454,39.7,1,59.4
E00036455,67.1,4,28.9
E00036456,59.2,5,35.8
E00036457,43.4,1.5,55.1
E00036458,46.3,1.3,52.5
E00036459,39.5,2.9,57.6
E00036460,58.9,2.7,38.4
E00036461,61,2.2,36.8
E00036462,43.3,2.4,54.3
E00036463,50.7,1.7,47.6
E00036464,50.2,3.5,46.3
E00036465,45.8,2.1,52.1
E00036466,49.8,4.7,45.5
E00036467,43.2,1,55.7
E00036474,47.9,3.1,49
E00036475,55.9,2.8,41.3
E00036477,54.8,3.2,42.1
E00036479,48,1,51
E00036481,63.3,3.1,33.6
E00036482,65.2,1,33.8
E00036484,54.1,2.7,43.1
E00036486,58.1,1.7,40.2
E00036487,58.7,2.5,38.8
E00036488,37.2,1.7,61
E00036489,48.1,3.2,48.7
E00036490,60.6,3.2,36.1
E00036785,48.6,2.7,48.6
E00036786,55.8,3.3,40.9
E00036791,44.2,2.6,53.2
E00036796,61.3,1.6,37.1
E00036806,55.7,3,41.3
E00036826,49.8,6,44.3
E00036828,57.5,3,39.5
E00036886,52,2.2,45.8
E00036894,48.4,3.2,48.4
E00036899,40.9,5.5,53.6
E00036931,57.7,3.4,38.9
E00036932,39.1,3.5,57.4
E00036933,48.5,3.5,48
E00036934,51.1,2.2,46.6
E00036935,58.9,3.7,37.4
E00036936,57.9,1.9,40.2
E00036937,52.5,2,45.5
W00001134,47.2,7.9,44.9
W00001135,43.9,2.7,53.5
W00001136,50.9,4.4,44.7
W00001138,46.1,4.4,49.6
W00001141,45.8,6.3,47.9
W00001142,54.1,5.3,40.7
W00001143,43.3,1.1,55.6
W00001145,49.2,2.1,48.7
W00001146,41.7,6,52.4
W00001147,49.1,1.9,49.1
W00001148,45.7,1.9,52.3
W00001149,47.4,5.7,46.9
W00001150,53.8,2,44.2
W00001151,45.3,0.4,54.2
W00001152,48.5,2.3,49.2
W00001153,49.4,3.8,46.9
W00001154,61.7,4.3,34
W00001162,39.4,2.3,58.2
W00001164,46.1,4.7,49.2
W00001166,55.1,4.9,40
W00001167,43.6,2.6,53.7
W00001169,40.9,1.7,57.3
W00001170,59.3,2.9,37.8
W00001171,31.8,1.9,66.4
W00001173,58.6,3,38.3
W00001174,46.1,1.7,52.2
W00001175,52.6,3.3,44.1
W00001176,53.6,3,43.4
W00001177,55.1,2.5,42.4
W00001178,37.1,3.8,59.2
W00001179,37.4,3.2,59.5
W00001180,52.4,3.8,43.8
W00001181,48.5,3.9,47.6
W00001536,38.5,2.8,58.7
W00001537,47.3,2.7,50
W00001541,25.2,3.5,71.3
W00001592,41.1,2.9,56
W00001593,50.6,0.6,48.9
W00001594,32.6,4.7,62.6
W00001595,49.4,4.9,45.6
W00001596,47.9,3.8,48.3
W00001597,50.7,4.4,44.8
W00010012,42.3,5.1,52.6
W00010013,59.8,3.7,36.5
W00010015,56.1,2,41.9
W00010016,57,3.5,39.5
