areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00036438,85.7,3.9,10.5
E00036439,83.4,2.5,14.1
E00036440,87.7,3.7,8.6
E00036441,92,2.3,5.7
E00036442,85.4,2.6,11.9
E00036443,95.2,2,2.8
E00036444,81.8,10.1,8.1
E00036446,82.9,2,15.1
E00036447,88.7,2.1,9.2
E00036448,81.9,4.3,13.8
E00036449,84.2,1.3,14.5
E00036451,78.2,1.4,20.4
E00036452,90.2,1.6,8.1
E00036453,90.4,6.1,3.4
E00036454,91.3,0.3,8.4
E00036455,87.1,1.8,11.2
E00036456,84.6,3.1,12.2
E00036457,92.1,1.7,6.2
E00036458,80.3,1.1,18.5
E00036459,81.6,2.6,15.9
E00036460,82.8,7.6,9.6
E00036461,95.4,2.1,2.5
E00036462,93.5,1.6,4.9
E00036463,87.2,1.5,11.3
E00036464,93.5,2.5,3.9
E00036465,85.7,5.4,8.9
E00036466,86.2,5.9,7.9
E00036467,90.7,3.6,5.7
E00036474,82.9,0.9,16.2
E00036475,94.4,1.4,4.2
E00036477,93.8,1.2,5
E00036479,92.1,0.9,7
E00036481,88.2,4.5,7.3
E00036482,92.1,1.5,6.4
E00036484,93.8,1.6,4.6
E00036486,90.4,1.4,8.2
E00036487,89.6,1.3,9.2
E00036488,83,1.5,15.5
E00036489,86.6,0.6,12.8
E00036490,85.6,3.4,11
E00036785,79.4,1.6,19.1
E00036786,79.2,1.4,19.4
E00036791,83.2,1.4,15.4
E00036796,94.2,2.3,3.5
E00036806,95,2,3.1
E00036826,82.5,4.5,13
E00036828,81.4,1,17.6
E00036886,91.4,4.4,4.1
E00036894,95.5,3,1.5
E00036899,96.1,1.9,1.9
E00036931,93.7,1.7,4.6
E00036932,83.5,3.1,13.3
E00036933,85.8,2.6,11.6
E00036934,90.6,3.9,5.5
E00036935,85.7,4,10.3
E00036936,87.8,5.3,6.9
E00036937,89.4,3,7.6
W00001134,69.9,3.3,26.8
W00001135,73.6,5,21.4
W00001136,68,3.1,28.9
W00001138,69.3,2.1,28.6
W00001141,74.9,0.3,24.8
W00001142,79.6,2.4,18
W00001143,79.6,2.4,18
W00001145,81.6,0.9,17.5
W00001146,70.2,1.6,28.2
W00001147,86.6,2.3,11.1
W00001148,83.2,1,15.8
W00001149,78.7,2,19.3
W00001150,89.7,0.7,9.7
W00001151,89.1,1.5,9.4
W00001152,78.4,1.9,19.7
W00001153,65.9,1.4,32.7
W00001154,77.8,0.6,21.5
W00001162,70.4,0.4,29.2
W00001164,76.7,2.6,20.7
W00001166,77.9,2.4,19.7
W00001167,67.7,2.4,29.9
W00001169,76.4,2.7,20.9
W00001170,77.4,2.6,20
W00001171,78.9,0.4,20.6
W00001173,80,1.7,18.4
W00001174,86.5,1.2,12.4
W00001175,79.5,1.6,18.9
W00001176,82.4,0.9,16.7
W00001177,83.8,1.3,14.9
W00001178,79.2,2,18.8
W00001179,72.5,2.4,25.1
W00001180,76.3,1.6,22
W00001181,79.3,2.5,18.1
W00001536,79.8,2.5,17.8
W00001537,72.7,1.1,26.1
W00001541,79.5,3.1,17.3
W00001592,71.1,0.8,28.1
W00001593,71.8,1.1,27.1
W00001594,78.5,0.5,21
W00001595,81.8,1.3,16.9
W00001596,80,0.4,19.6
W00001597,72.7,1.2,26.1
W00010012,72.7,3.7,23.7
W00010013,82.7,2.2,15
W00010015,86.8,0.4,12.9
W00010016,80.5,3.7,15.8
