geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00051385,17.7,64.5,17.7
E00051397,5.1,64,30.9
E00051399,13.7,67.4,18.9
E00051402,13.2,68.1,18.7
E00051462,18.8,66.7,14.6
E00051468,18.8,70.8,10.4
E00051475,19,72.4,8.6
E00051478,12.2,75.6,12.2
E00051481,7,79,14
E00051482,9.2,78.5,12.3
E00051483,8.4,83.1,8.4
E00051486,13.9,72.2,13.9
E00159026,10.8,77.5,11.7
E00159027,9.6,68.8,21.6
E00159028,11.5,76.9,11.5
E00159029,7.8,81,11.2
E00159031,16.3,71.4,12.2
E00159354,7.6,82.8,9.6
E00159355,12.1,76.6,11.2
E00159356,12.4,75.3,12.4
E00159357,7.7,82.1,10.3
E00159361,6.6,83.1,10.3
E00159363,10,82,8
E00159364,15.7,75.5,8.8
E00159365,14.7,69.7,15.6
E00159366,13.5,75.3,11.2
E00159367,13.6,77.8,8.6
E00159370,12.6,68.4,18.9
E00159371,13.3,77.3,9.4
E00159424,8.2,79.7,12
E00159425,11.3,79.8,8.9
E00159426,21.4,60,18.6
E00159428,15.9,61.4,22.7
E00159430,8.3,76.7,15
E00159431,13.9,79.5,6.6
E00159432,12,73,15
E00159434,21,58.1,21
E00159435,14.6,67.7,17.7
E00159498,12.5,78.1,9.4
E00159499,12.3,77.4,10.4
E00159500,13.3,70.6,16.1
E00159502,16.5,66.9,16.5
E00159503,12.9,72.9,14.3
E00159504,16,58.7,25.3
E00159505,9.9,68.5,21.6
E00159506,10.9,60.2,28.9
E00159507,16.8,64.8,18.4
E00159508,6.2,70.8,23.1
E00159509,14.6,79.2,6.3
E00159513,9,77.5,13.5
E00159514,12.5,80.8,6.7
E00159515,10.3,83.9,5.7
E00159516,18.2,68.2,13.6
E00159620,13.5,59.5,27
E00159628,10.1,73.1,16.8
E00159631,8.7,76,15.4
E00159635,8.7,76,15.4
E00159636,14,65.4,20.6
E00159638,11.7,75,13.3
E00159650,10.4,79.3,10.4
E00159652,19.2,65.8,15.1
E00159653,17.4,68.6,14
E00159654,16.1,62.9,21
E00159655,10.3,76.2,13.5
E00159656,3.1,81.6,15.3
E00159657,6.5,83.2,10.3
E00159659,9.1,76.8,14.1
E00159661,3.4,71.3,25.3
E00159663,7.4,73.6,19
E00159664,15.5,58.3,26.2
E00159666,13.4,62.5,24.1
E00159685,7.7,45.8,46.5
E00159690,8.7,81.7,9.6
E00159691,12.2,76.4,11.4
E00159692,11.6,77.4,11
E00159705,10.1,78.7,11.2
E00159707,12.3,54.4,33.3
E00159708,18.1,70.2,11.7
E00159709,4.6,60,35.4
E00159710,8.3,71.4,20.2
E00159711,16.9,62,21.1
E00159712,7.8,71.1,21.1
E00159715,14.4,70.2,15.4
E00159716,8.8,64.9,26.3
E00159717,8.8,77.5,13.8
E00159719,21.8,56.3,21.8
E00159720,17.3,61.7,21
E00159721,6.4,74.5,19.1
E00159722,13,65,22
E00159723,13.6,65.5,20.9
E00159724,14.3,55.8,29.9
E00159725,9.4,68.2,22.4
E00159726,10.6,63.8,25.5
E00159728,22,46.3,31.7
E00159731,17.8,55.6,26.7
E00159732,11.1,66.7,22.2
E00159733,23.2,41.1,35.8
E00159734,4.9,77,18
E00172315,28.2,53.8,17.9
E00172316,15,65,20
E00172317,20,60,20
E00172318,30.6,51,18.4
E00172322,35.4,56.3,8.3
E00172323,16.7,45.8,37.5
E00172326,47.1,26.5,26.5
E00172327,14.4,68,17.5
E00172328,20.5,67.9,11.5
E00172329,22.7,47.7,29.5
E00172330,10.9,69.6,19.6
E00172332,16.2,60.3,23.5
E00172333,18.5,63.1,18.5
E00172334,10,65,25
E00186845,15.3,70.1,14.6
E00186864,16.5,62,21.5
E00186946,12.8,63.8,23.4
E00186977,24,53.3,22.7
