geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00051385,94.9,0,5.1,0
E00051397,93.4,0.3,6,0.3
E00051399,93.9,0,6.1,0
E00051402,93.3,0,6.7,0
E00051462,93.5,0,6.5,0
E00051468,87.7,0,11.3,1
E00051475,90.6,0.4,9,0
E00051478,93.5,0,6.5,0
E00051481,89.3,0.9,9.5,0.3
E00051482,90.2,0,9.5,0.3
E00051483,95.6,0,3.4,0.9
E00051486,91.1,0.7,5.8,2.4
E00159026,92.5,1.2,6.3,0
E00159027,88.2,0,10.2,1.6
E00159028,87.1,1,11.9,0
E00159029,96.9,0.5,2.7,0
E00159031,91.8,0,8.2,0
E00159354,96.7,0,3.3,0
E00159355,84.7,0,13.6,1.7
E00159356,95.6,0.8,2.4,1.2
E00159357,92.2,0,7.8,0
E00159361,89,0,9.5,1.4
E00159363,91.8,0,6.3,2
E00159364,79,0.4,19.8,0.8
E00159365,88.4,0.3,9.6,1.7
E00159366,88.6,0.3,9.1,2
E00159367,86.1,0,11.2,2.7
E00159370,93.5,0.5,6,0
E00159371,86.1,1,9.7,3.2
E00159424,94,0.7,5,0.4
E00159425,96.1,0,3.9,0
E00159426,90.3,0.9,8.8,0
E00159428,95.4,0.7,3.9,0
E00159430,92.8,0,7.2,0
E00159431,94.2,0.3,5.4,0
E00159432,94.3,1.1,4.3,0.4
E00159434,88.7,0,9.5,1.8
E00159435,88.9,0,10.4,0.7
E00159498,90.9,0,8.2,0.8
E00159499,88.1,0,11,0.9
E00159500,94.1,1.6,3.8,0.5
E00159502,92.1,0.6,6.2,1.1
E00159503,89.3,1.9,8.9,0
E00159504,85.2,0,14.8,0
E00159505,91.5,0.5,7.7,0.3
E00159506,91,1.1,7.5,0.4
E00159507,80.4,0,19.4,0.2
E00159508,89.6,0,8.4,2
E00159509,92,0,7.6,0.4
E00159513,96.9,0.4,2.7,0
E00159514,93.8,0.3,5.3,0.6
E00159515,93.7,0,4.9,1.4
E00159516,89.8,0,10.2,0
E00159620,89.7,1.6,8.3,0.4
E00159628,90.3,0.3,9.1,0.3
E00159631,94.8,0,4.9,0.3
E00159635,88.8,1,10.2,0
E00159636,92.5,0.6,5.6,1.3
E00159638,90.9,0,8.5,0.6
E00159650,90.4,0,9.3,0.3
E00159652,92.1,0.4,7.5,0
E00159653,93.5,1.6,4.1,0.8
E00159654,88.7,0.4,9.6,1.3
E00159655,90.2,0.3,9.5,0
E00159656,92.9,0.8,6.3,0
E00159657,96.5,0,3.5,0
E00159659,96.8,0,3.2,0
E00159661,90.9,0.4,7.5,1.2
E00159663,90.5,0.7,8.4,0.4
E00159664,82.2,0.4,15.3,2.1
E00159666,93.8,0,6.2,0
E00159685,89,0.3,9.4,1.3
E00159690,86.3,0,11.3,2.4
E00159691,90.4,0,9.3,0.4
E00159692,94.1,0,4.8,1.1
E00159705,94.6,0.2,5.2,0
E00159707,92.4,0.5,6.4,0.7
E00159708,79.2,1.3,17.6,1.9
E00159709,78.6,1.3,19.2,1
E00159710,90.8,0.4,7.6,1.1
E00159711,81.4,0,17.7,0.9
E00159712,89.8,0,9.6,0.6
E00159715,87.5,1.2,11.2,0
E00159716,87.2,0.9,9.8,2.1
E00159717,89.8,0.4,8.9,0.8
E00159719,90.9,0.8,7.9,0.4
E00159720,86.7,0,13.3,0
E00159721,85.3,0.9,13.8,0
E00159722,87.6,4.7,6.9,0.7
E00159723,98.9,0,0.7,0.4
E00159724,94.4,0,5.3,0.3
E00159725,91.2,0.7,8.1,0
E00159726,92.4,0.3,7,0.3
E00159728,88.8,0,10.3,0.9
E00159731,93.9,0,6.1,0
E00159732,93,0.3,6.7,0
E00159733,87.7,0,12,0.3
E00159734,89,0.9,10,0
E00172315,90.3,0,9.7,0
E00172316,88.2,0.5,8.3,2.9
E00172317,87.4,0,12.6,0
E00172318,75,1.3,21.3,2.5
E00172322,89.1,0.8,10.2,0
E00172323,86.6,0.4,10.2,2.8
E00172326,69.3,1.3,27.1,2.2
E00172327,88.7,0.6,10.4,0.3
E00172328,93.4,0,6.6,0
E00172329,87.6,0,12.4,0
E00172330,84.7,0,15.3,0
E00172332,93,1.3,5.6,0
E00172333,94.1,0.3,5.6,0
E00172334,93.3,0,5.4,1.3
E00186845,94.4,0,5.6,0
E00186864,94.8,0,4.3,0.9
E00186946,90.2,0.8,9,0
E00186977,89.6,0.5,9.8,0.2
