geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00051385,56.2,34.6,8.6,0.5,0
E00051397,64.7,22.4,11.2,1.7,0
E00051399,62.6,31.7,5.7,0,0
E00051402,49.4,32.2,13.8,4.6,0
E00051462,54.9,33.3,9.8,2,0
E00051468,63.9,31.6,4.5,0,0
E00051475,38.5,39.2,20,2.3,0
E00051478,68.7,28.2,3.1,0,0
E00051481,57.1,36.1,6.8,0,0
E00051482,63.7,31.1,5.2,0,0
E00051483,53.1,39.9,6.3,0.7,0
E00051486,70.3,22.9,5.1,1.7,0
E00159026,66.4,28.2,3.6,1.8,0
E00159027,54.8,36.3,8.9,0,0
E00159028,65,29.2,4.2,1.7,0
E00159029,64,30.5,5.5,0,0
E00159031,72,20,8,0,0
E00159354,72.3,27,0.6,0,0
E00159355,69.3,27.7,2.9,0,0
E00159356,64.2,34.9,0,0.9,0
E00159357,61.9,31.4,6.7,0,0
E00159361,66.4,29.5,4.1,0,0
E00159363,65.6,28,4,2.4,0
E00159364,76.1,17.7,5.3,1,0
E00159365,66.9,24,9.1,0,0
E00159366,57.3,32.5,10.3,0,0
E00159367,62.9,33.1,2.4,1.6,0
E00159370,53.8,32.7,13.5,0,0
E00159371,63.2,31.3,5.5,0,0
E00159424,43.3,40.3,12.7,3.7,0
E00159425,58.8,31.6,8.8,0.7,0
E00159426,70.9,25.2,3.9,0,0
E00159428,73,22.2,1.6,3.2,0
E00159430,59.7,32.4,6.5,1.4,0
E00159431,53.7,39.6,6.7,0,0
E00159432,57.3,31.6,6.8,4.3,0
E00159434,69.6,27,3.5,0,0
E00159435,62,29,7.2,1.8,0
E00159498,59.2,29.1,9.7,1.9,0
E00159499,70.1,27,2.9,0,0
E00159500,66,27.3,6,0,0.7
E00159502,62.4,29.1,8.5,0,0
E00159503,60.4,34.2,5.4,0,0
E00159504,62.2,30.3,7.6,0,0
E00159505,67.7,25.2,7.1,0,0
E00159506,50.8,33.3,14.4,1.5,0
E00159507,62.6,27.4,9.5,0.6,0
E00159508,58.4,30.7,8.9,2,0
E00159509,67.5,23.6,7.3,1.6,0
E00159513,65.8,31.5,1.8,0.9,0
E00159514,60.5,33.3,6.2,0,0
E00159515,61.5,35.9,2.6,0,0
E00159516,55.2,31,12.1,1.7,0
E00159620,48.6,31.4,19,1,0
E00159628,59.4,33.3,7.2,0,0
E00159631,61.5,32.5,6,0,0
E00159635,59.3,27.1,11.9,1.7,0
E00159636,48.4,33.9,16.9,0.8,0
E00159638,63,31.9,4.4,0.7,0
E00159650,57.5,32.8,9.7,0,0
E00159652,62.2,29.4,8.4,0,0
E00159653,48,32.3,15.7,3.9,0
E00159654,61.3,32.4,5.4,0.9,0
E00159655,50.6,37.5,10.8,1.1,0
E00159656,65.7,29.5,4.8,0,0
E00159657,50.5,38.3,11.2,0,0
E00159659,57,34.7,8.3,0,0
E00159661,38.1,44.9,13.6,2.5,0.8
E00159663,47,34.8,12.9,5.3,0
E00159664,42.7,35.7,12.6,9.1,0
E00159666,50.2,33.3,14.9,1.5,0
E00159685,49,29.4,18.2,3.5,0
E00159690,63.7,30.4,5.9,0,0
E00159691,59.1,33.9,6.3,0.8,0
E00159692,58.4,34.3,6.6,0.6,0
E00159705,61.9,29.5,7.1,1,0.5
E00159707,45,30,19.3,5.7,0
E00159708,64.6,24.9,8.1,2.4,0
E00159709,43.3,42,12.7,1.9,0
E00159710,56.6,23.8,17.5,2.1,0
E00159711,40.3,38.8,15.7,5.2,0
E00159712,35,34,17.5,11.7,1.9
E00159715,56.6,33.3,6.9,3.2,0
E00159716,46.7,27.4,18.8,5.6,1.5
E00159717,44,34.8,15.6,5,0.7
E00159719,33.6,38.5,22.1,5.7,0
E00159720,60.3,27.2,7.9,4.6,0
E00159721,60.5,31.6,5.8,2.1,0
E00159722,67.6,20.7,11.7,0,0
E00159723,42.2,28.4,22,7.3,0
E00159724,56.3,28.6,12.6,2.5,0
E00159725,47.2,25.5,24.5,2.8,0
E00159726,41.6,41.6,14.2,2.7,0
E00159728,42.1,34.6,16.5,5.3,1.5
E00159731,34.5,41.2,15.1,9.2,0
E00159732,41.7,30.8,22.5,5,0
E00159733,42.2,32.8,20.3,4.7,0
E00159734,62,25.9,12,0,0
E00172315,69.5,27.6,1.9,1,0
E00172316,61.3,32.3,6.5,0,0
E00172317,78.3,16.3,4.3,1.1,0
E00172318,70.5,23.5,4.5,1.5,0
E00172322,66.4,29.2,4.4,0,0
E00172323,71.2,20.7,8.1,0,0
E00172326,70.4,28.2,1.4,0,0
E00172327,69.1,21.2,7.9,1.8,0
E00172328,72.4,25,1.7,0.9,0
E00172329,69.4,25.9,4.6,0,0
E00172330,71.1,22.8,5.3,0.9,0
E00172332,64,31.5,4.5,0,0
E00172333,74.1,21.4,4.5,0,0
E00172334,82.4,15.7,1.9,0,0
E00186845,50.5,31.5,12,4.3,1.6
E00186864,48.8,25.2,21.3,4.7,0
E00186946,62.2,28.9,8.9,0,0
E00186977,79.3,17.2,2.5,1,0
