geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00014858,91.5,0,7.8,0.7
E00154778,91,0.3,6.9,1.8
E00154974,87.5,0,10.9,1.6
E00154976,89,0,11,0
E00154979,93.5,0,4.9,1.6
E00154981,90,0.3,9.2,0.5
E00154982,94.2,1,3.8,1
E00154983,89.6,0.3,10.1,0
E00155074,93.2,0.3,5.8,0.6
E00155075,94.1,0.9,4.4,0.6
E00155076,92.4,0,7,0.6
E00155077,91.7,0,8.3,0
E00155078,94.4,0.3,5.1,0.3
E00155079,93.7,1.1,5.1,0
E00155080,88.5,1,8.2,2.3
E00155081,86.2,0,13.5,0.4
E00155082,93.4,0.3,6.3,0
E00155083,93.8,0.3,5.9,0
E00155084,95.3,0.3,3.1,1.3
E00155085,92.7,0,7.3,0
E00155086,90.9,0.6,6.7,1.8
E00155087,92.6,0.6,6,0.9
E00155088,95.6,0,4.1,0.4
E00155090,93.5,0,6.1,0.3
E00155091,90.9,0.6,6.9,1.6
E00155092,88.1,0.6,9.2,2.1
E00155109,81.1,2,12.9,4
E00155110,59.3,1.6,26.3,12.8
E00155112,83.8,1.4,12.4,2.3
E00155116,82,1.3,13.8,2.9
E00155117,89.8,1,7.8,1.4
E00155118,74.2,5.8,18.9,1.2
E00155122,87.9,1.7,10.1,0.3
E00155126,88.6,0.2,10.6,0.6
E00155127,93.8,0,6.2,0
E00155145,96.4,1.2,1.8,0.6
E00155146,85.1,0,12.3,2.6
E00155147,88.3,0.4,10.7,0.7
E00155148,90.6,0.5,8.4,0.5
E00155149,92.6,0,7.4,0
E00155150,87.2,0.5,11.9,0.5
E00155151,96.2,0.6,2.8,0.3
E00155152,94.5,0.3,4.7,0.6
E00155153,91,0.3,7.6,1.1
E00155154,94.3,0,4.2,1.5
E00155156,88.8,0,10.7,0.5
E00155157,91.6,0.3,7.8,0.3
E00155158,86.6,0.9,11.8,0.6
E00155159,87.8,0.6,10.3,1.3
E00155160,92.6,0.3,7,0
