areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00159997,85.6,0.5,14
E00159998,97.4,0,2.6
E00159999,91.8,1.8,6.5
E00160003,75.7,3.4,20.9
E00160006,98.5,0,1.5
E00160008,95.1,0.7,4.1
E00160009,97.3,0,2.7
E00160010,96.7,0.7,2.7
E00160011,95.6,0.4,4
E00160012,95.7,0,4.3
E00160013,95.5,0,4.5
E00160032,95,1.8,3.2
E00160033,95.1,2.1,2.8
E00160034,98.5,0.4,1.1
E00160035,97.4,1.5,1.1
E00160037,97.2,0.8,2
E00160038,96.5,0.7,2.8
E00160040,96.6,1,2.4
E00160041,96.5,2,1.6
E00160042,95.3,0.6,4
E00160043,95.1,0.4,4.5
E00160044,95.9,0.7,3.4
E00160045,96.7,1.1,2.2
E00160046,96.8,2.5,0.7
E00160047,98.1,0.4,1.5
E00160048,97.5,0,2.5
E00160049,94.9,1.9,3.1
E00160050,96.4,0,3.6
E00160051,94.8,1.7,3.5
E00160052,99.5,0,0.5
E00160053,97.1,1,1.9
E00160054,99,0.5,0.5
E00160055,91.2,2.5,6.4
E00160056,96.5,1.9,1.6
E00160057,94.6,2.1,3.3
E00160058,90.9,3.8,5.3
E00160059,94.4,1.9,3.7
E00160060,95.3,1.3,3.4
E00160061,95.7,0.5,3.8
E00160062,96.6,0.9,2.6
E00160063,90.2,2.1,7.8
E00160064,93.1,1.8,5.1
E00160065,92.3,3.3,4.4
E00160066,95.4,0.6,4
E00160067,94.5,1,4.5
E00160068,96.4,0.5,3.1
E00160069,95.3,1.2,3.5
E00160070,93.7,1.4,4.9
E00160071,91.5,2.1,6.4
E00160072,94.2,2.9,2.9
E00160073,92.7,1,6.3
E00160074,96.6,0,3.4
E00160075,90.6,0,9.4
E00160076,96,1.2,2.8
E00160077,96,2,2
E00160078,95,2.7,2.3
E00160079,96.5,0.6,2.9
E00160080,90.8,2.3,6.9
E00160081,97.8,0.2,2
E00160083,98,0.2,1.8
E00160084,94.7,1,4.3
E00160086,92.1,1.9,6
E00160087,95.3,0,4.7
E00160088,94.6,1,4.4
E00160089,93.4,1.9,4.7
E00160090,96.9,0.7,2.4
E00160091,95,0,5
E00160092,96.1,0.3,3.5
E00160093,94.1,1.4,4.5
E00160094,95.4,2,2.6
E00160095,96.5,0.7,2.7
E00160096,93.9,2.4,3.8
E00160097,96.1,1.4,2.5
E00160098,90.2,0.3,9.5
E00160099,87.3,5.1,7.6
E00160100,99.2,0,0.8
E00160101,95.3,0,4.7
E00160102,96.2,1.9,1.9
E00160103,94.3,0.3,5.4
E00160104,91,1.5,7.5
E00160105,99,0,1
E00160106,84.5,2.9,12.6
E00160107,95.5,1.8,2.7
E00160108,90.8,1.3,7.9
E00160109,99.2,0.4,0.4
E00160110,96.6,0.4,3
E00160111,98.5,0,1.5
E00160112,95.8,1,3.1
E00160113,93.2,0.4,6.4
E00160114,95,1.7,3.3
E00160115,83.9,2.9,13.2
E00160116,95.5,1.5,3
E00160117,86.3,2.3,11.3
E00160118,91,0.9,8
E00160119,95.2,0.4,4.4
E00160120,93.9,0.8,5.3
E00160121,94.9,0.9,4.2
E00160122,79.8,2.6,17.6
E00160123,85.7,1.6,12.7
E00160124,97.7,0,2.3
E00160125,91.3,0.6,8.1
E00160127,88.4,1.9,9.7
E00160128,91.6,2.5,5.9
E00160129,92.6,0.9,6.5
E00160130,97.6,0.7,1.7
E00160131,88.2,1.6,10.2
E00160132,90.6,0.6,8.8
E00160133,83.2,2.4,14.5
E00160134,90.7,0,9.3
E00160135,84.3,2.3,13.3
E00160136,86.9,1.1,12
E00160137,92.6,1.7,5.7
E00160138,94.5,1.1,4.4
E00160139,95.4,0.7,3.9
E00160140,97.4,0.9,1.7
E00160141,85,0,15
E00160142,86,1.4,12.7
E00160143,91.5,2.1,6.4
E00160144,97.1,1.1,1.8
E00160145,92.4,3.8,3.8
E00160146,97.1,0.4,2.5
E00160147,93.9,1.3,4.7
E00160148,93.5,1.8,4.7
E00160149,96,0.9,3.1
E00160150,96.6,0.7,2.6
E00160152,94.9,2.3,2.7
E00160153,96.4,0,3.6
E00160154,94.3,2.2,3.5
E00160155,95.8,1.1,3.1
E00160156,98.6,0.4,1.1
E00160157,96,1.8,2.1
E00160158,95.1,0.7,4.2
E00160159,96.9,0.3,2.8
E00160160,93.8,0.8,5.4
E00160161,96.2,2.3,1.4
E00160162,96.8,1.2,2
E00160163,97.6,1.6,0.8
E00160164,96.6,0,3.4
E00160165,98.1,0.4,1.5
E00160166,94.7,0.3,5
E00160167,93.4,0.3,6.3
E00160168,94.3,2.2,3.5
E00160169,97.2,1.4,1.4
E00160170,95.9,0.3,3.8
E00160171,97.4,0.6,1.9
E00160172,97,0.3,2.7
E00160173,99.5,0,0.5
E00160174,97.1,0.3,2.6
E00160175,96.6,1.4,2
E00160176,98.9,0.4,0.7
E00160177,95.7,1.1,3.2
E00160178,98.7,0.4,0.9
E00160179,98.2,0.6,1.2
E00160180,95.8,2.1,2.1
E00160181,99,0,1
E00160182,96.9,0,3.1
E00160183,94.9,2.4,2.7
E00160184,94,1.3,4.7
E00160185,95.7,0.9,3.4
E00160186,95,1.3,3.8
E00160187,94.6,0.6,4.8
E00160188,96.6,1.2,2.2
E00160189,96.6,0.7,2.7
E00160191,92.9,0.4,6.8
E00160192,96.6,1.5,1.9
E00160193,98.3,0,1.7
E00160194,97.2,0,2.8
E00160195,99.4,0,0.6
E00160196,98.7,0,1.3
E00160197,94.8,0.4,4.8
E00160198,98.8,0,1.2
E00160199,99.6,0.4,0
E00160200,98.1,0,1.9
E00160201,97,0.7,2.3
E00160202,97.2,0.9,1.9
E00160203,93.7,4.8,1.6
E00160204,96.2,0.7,3.1
E00160205,93.7,1.4,4.9
E00160206,93.7,2.2,4.1
E00160207,94.4,0.7,4.9
E00160208,91.7,1,7.3
E00160209,99.6,0,0.4
E00160210,97.1,1.3,1.6
E00160211,92.4,0,7.6
E00160212,96,1.2,2.8
E00160213,92.7,1.6,5.6
E00160215,93.4,0.9,5.7
E00160218,99.2,0,0.8
E00160219,96.9,0.7,2.4
E00160220,94.8,0.3,4.9
E00160221,97.3,1.6,1.2
E00160222,97.1,1.5,1.5
E00160223,96.4,1.2,2.4
E00160224,96.8,0.6,2.6
E00160225,95.3,1.2,3.5
E00160226,95.3,0.7,4
E00160227,97.7,1.2,1.2
E00160228,96.8,0,3.2
E00160229,97.8,0.4,1.8
E00160230,91.7,2.2,6.2
E00160231,98.4,0,1.6
E00160232,92.9,1.6,5.6
