areacd,heating_type_3a-001,heating_type_3a-002
E00159997,0.9,99.1
E00159998,0,100
E00159999,0,100
E00160003,1.3,98.7
E00160006,0,100
E00160008,0.7,99.3
E00160009,0.7,99.3
E00160010,0,100
E00160011,0,100
E00160012,1.6,98.4
E00160013,1.7,98.3
E00160032,0,100
E00160033,0.8,99.2
E00160034,0,100
E00160035,0,100
E00160037,1.9,98.1
E00160038,0,100
E00160040,0,100
E00160041,0,100
E00160042,0.4,99.6
E00160043,0,100
E00160044,2.9,97.1
E00160045,6.1,93.9
E00160046,0,100
E00160047,0.9,99.1
E00160048,3.4,96.6
E00160049,1.7,98.3
E00160050,0.9,99.1
E00160051,2.5,97.5
E00160052,1,99
E00160053,0,100
E00160054,0,100
E00160055,0,100
E00160056,1.4,98.6
E00160057,0.7,99.3
E00160058,0.8,99.2
E00160059,2,98
E00160060,0.7,99.3
E00160061,0,100
E00160062,0.8,99.2
E00160063,2.8,97.2
E00160064,1.8,98.2
E00160065,0,100
E00160066,0,100
E00160067,0,100
E00160068,1.1,98.9
E00160069,3.3,96.7
E00160070,3.2,96.8
E00160071,0.6,99.4
E00160072,0,100
E00160073,0,100
E00160074,0,100
E00160075,2.8,97.2
E00160076,1.8,98.2
E00160077,1.3,98.7
E00160078,3.3,96.7
E00160079,0.8,99.2
E00160080,2,98
E00160081,0.5,99.5
E00160083,0.5,99.5
E00160084,0,100
E00160086,0,100
E00160087,0,100
E00160088,2.1,97.9
E00160089,1.8,98.2
E00160090,0,100
E00160091,0.8,99.2
E00160092,0.8,99.2
E00160093,4.3,95.7
E00160094,0.6,99.4
E00160095,3.8,96.3
E00160096,0.8,99.2
E00160097,0,100
E00160098,0,100
E00160099,6.8,93.2
E00160100,0.8,99.2
E00160101,0,100
E00160102,0,100
E00160103,2.3,97.7
E00160104,4.5,95.5
E00160105,0,100
E00160106,6.5,93.5
E00160107,1.6,98.4
E00160108,9.7,90.3
E00160109,0,100
E00160110,0.8,99.2
E00160111,0.8,99.2
E00160112,1.8,98.2
E00160113,0.8,99.2
E00160114,0,100
E00160115,2.5,97.5
E00160116,0.8,99.2
E00160117,2.9,97.1
E00160118,0.9,99.1
E00160119,0.8,99.2
E00160120,2.3,97.7
E00160121,1.6,98.4
E00160122,0,100
E00160123,1.6,98.4
E00160124,2.5,97.5
E00160125,1.7,98.3
E00160127,0,100
E00160128,0,100
E00160129,1.9,98.1
E00160130,1.6,98.4
E00160131,1.6,98.4
E00160132,2.3,97.7
E00160133,2.5,97.5
E00160134,3,97
E00160135,1.6,98.4
E00160136,0.8,99.2
E00160137,0,100
E00160138,1.4,98.6
E00160139,3.6,96.4
E00160140,1.6,98.4
E00160141,4,96
E00160142,2.6,97.4
E00160143,0,100
E00160144,4,96
E00160145,6.6,93.4
E00160146,0,100
E00160147,3.4,96.6
E00160148,0.6,99.4
E00160149,1.1,98.9
E00160150,1,99
E00160152,2.6,97.4
E00160153,0.8,99.2
E00160154,3.1,96.9
