areacd,disability_3a-001,disability_3a-002
E00085001,19.2,80.8
E00085002,14.1,85.9
E00085003,17.2,82.8
E00085005,17.3,82.7
E00085006,17.6,82.4
E00085007,18.1,81.9
E00085008,12.2,87.8
E00085009,13.8,86.2
E00085010,17.2,82.8
E00085011,18.9,81.1
E00085012,21.5,78.5
E00085013,13.2,86.8
E00085014,14.2,85.8
E00085015,12.5,87.5
E00085016,8,92
E00085017,15.7,84.3
E00085018,8.6,91.4
E00085019,15.5,84.5
E00085020,16.8,83.2
E00085021,11.7,88.3
E00085022,19.8,80.2
E00085023,14.7,85.3
E00085024,10.7,89.3
E00085025,13,87
E00085026,14,86
E00085027,17.3,82.7
E00085028,13.7,86.3
E00085029,15.8,84.2
E00085030,15.6,84.4
E00085031,17.3,82.7
E00085032,16.2,83.8
E00085033,16.8,83.2
E00085034,14.1,85.9
E00085035,17.5,82.5
E00085036,14.4,85.6
E00085037,17.4,82.6
E00085038,21.5,78.5
E00085039,17.7,82.3
E00085040,31.1,68.9
E00085041,19.6,80.4
E00085042,34,66
E00085043,20,80
E00085044,16.2,83.8
E00085046,19.6,80.4
E00085047,12,88
E00085048,22.6,77.4
E00085049,17.7,82.3
E00085050,16,84
E00085051,20,80
E00085053,20.7,79.3
E00085056,15.8,84.2
E00085057,9.9,90.1
E00085060,12.2,87.8
E00085064,16.7,83.3
E00085065,22.5,77.5
E00085066,17.7,82.3
E00085069,19.9,80.1
E00085071,19.3,80.7
E00085073,17.1,82.9
E00085074,23.5,76.5
E00085075,21.6,78.4
E00085077,12.9,87.1
E00085078,18.1,81.9
E00085079,20.2,79.8
E00085080,18.8,81.3
E00085081,39.1,60.9
E00085082,10.8,89.2
E00085083,14.9,85.1
E00085084,19.9,80.1
E00085085,14.6,85.4
E00085086,15.1,84.9
E00085087,17.2,82.8
E00085088,15.3,84.7
E00085089,24.6,75.4
E00085090,18,82
E00085091,29.3,70.7
E00085092,23.7,76.3
E00085093,35,65
E00085094,36.6,63.4
E00085095,25.5,74.5
E00085096,26.2,73.8
E00085097,29.6,70.4
