areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00085001,8.8,58.8,32.4
E00085002,19.2,44.2,36.6
E00085003,11,51.4,37.6
E00085005,9,40.6,50.4
E00085006,15.2,43.5,41.3
E00085007,7.9,49.3,42.8
E00085008,14.9,39.9,45.3
E00085009,8.8,56,35.2
E00085010,7.5,44.1,48.4
E00085011,10.4,51.1,38.5
E00085012,11.3,40.9,47.8
E00085013,11.7,40.8,47.5
E00085014,15.2,50.6,34.2
E00085015,10.1,51.4,38.5
E00085016,9.9,45.5,44.6
E00085017,11.1,48.1,40.7
E00085018,11.6,38.8,49.6
E00085019,4.4,49.1,46.5
E00085020,18.3,43.9,37.8
E00085021,15.6,43,41.5
E00085022,16.4,34.4,49.2
E00085023,9,41,50
E00085024,17.3,44.2,38.5
E00085025,10.1,48.2,41.7
E00085026,8.2,46.3,45.5
E00085027,11,48.8,40.2
E00085028,8,44.3,47.7
E00085029,15.8,42.1,42.1
E00085030,12.5,44.6,42.9
E00085031,11,48.3,40.7
E00085032,14.3,38.3,47.4
E00085033,9.1,54.5,36.4
E00085034,9.1,45.5,45.5
E00085035,11.8,44.1,44.1
E00085036,5.3,55.6,39.1
E00085037,7.9,52.6,39.5
E00085038,7.9,57.9,34.1
E00085039,4.2,50,45.8
E00085040,5,63.9,31.1
E00085041,8.5,53.8,37.7
E00085042,1.9,65.1,33
E00085043,13.6,36,50.4
E00085044,8.1,44.1,47.7
E00085046,8,62.8,29.2
E00085047,15.1,44.3,40.6
E00085048,7.3,52.3,40.4
E00085049,11.6,48.3,40.1
E00085050,12.6,41.7,45.7
E00085051,9.4,47.9,42.7
E00085053,4.1,57,38.8
E00085056,7.7,46.9,45.4
E00085057,8.8,50.4,40.7
E00085060,2.5,56.7,40.8
E00085064,6.5,50.4,43.1
E00085065,4.9,56.9,38.2
E00085066,2.8,51.9,45.4
E00085069,12.6,40.4,47
E00085071,4.2,48.7,47.1
E00085073,5.6,57,37.4
E00085074,10,52.5,37.5
E00085075,15,49.6,35.3
E00085077,17.4,37.3,45.3
E00085078,5.6,54.9,39.6
E00085079,7.6,47,45.5
E00085080,14.6,43.9,41.5
E00085081,1.8,79.4,18.8
E00085082,8.5,46.6,44.9
E00085083,7.6,42.1,50.3
E00085084,11.9,35.1,53
E00085085,12.9,50.3,36.8
E00085086,18.2,49.6,32.1
E00085087,13.1,43.4,43.4
E00085088,6.9,49.1,44
E00085089,13.2,14,72.7
E00085090,22.4,35.3,42.2
E00085091,9.5,24.1,66.4
E00085092,17,9.5,73.5
E00085093,15.1,27.8,57.1
E00085094,9,63.1,27.9
E00085095,14.7,24.1,61.2
E00085096,10.8,24.3,64.9
E00085097,8.2,36.9,54.9
E00085098,7.9,41.7,50.4
E00085099,8.7,68.8,22.5
E00085100,10.2,44.9,44.9
E00085101,1.7,65.5,32.8
E00085102,24,36,40
E00085103,15.9,39.5,44.6
E00085104,13.1,39.2,47.7
E00085105,16.4,23.8,59.8
E00085106,23.7,40.5,35.9
E00085107,10.6,39.8,49.6
E00085108,11.3,42.6,46.1
E00085109,14.2,47.2,38.6
E00085110,7,58.1,34.9
E00085111,12.9,48.5,38.6
E00085112,7.5,55.8,36.7
E00085113,10.3,53.8,35.9
E00085114,14.3,40.7,45.1
E00085115,4.5,26.8,68.8
E00085116,5.3,38.3,56.4
E00085117,9.8,21.1,69.2
E00085118,6.1,23.2,70.7
E00085119,8.6,38.3,53.1
E00085120,13.3,26.5,60.2
E00085121,14.8,35.2,50
E00085122,9.4,16,74.5
E00085123,12.3,23.6,64.2
E00085124,10,44.2,45.8
E00085125,11.9,48.3,39.7
E00085126,12.9,24.2,62.9
E00085127,7.5,60.7,31.8
E00085128,2.8,57.9,39.3
E00085129,15.5,33,51.5
E00085130,6.7,47.9,45.4
E00085131,12.7,36.5,50.8
E00085132,7.3,43,49.7
E00085133,8.3,41,50.7
E00085134,2.5,55.4,42.1
E00085135,10.5,41.4,48.1
E00085136,8.3,36.8,54.9
E00085137,10.5,39.5,50
E00085138,8.2,34.9,56.8
E00085139,3.4,28.2,68.4
E00085140,8.8,63.2,28
E00085141,7.3,23.3,69.3
E00085142,5.9,59.7,34.5
E00085143,16.6,35.4,48
E00085144,11.2,52.3,36.4
E00085146,8.6,49.1,42.3
E00085147,9.1,46.4,44.5
E00085148,9,44,47
E00085149,3,45.5,51.5
E00085150,5.4,41.6,53
E00085151,8,36.2,55.7
E00085152,6.8,54.7,38.5
E00085153,9.2,18.5,72.3
E00085154,10.5,45.9,43.6
E00085155,14.1,51.1,34.8
E00085156,15.7,32.5,51.8
E00085158,10.5,22.1,67.4
E00085159,10,37.8,52.2
E00085160,17.8,36.3,45.9
E00085161,10.2,23.9,65.9
E00085162,7.4,24.5,68.1
E00085163,13.5,43.2,43.2
E00085164,12.9,21.5,65.6
E00085165,12.7,39.8,47.5
E00085166,13.8,19.3,67
E00085167,10,35.8,54.2
E00085168,9.2,31.9,58.8
E00085169,10.2,29.5,60.2
E00085170,18.5,30.6,50.9
E00085171,2.4,78,19.5
E00085172,9.3,42.1,48.6
E00085173,10.2,26.3,63.6
E00085174,17.2,36.8,46
E00085175,17.3,33.8,48.9
E00085176,7.6,31.3,61.1
E00085177,6.2,47.8,46
E00085178,7.7,43.2,49.1
E00085179,6.9,50,43.1
E00085180,10.3,42.9,46.8
E00085181,13.3,28.9,57.8
E00085182,11.7,37.8,50.5
E00085183,6.5,60.1,33.3
E00085184,9,33,58
E00085185,7.9,49.1,43
E00085186,9.1,44.6,46.3
E00085187,5.9,54.5,39.6
E00085188,4.8,48.4,46.8
E00085189,9.7,40.7,49.7
E00085190,9.7,36.3,54
E00085191,7.3,49.2,43.5
E00085192,11.3,45.2,43.4
E00085193,17.9,43.5,38.7
E00085194,3.5,34.7,61.8
E00085242,25.4,25.4,49.2
E00085243,11.4,25.5,63.1
E00085244,24.7,35.2,40.1
E00085245,22.1,44.2,33.6
E00085246,13.4,61.6,25
E00085247,19.8,43.7,36.5
E00085248,26.7,32.7,40.7
E00085249,22.7,19.7,57.6
E00085250,13.3,45.2,41.5
E00085251,23.7,34.2,42.1
E00085252,14.6,30.9,54.5
E00085253,16.9,28.2,54.9
E00085254,6.7,22.5,70.8
E00085255,16.7,33.3,50
E00085256,12.8,19.2,68
E00085257,14.8,23,62.2
E00085258,19.5,22.8,57.7
E00085259,23,23.6,53.4
E00085260,16.4,25.5,58.2
E00085261,11.3,28.4,60.3
E00085262,14.1,29.6,56.3
E00085263,11,46.6,42.3
E00085264,11.2,25.2,63.6
E00085265,10.9,33.6,55.5
E00085266,38.7,26.8,34.5
E00085267,43.7,31,25.4
E00085268,18.7,44.8,36.6
E00085269,29.5,23.3,47.3
E00085270,23.9,39.6,36.6
E00085271,19.6,40.2,40.2
E00085272,18.4,25.7,55.9
E00085273,23.1,38.5,38.5
E00085274,27.9,35.3,36.8
E00085275,37.4,28.2,34.4
E00085276,28.1,23,48.9
E00085277,26.1,19.7,54.2
E00085278,17.5,27.5,55
E00085279,15.4,43.1,41.5
E00085280,14.7,14.7,70.7
E00085281,15.6,14.7,69.7
E00085282,18.6,28,53.4
E00085283,12.9,41.7,45.5
E00085284,16.4,20.7,62.9
E00085285,22.9,27.1,50
E00085286,6.7,25.3,68
E00085287,14.9,28.9,56.2
E00085288,17.5,33.3,49.2
E00085289,29.2,15.6,55.2
E00085290,35.9,17.4,46.7
E00085291,18.8,22.3,58.9
E00085292,14.3,29.4,56.3
E00085293,10,23.3,66.7
E00085294,7.9,43.7,48.4
E00085299,17.4,14.9,67.8
E00085300,15,16.3,68.7
E00085301,14.7,17.8,67.4
E00085302,12.3,17.1,70.5
E00085304,16.5,15.7,67.8
E00085305,10.5,20.3,69.2
E00085306,13.9,18.3,67.8
E00085307,8.1,27.9,64
E00085308,17.1,21.4,61.5
E00085309,18.5,22.8,58.6
E00085310,9.5,15.3,75.2
E00085311,26,19.7,54.3
E00085312,16.5,37,46.5
E00085313,21.9,29.8,48.2
E00085314,19.2,19.9,61
E00085315,13.9,29.6,56.5
E00085316,15.4,38.2,46.3
E00085317,8,24.8,67.3
E00085318,4.1,43.4,52.5
