geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00020597,79.7,20.3
E00020624,74.1,25.9
E00020626,76.6,23.4
E00020627,78.1,21.9
E00020628,69,31
E00020629,86.1,13.9
E00020665,79.8,20.2
E00020698,75,25
E00020702,69.5,30.5
E00020703,69.6,30.4
E00020704,69.4,30.6
E00020705,74.2,25.8
E00020706,79.4,20.6
E00020707,73.8,26.2
E00154956,83.9,16.1
E00154957,79.1,20.9
E00154958,81.5,18.5
E00154959,74.7,25.3
E00154960,78.2,21.8
E00154961,76.8,23.2
E00154962,88.3,11.7
E00154963,77.1,22.9
E00154964,86.1,13.9
E00154965,83.9,16.1
E00154966,77.8,22.2
E00154967,78.1,21.9
E00154968,80.2,19.8
E00154969,81,19
E00154970,85.4,14.6
E00154971,86.5,13.5
E00154972,85,15
E00155007,74,26
E00155008,76.3,23.7
E00155017,88.2,11.8
E00155021,86.9,13.1
E00155022,84.9,15.1
E00155023,65.9,34.1
E00155052,77.4,22.6
E00155053,84.6,15.4
E00155054,81.3,18.7
E00155055,83,17
E00155107,81.9,18.1
E00155108,73.5,26.5
E00155111,69.5,30.5
E00155113,66.8,33.2
E00155114,67.1,32.9
E00155115,75,25
E00155119,61.2,38.8
E00155120,70.3,29.7
E00155125,84.9,15.1
E00155155,88.4,11.6
E00155864,87.9,12.1
E00155865,92.3,7.7
E00155866,90.2,9.8
E00155867,90.8,9.2
E00155868,93.1,6.9
E00155869,85.9,14.1
E00155870,87.9,12.1
E00155871,90.4,9.6
E00155872,86.7,13.3
E00155873,87.5,12.5
E00155875,89.3,10.7
E00155876,87.2,12.8
E00155877,91.6,8.4
E00155878,83.8,16.2
E00155879,86.3,13.7
E00155880,94.4,5.6
E00155881,89.5,10.5
E00155882,87.8,12.2
E00155883,74,26
E00155884,92.5,7.5
E00155885,93.5,6.5
E00155886,78.2,21.8
E00155887,89,11
E00155888,90.6,9.4
E00155899,84.5,15.5
E00155906,90.1,9.9
E00155908,90.3,9.7
E00155910,87.1,12.9
E00156007,82,18
E00156008,82.1,17.9
E00156009,78.6,21.4
E00156018,90,10
E00156019,89.5,10.5
E00156020,80.4,19.6
E00156021,83,17
E00156022,85.8,14.2
E00156023,78.8,21.2
E00156024,81.7,18.3
E00156076,77.2,22.8
E00156077,89.1,10.9
E00156078,88.8,11.2
E00156079,89.7,10.3
E00156080,80.7,19.3
E00156081,87,13
E00156082,85.4,14.6
E00156083,89.4,10.6
E00156084,86.3,13.7
E00156085,92.2,7.8
E00156086,79.7,20.3
E00156087,81.7,18.3
E00156088,86.6,13.4
E00156089,86.7,13.3
E00156090,87.6,12.4
E00156091,84,16
E00156092,86.3,13.7
E00156093,84.2,15.8
E00156094,79.8,20.2
E00156095,87.5,12.5
E00156096,84.4,15.6
E00156097,81.9,18.1
E00156098,90.1,9.9
E00156099,78.4,21.6
E00156100,80.7,19.3
E00156101,85.8,14.2
E00156102,88.1,11.9
E00156103,88,12
E00156104,87,13
E00156106,86.6,13.4
E00156107,86.7,13.3
E00156234,84.1,15.9
E00156235,90.9,9.1
E00156236,89,11
E00156237,90.3,9.7
E00156248,77.4,22.6
E00156249,92.1,7.9
E00156250,79.7,20.3
E00156251,87,13
E00156252,91.7,8.3
E00156253,86.9,13.1
E00156254,90.1,9.9
E00156256,85.1,14.9
E00156257,91,9
E00156258,90.8,9.2
E00156259,85.7,14.3
E00156260,86,14
E00156261,90,10
E00156262,88.3,11.7
E00156263,90.1,9.9
E00156264,88.8,11.2
E00156265,83.1,16.9
E00156266,84.7,15.3
E00156267,89.8,10.2
E00156268,83.8,16.2
E00156269,86.8,13.2
E00156270,89.4,10.6
E00156271,93,7
E00156272,89.7,10.3
E00156273,87.2,12.8
E00156274,88,12
E00156275,92,8
E00156276,90.8,9.2
E00156277,87.8,12.2
E00156278,84.5,15.5
E00156279,89.1,10.9
E00156280,84.5,15.5
E00156281,86.4,13.6
E00156282,88.4,11.6
E00166066,71.6,28.4
E00166068,51.5,48.5
E00170403,82.5,17.5
E00170410,89.5,10.5
E00190477,88.4,11.6
E00190505,81.1,18.9
E00190518,78.8,21.2
