geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00020597,6.5,35.7,57.7
E00020624,5,30.4,64.6
E00020626,5.6,14.3,80.2
E00020627,3.3,21.1,75.6
E00020628,10.4,23.2,66.4
E00020629,9.9,14.9,75.2
E00020665,5.5,8.7,85.8
E00020698,7.7,16.3,76
E00020702,9.1,13.2,77.7
E00020703,14,10.7,75.2
E00020704,10,14.2,75.8
E00020705,14.4,9,76.6
E00020706,4.3,7.8,87.8
E00020707,6.7,9.2,84.2
E00154956,2.4,60.2,37.3
E00154957,5.8,22.6,71.5
E00154958,3.8,11.5,84.6
E00154959,2.7,39.3,58
E00154960,6.3,23.3,70.4
E00154961,3.9,32.8,63.3
E00154962,4.1,25.4,70.5
E00154963,1.5,33.1,65.4
E00154964,2.9,16.8,80.3
E00154965,6.3,17.2,76.6
E00154966,11.1,20,68.9
E00154967,6.9,23.6,69.4
E00154968,0.8,46.5,52.7
E00154969,7.8,19.1,73
E00154970,6.3,24.2,69.5
E00154971,4.2,18.3,77.5
E00154972,4.4,16.1,79.6
E00155007,10.4,26.1,63.4
E00155008,2.2,18,79.9
E00155017,9.2,16.8,74
E00155021,6.3,31.7,61.9
E00155022,6.3,31.4,62.3
E00155023,5.9,49.7,44.4
E00155052,8.9,20.7,70.4
E00155053,6.7,14.9,78.4
E00155054,6.1,12.2,81.7
E00155055,5.3,13.7,80.9
E00155107,6.4,26.2,67.4
E00155108,8.1,46,46
E00155111,3.3,44.7,52
E00155113,10,33.3,56.7
E00155114,6.8,34.2,58.9
E00155115,6.2,27.2,66.7
E00155119,6.1,41.8,52.1
E00155120,3,37.3,59.7
E00155125,9.1,23.1,67.8
E00155155,4.4,14.5,81.1
E00155864,5.3,29.8,64.9
E00155865,0.9,35.1,64
E00155866,3.7,14.9,81.3
E00155867,4.6,14.5,80.9
E00155868,8.6,22.9,68.6
E00155869,5.7,20,74.3
E00155870,6.6,24.6,68.9
E00155871,5.2,34.8,60
E00155872,3.4,39.7,56.8
E00155873,3.8,28.8,67.5
E00155875,5.8,11.6,82.6
E00155876,1.8,19.3,78.9
E00155877,0.9,41.7,57.4
E00155878,3,43.7,53.3
E00155879,4.9,29.2,66
E00155880,2.6,20.2,77.2
E00155881,4.5,38.2,57.3
E00155882,3,59.6,37.3
E00155883,10.4,31.7,57.9
E00155884,3,17.9,79.1
E00155885,2.2,18.4,79.4
E00155886,3.6,55.5,40.9
E00155887,0.8,54.9,44.4
E00155888,2.7,22.1,75.2
E00155899,3.6,29.1,67.3
E00155906,7.9,19.8,72.2
E00155908,4.8,26,69.2
E00155910,6.4,27.1,66.4
E00156007,9.6,35.7,54.8
E00156008,6.6,19.9,73.5
E00156009,7.1,8.8,84.1
E00156018,6.9,23.1,70
E00156019,5.8,34.2,60
E00156020,5.4,19.4,75.2
E00156021,4.5,31.2,64.4
E00156022,10,20,70
E00156023,4.8,24.1,71
E00156024,6.8,12.8,80.4
E00156076,0.9,54.7,44.4
E00156077,6.1,19,74.8
E00156078,3.8,15.4,80.8
E00156079,3.7,16.3,80
E00156080,3.8,17.3,78.9
E00156081,2.7,14.1,83.2
E00156082,3.4,20.7,75.9
E00156083,9.6,17,73.3
E00156084,9.1,14,76.9
E00156085,10.1,12.6,77.3
E00156086,4.8,25.7,69.5
E00156087,5.7,13.7,80.7
E00156088,7.8,29.7,62.5
E00156089,9.8,13.1,77.1
E00156090,3.4,26.1,70.6
E00156091,7.8,15.5,76.7
E00156092,0,33.1,66.9
E00156093,3.3,20,76.7
E00156094,6.5,25.9,67.6
E00156095,2.1,19.3,78.6
E00156096,2.4,17.7,79.9
E00156097,9.7,18.8,71.5
E00156098,4.8,36.5,58.7
E00156099,6,16.2,77.8
E00156100,6.3,14.6,79.2
E00156101,1.7,15,83.3
E00156102,8,28.3,63.7
E00156103,8.7,16.1,75.2
E00156104,6.5,15,78.5
E00156106,2.7,25.2,72.1
E00156107,5.7,33.3,61
E00156234,4.9,17.9,77.2
E00156235,4.6,14.8,80.6
E00156236,2.6,13.9,83.5
E00156237,3.8,31.5,64.6
E00156248,7.8,31.1,61.2
E00156249,14.2,12.4,73.5
E00156250,4.5,13.6,81.8
E00156251,3.3,7.3,89.4
E00156252,5.1,16.2,78.6
E00156253,2.3,28.5,69.2
E00156254,7.1,18.6,74.3
E00156256,3,35.6,61.5
E00156257,3.9,21.9,74.2
E00156258,4.4,51.9,43.7
E00156259,6.3,36,57.7
E00156260,5.1,13.9,81
E00156261,8,11.6,80.4
E00156262,5,30,65
E00156263,6.3,24.6,69
E00156264,5.6,25.8,68.5
E00156265,7.1,20.6,72.2
E00156266,3.4,24.2,72.5
E00156267,4.3,27,68.7
E00156268,10.9,34.1,55.1
E00156269,5.5,26.8,67.7
E00156270,8.1,23.4,68.5
E00156271,3.6,41.8,54.5
E00156272,9.5,37.1,53.4
E00156273,3.8,37.7,58.5
E00156274,2.8,35.2,62
E00156275,3.9,54.3,41.9
E00156276,4.7,35.9,59.4
E00156277,8.1,18.5,73.3
E00156278,7.1,17,75.9
E00156279,5.3,16,78.6
E00156280,2.7,13.6,83.6
E00156281,6.4,23.2,70.4
E00156282,5.2,33.3,61.5
E00166066,5.1,52.9,41.9
E00166068,10.9,31.4,57.7
E00170403,13.4,22.4,64.2
E00170410,8,8,84
E00190477,5.3,23.7,71.1
E00190505,6,15,79
E00190518,7.6,22,70.3
