geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00020597,86.9,8.1,4.9
E00020624,79.8,14.3,5.9
E00020626,91.3,7,1.7
E00020627,91.3,4.4,4.4
E00020628,75.1,19.9,5
E00020629,89.1,5.2,5.8
E00020665,93.9,3.3,2.8
E00020698,89.3,7.8,2.9
E00020702,88.6,9.4,2.1
E00020703,92,5.5,2.5
E00020704,84.3,8.6,7.1
E00020705,90.1,6.8,3.1
E00020706,90,7.9,2.1
E00020707,87.9,6.5,5.7
E00154956,83.1,8.8,8.1
E00154957,88.5,7.8,3.6
E00154958,88.2,7.3,4.5
E00154959,76.9,15.3,7.8
E00154960,84.3,14,1.7
E00154961,81.5,14.3,4.2
E00154962,90.9,4.5,4.5
E00154963,83,12.5,4.5
E00154964,90.1,6,3.9
E00154965,92.5,4.8,2.7
E00154966,86.7,10.2,3.1
E00154967,89.4,8.3,2.2
E00154968,89.7,6.3,4
E00154969,88.4,8.2,3.4
E00154970,86.1,5.6,8.3
E00154971,91.8,4.4,3.8
E00154972,91.6,7.8,0.5
E00155007,77.6,18.3,4
E00155008,82.6,11.4,6
E00155017,94.8,3.3,1.9
E00155021,90.5,4.7,4.7
E00155022,90.5,5.8,3.7
E00155023,70.2,24.7,5.1
E00155052,86.7,7.1,6.2
E00155053,91,7.6,1.5
E00155054,91.6,7.4,1.1
E00155055,92.9,3.4,3.7
E00155107,85.7,9.1,5.2
E00155108,73.7,21,5.3
E00155111,71.1,23.7,5.2
E00155113,74.1,22,3.9
E00155114,71.3,21.5,7.2
E00155115,77,16.1,6.8
E00155119,63,29.3,7.7
E00155120,69.1,21.6,9.4
E00155125,82.6,10.9,6.5
E00155155,90.1,7.2,2.7
E00155864,85.2,4.5,10.3
E00155865,88.3,4.7,7
E00155866,94.4,2.8,2.8
E00155867,89.2,5.7,5.1
E00155868,93.1,2.2,4.7
E00155869,86,7.9,6
E00155870,89.7,6.5,3.9
E00155871,90.9,4.7,4.4
E00155872,81.6,7.2,11.2
E00155873,89.9,4.4,5.7
E00155875,94.2,2.4,3.4
E00155876,83,7.2,9.9
E00155877,80.6,6.5,13
E00155878,87.3,6.2,6.5
E00155879,91.2,3.7,5.2
E00155880,92.7,2.3,5
E00155881,81.4,6.2,12.4
E00155882,77.9,5.4,16.6
E00155883,74.9,17.9,7.2
E00155884,96.4,1.9,1.7
E00155885,94.1,2.2,3.8
E00155886,81.8,10.8,7.4
E00155887,84.5,7.3,8.2
E00155888,89.7,5,5.3
E00155899,82.2,9.3,8.5
E00155906,92.1,3.2,4.7
E00155908,87.2,2.6,10.2
E00155910,88.4,5.6,5.9
E00156007,74.5,10.6,14.9
E00156008,92.7,4.8,2.4
E00156009,89,9.6,1.4
E00156018,88.4,4.7,6.9
E00156019,91.4,4,4.6
E00156020,88.4,6.9,4.7
E00156021,88.8,6.4,4.7
E00156022,90.2,7.3,2.5
E00156023,89.8,6.7,3.5
E00156024,92.3,6.7,1
E00156076,88.9,8.2,2.9
E00156077,91.8,4,4.3
E00156078,95.4,1.6,2.9
E00156079,93.5,3.5,3
E00156080,87.6,10.2,2.3
E00156081,91.9,4.9,3.2
E00156082,88.8,4.4,6.8
E00156083,92.6,2.1,5.3
E00156084,85.3,7.5,7.2
E00156085,91.3,1.6,7
E00156086,88.9,6.8,4.2
E00156087,89.7,8.1,2.1
E00156088,88.9,7.3,3.8
E00156089,90.5,5.7,3.8
E00156090,91.8,4.6,3.5
E00156091,85.7,3.2,11.1
E00156092,88.1,6.9,5
E00156093,88.4,3.3,8.3
E00156094,81.3,13.2,5.5
E00156095,91.1,3.6,5.3
E00156096,89.2,3,7.9
E00156097,81.4,13.6,5
E00156098,79.8,5,15.3
E00156099,75.8,11.9,12.3
E00156100,78.2,9.7,12.1
E00156101,76.2,8,15.8
E00156102,72.9,6.5,20.6
E00156103,81,7,12
E00156104,79.7,10,10.3
E00156106,83.8,5.3,10.9
E00156107,75.1,6.1,18.9
E00156234,92.9,4.5,2.6
E00156235,90.2,3.4,6.4
E00156236,92.2,3.8,4.1
E00156237,91.2,5.1,3.7
E00156248,83.1,7.7,9.2
E00156249,94.2,3.1,2.8
E00156250,92.9,5.2,1.9
E00156251,95.5,3.3,1.2
E00156252,94.2,2.6,3.2
E00156253,89.1,6.8,4.2
E00156254,94.2,4,1.8
E00156256,90.9,5.1,4.1
E00156257,90.5,3.4,6.2
E00156258,81.2,4.2,14.6
E00156259,83.3,3.8,12.8
E00156260,95.2,4,0.9
E00156261,82.5,4.8,12.7
E00156262,82.2,5.8,12
E00156263,87.3,4.8,7.9
E00156264,91.8,2.6,5.6
E00156265,91.3,5.1,3.6
E00156266,88.3,7.2,4.5
E00156267,92.7,1.5,5.8
E00156268,89.6,4.8,5.7
E00156269,86.5,7.4,6.1
E00156270,84.2,3.8,12
E00156271,80.9,5.4,13.7
E00156272,83.8,3.7,12.5
E00156273,81,3.5,15.5
E00156274,91.5,3.8,4.7
E00156275,90.6,2.7,6.7
E00156276,79.1,6.4,14.5
E00156277,88.6,7.9,3.5
E00156278,91,4.5,4.5
E00156279,95,4.1,0.9
E00156280,92.4,2.8,4.8
E00156281,89,5,6
E00156282,84.9,4.6,10.5
E00166066,71.6,16.6,11.8
E00166068,56.6,38,5.5
E00170403,70.3,9.5,20.2
E00170410,89.6,2.2,8.2
E00190477,87.1,4.7,8.1
E00190505,85.7,7.2,7.2
E00190518,74.9,12.9,12.3
