geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00067918,68.5,3.8,27.7
E00067919,63.2,6.6,30.2
E00067920,60.7,6.6,32.6
E00067921,57.5,10.5,32
E00067922,50,5.3,44.7
E00067923,62.9,4.5,32.6
E00067926,76.2,5.1,18.7
E00067927,64.4,7.3,28.3
E00067928,64.8,6.2,29.1
E00067929,50,4.8,45.2
E00067930,68.1,7.6,24.3
E00067931,60.5,4,35.4
E00067932,65.2,1.8,33
E00067933,60.3,1.7,38
E00067934,54.2,3.7,42.1
E00067935,53.5,3.9,42.5
E00067942,55.4,3.8,40.8
E00067943,58.6,6.2,35.2
E00067945,56.5,8.5,35.1
E00067946,57.9,4.6,37.5
E00067947,69.7,6.1,24.2
E00067948,55.1,8.5,36.3
E00067949,62.5,8.1,29.3
E00067950,66.5,5.7,27.8
E00067952,51.6,6.5,41.9
E00067953,50.2,5.2,44.6
E00067954,65.1,5.9,29
E00067955,70.2,6.1,23.7
E00067956,66.5,8,25.5
E00067957,67,3,30
E00067958,75.4,2.3,22.3
E00067959,67.2,4.3,28.4
E00067960,51.3,2.2,46.5
E00067961,51.7,2.6,45.7
E00067962,48,0,52
E00067963,52.8,1,46.2
E00067964,43.8,0.9,55.3
E00067965,63,2.2,34.8
E00067966,65.3,1.5,33.2
E00067967,42.6,1.7,55.7
E00067968,47.8,2,50.2
E00067969,46.5,2.9,50.6
E00067970,57.6,2.1,40.3
E00067971,52.4,2.4,45.1
E00067972,52.8,3.9,43.3
E00067973,63.5,3.3,33.2
E00067974,43.4,0.5,56.1
E00067975,59,0.9,40.1
E00067976,58.2,2.5,39.3
E00067977,60.3,1.6,38.1
E00067978,42.6,2,55.4
E00067979,56.7,0.9,42.4
E00067980,34.1,2.7,63.2
E00067981,64.7,1.2,34.1
E00067982,50,0.4,49.6
E00067983,46.5,0,53.5
E00067985,38.1,3.8,58.1
E00067987,31.6,1.9,66.5
E00067988,27.9,0.6,71.4
E00067989,56.6,1.9,41.6
E00067990,61.9,1.5,36.7
E00067991,54.5,2.7,42.7
E00067992,54.8,1.9,43.3
E00067993,62.7,2.8,34.5
E00067994,49,1.2,49.8
E00067995,55.8,2.6,41.6
E00067996,54.2,2.5,43.3
E00067997,57.1,1.6,41.3
E00067998,57.5,3.9,38.6
E00067999,42.6,0.5,56.9
E00068000,44.1,3.2,52.7
E00068001,53,2,45
E00068002,41.1,2.7,56.3
E00068003,50.6,2.5,46.9
E00068004,59.7,1.5,38.8
E00068005,59.9,1.9,38.3
E00068055,46.8,6.7,46.5
E00068056,49.4,7.8,42.8
E00068057,55.7,4.1,40.3
E00068058,42.9,4.3,52.8
E00068059,46.1,5.7,48.3
E00068060,44.2,6.9,48.8
E00068062,57.6,4,38.5
E00068063,44.3,2.3,53.4
E00068065,51.9,7,41.2
E00068066,27.2,8.7,64.1
E00068068,65.4,5.6,28.9
E00068070,61.1,11.7,27.2
E00068071,51,11,38
E00068072,42.5,5.6,52
E00068073,43.9,5.7,50.4
E00068075,61.6,6,32.4
E00068076,53.9,2.8,43.4
E00068077,52.4,6.2,41.4
E00068078,45.3,5.2,49.5
