geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00067918,24.7,44.1,31.2
E00067919,38.1,37.1,24.8
E00067920,12.5,67.7,19.8
E00067921,12.6,51.6,35.8
E00067922,13.4,52.7,33.9
E00067923,21.2,55.6,23.2
E00067926,32.1,37.7,30.2
E00067927,35.3,36.5,28.2
E00067928,21.3,52.5,26.3
E00067929,7.7,51.3,41
E00067930,23.1,60.3,16.7
E00067931,11.9,64.3,23.8
E00067932,12.8,67,20.2
E00067933,17.1,60.7,22.2
E00067934,8.9,61,30.1
E00067935,10.9,57.7,31.4
E00067942,13.8,52.6,33.6
E00067943,34.8,42.7,22.5
E00067945,18.5,47.2,34.3
E00067946,13.8,53.2,33
E00067947,31.1,49.2,19.7
E00067948,24.2,48.3,27.5
E00067949,30.6,44.4,25
E00067950,23.2,48.8,28
E00067952,8.6,60,31.4
E00067953,12.3,49.2,38.5
E00067954,15.9,59.1,25
E00067955,33.7,48.9,17.4
E00067956,25.4,46.5,28.2
E00067957,6,56,38.1
E00067958,16.2,61.8,22.1
E00067959,23.7,39.5,36.8
E00067960,14.7,71.6,13.8
E00067961,7.1,83.9,8.9
E00067962,8.9,77,14.1
E00067963,14.8,69.5,15.7
E00067964,8.9,77.2,13.8
E00067965,15.5,71.4,13.1
E00067966,13.8,75.5,10.6
E00067967,8.1,84.3,7.6
E00067968,11.3,76.7,12
E00067969,9.1,79.5,11.4
E00067970,6,76,18
E00067971,11.1,78.6,10.3
E00067972,11.3,81.2,7.5
E00067973,14.1,67.7,18.2
E00067974,8.3,81.8,9.9
E00067975,12,77.2,10.9
E00067976,14.5,69.4,16.1
E00067977,7.9,74.3,17.8
E00067978,11.8,76.5,11.8
E00067979,10.6,78.7,10.6
E00067980,7.5,80,12.5
E00067981,4.7,83.7,11.6
E00067982,5.4,80.4,14.3
E00067983,3.9,82,14.1
E00067985,10.6,73.5,15.9
E00067987,6.3,85.9,7.7
E00067988,3.5,82.5,14
E00067989,13.9,63.5,22.6
E00067990,11.7,72.8,15.5
E00067991,18.6,68.6,12.7
E00067992,9.2,84.7,6.1
E00067993,11.8,69.9,18.3
E00067994,9.3,79.8,10.9
E00067995,11,81,8
E00067996,9.9,73.9,16.2
E00067997,12.4,71.4,16.2
E00067998,6,76,18
E00067999,6.3,82.1,11.6
E00068000,8.6,83.8,7.6
E00068001,4.3,82.1,13.7
E00068002,9,83.5,7.5
E00068003,5.2,81.9,12.9
E00068004,8.2,77.2,14.6
E00068005,8.7,74,17.3
E00068055,19.8,46.1,34.1
E00068056,22.2,44.4,33.3
E00068057,11.8,28.3,59.9
E00068058,11.5,21.1,67.4
E00068059,10.2,24.1,65.7
E00068060,13.4,29.2,57.4
E00068062,17.6,32.4,50
E00068063,14.7,21.8,63.5
E00068065,15.8,43.3,40.8
E00068066,30.4,42.1,27.5
E00068068,6.4,59.6,34
E00068070,37.3,41.8,20.9
