geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00103760,94.3,5.1,0.6,0
E00103762,91.7,5,1.1,2.2
E00103813,92,3.5,1.5,3
E00103854,86.7,4.4,3.2,5.7
E00103856,92.6,3.9,1.2,2.3
E00103857,89.4,6.1,1.9,2.6
E00103858,88.3,8.1,1.1,2.6
E00103859,90.5,4.3,2.2,3
E00103860,87.8,4.6,1.9,5.7
E00103861,91.8,3.9,1.7,2.6
E00103862,88.1,5.5,3.2,3.2
E00103865,90.1,7.1,1.6,1.2
E00103866,90.4,5.4,1.3,2.9
E00103867,93.2,4.2,1.5,1.1
E00103870,87.3,7,3,2.7
E00103871,89.8,4.2,3.2,2.8
E00103872,88.6,6.9,1.3,3.2
E00103873,92.2,3,0.9,3.9
E00103874,86.8,7.3,2.8,3.1
E00103875,93,4.3,1.7,1
E00103876,89,6.8,1,3.2
E00103879,95.3,2.7,0,2
E00103880,88.1,5.5,1.8,4.6
E00103881,90.1,5,2.6,2.3
E00103882,90.4,4.1,1.7,3.9
E00103883,88.2,5.4,3,3.4
E00103884,88.1,7.8,1,3.1
E00103885,94.4,3.2,0.4,2
E00103886,83.2,8.5,3.7,4.6
E00103887,93.8,1.8,1.8,2.7
E00103888,94.2,2.6,1.3,1.9
E00103889,91.6,3.6,2,2.8
E00103890,85.7,3.8,3.2,7.3
E00103891,92.3,4.7,1.3,1.7
E00103894,90.7,4.5,3.5,1.4
E00103895,84.6,8.3,2.9,4.2
E00103918,88.8,6.3,1.1,3.9
E00103926,89,6.9,1.2,2.8
E00103935,89.1,5.1,1.6,4.2
E00103937,91.7,4,1.7,2.6
E00103938,89.6,7.1,1.9,1.4
E00103939,93.7,3.7,1.9,0.7
E00103940,92.4,3,2.3,2.3
E00103941,85.9,9.1,2.5,2.5
E00103942,89.5,7.3,0.9,2.3
E00103943,86.9,6.8,0.8,5.5
E00103944,91.2,5.3,0,3.5
E00103945,90.7,6.3,1.3,1.7
E00103946,88.2,6.2,1.6,3.9
E00103947,92.3,3.9,1.9,1.9
E00103948,92.7,4.4,1.5,1.5
E00103949,90.4,5.1,2.5,2
E00103950,93.5,4.9,0.8,0.8
E00103951,86.3,8.3,2.3,3.1
E00103952,88.9,4.2,2.3,4.6
E00103953,92.4,4.6,1.1,1.9
E00103954,88.5,5.8,1.6,4.1
E00103955,90.8,5.3,0.3,3.6
E00103956,84.9,7.2,2.9,5
E00103957,90.5,4.5,1.6,3.4
E00103958,92,5,1.7,1.4
E00103959,91.7,3.4,1.5,3.4
E00103960,91.2,5.4,0.7,2.7
