geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00103760,84.7,14.2,1.1
E00103762,84.2,13.6,2.2
E00103813,80.8,13.1,6.1
E00103854,74.9,18,7.1
E00103856,78.1,15.7,6.2
E00103857,83.8,10.9,5.3
E00103858,81.8,12.7,5.5
E00103859,78.4,16.4,5.2
E00103860,74.7,19,6.2
E00103861,78,15.4,6.5
E00103862,75.9,22.6,1.5
E00103865,80,15.2,4.8
E00103866,78.3,17.3,4.4
E00103867,78.4,16.4,5.2
E00103870,80.4,15.1,4.5
E00103871,82,12.6,5.4
E00103872,81.8,13.4,4.8
E00103873,82.4,12.3,5.3
E00103874,79.8,16,4.2
E00103875,88,9.5,2.5
E00103876,80.8,12.1,7
E00103879,85.7,11.7,2.6
E00103880,82.9,12.1,4.9
E00103881,82.6,12.9,4.5
E00103882,81.7,14.3,4
E00103883,75.4,16.4,8.2
E00103884,73.8,18,8.2
E00103885,78.7,17.8,3.5
E00103886,80.1,15.4,4.5
E00103887,90,7.4,2.6
E00103888,86,11.2,2.9
E00103889,87.4,9.6,3
E00103890,71.5,17.5,11.1
E00103891,85.1,11,3.9
E00103894,77,15.7,7.2
E00103895,65.8,22.6,11.5
E00103918,78.9,15,6.1
E00103926,78.1,18,3.9
E00103935,76.5,15.7,7.8
E00103937,77.3,17.4,5.3
E00103938,71.1,20.9,8
E00103939,80.1,14.7,5.1
E00103940,75.7,19.5,4.9
E00103941,80.4,14.7,4.9
E00103942,78.7,15.6,5.8
E00103943,78.4,18.6,3
E00103944,77.4,17,5.7
E00103945,81.1,16,2.9
E00103946,70,21.9,8.1
E00103947,71.7,16.9,11.4
E00103948,79.4,14,6.5
E00103949,72.7,21,6.3
E00103950,77.7,17.6,4.7
E00103951,80.2,14.8,4.9
E00103952,78,14.9,7.1
E00103953,72,16.7,11.3
E00103954,82.2,10.3,7.5
E00103955,70.3,18,11.7
E00103956,75.9,20.1,4
E00103957,80.8,14.8,4.4
E00103958,78.3,16.6,5.1
E00103959,73.8,17.4,8.8
E00103960,86.9,8,5.1
E00103961,75.7,15.9,8.4
E00103962,82.4,13.8,3.8
E00103963,85.5,10.7,3.8
E00103964,82.3,13.5,4.2
E00103965,84.5,12,3.5
E00103972,82.6,12.4,5
E00103973,75,19.1,5.9
E00103974,79.2,17.9,2.9
E00103975,78.5,15.9,5.7
E00103976,81.3,15.5,3.2
E00103977,80.3,13.9,5.8
E00103978,87.1,10.6,2.3
E00103979,90.3,4.9,4.9
E00103987,81.3,14,4.7
E00103992,87,11.2,1.8
E00103994,75.5,13.7,10.8
E00103995,71.5,19.8,8.7
E00103996,71.2,21.3,7.5
E00104000,82.5,13.7,3.8
E00104007,79.1,15.3,5.6
E00104008,76.3,18.3,5.4
E00104009,84.6,12.3,3.1
E00104010,84.2,15.8,0
E00104011,86.8,10.1,3.1
E00104012,82.2,13.1,4.7
E00104013,89.3,5.7,4.9
E00104014,81.8,13.4,4.8
E00104015,75.5,18.4,6.1
E00104016,64.4,21.2,14.4
E00104017,81.1,15.4,3.5
E00104018,83.2,11.6,5.3
E00104019,79,14.1,6.9
E00104020,78.1,15.3,6.6
E00104021,75.1,15.7,9.2
E00104022,82.2,15,2.8
E00104023,79.1,12.5,8.4
E00104024,78.6,18.7,2.7
E00104025,78.7,13.6,7.7
E00104026,79.8,14.3,5.9
E00104027,77.9,16.2,5.9
E00104028,84.4,14,1.6
E00104029,68.7,22.4,8.9
E00104030,76.9,16.6,6.6
E00104031,81.7,15.4,2.9
E00104032,77,16.6,6.4
E00104037,84,13.6,2.3
E00104038,77.1,17.4,5.5
E00104040,82.7,14.4,2.8
E00104041,78.8,15.4,5.8
E00104042,73,17.6,9.3
E00104043,84.2,12.4,3.4
E00104044,86.4,11,2.6
E00104045,76.5,17.3,6.2
E00104046,83.9,12.5,3.6
E00104047,85.2,9.5,5.3
E00104048,73.5,17.9,8.6
E00104049,83.7,12.4,3.8
E00104050,85,9.8,5.3
E00104051,79.1,17.1,3.8
E00104052,82.7,11.2,6.1
E00104053,73.3,16.2,10.5
E00104054,84.6,12,3.4
E00104055,84.6,11.8,3.6
E00104056,80.6,14.2,5.2
E00104057,81.8,12.7,5.6
E00104058,83.7,12.3,4
E00104059,74.8,17.6,7.6
E00104060,63.2,24.8,11.9
E00104062,61.5,26.2,12.3
E00104063,69.7,20.3,10
E00104064,89.4,8.5,2
E00104065,79.2,16.4,4.5
E00104067,68.6,19.2,12.2
E00104068,73.9,19.5,6.6
E00104069,81.9,13.6,4.5
E00104070,80,13.6,6.4
E00104071,79.3,17.4,3.3
E00104072,90,8.9,1.1
E00104073,86.3,11.5,2.2
E00104074,80,16.6,3.4
E00104075,87.9,9.9,2.3
E00104076,76.2,16.5,7.3
E00104077,84.4,11.5,4.1
E00104078,80.8,14.4,4.8
E00104079,85.7,11.7,2.5
