geography_code,sex-001,sex-002
E00103760,47.3,52.7
E00103762,52.2,47.8
E00103813,49.1,50.9
E00103854,55.6,44.4
E00103856,52,48
E00103857,52,48
E00103858,51.7,48.3
E00103859,55.6,44.4
E00103860,50.4,49.6
E00103861,50.8,49.2
E00103862,56.7,43.3
E00103865,53.9,46.1
E00103866,54.6,45.4
E00103867,50,50
E00103870,51.1,48.9
E00103871,52,48
E00103872,53.2,46.8
E00103873,45.6,54.4
E00103874,52.2,47.8
E00103875,47.4,52.6
E00103876,51.1,48.9
E00103879,50,50
E00103880,48.7,51.3
E00103881,51.9,48.1
E00103882,48.8,51.2
E00103883,48.5,51.5
E00103884,55.6,44.4
E00103885,52.2,47.8
E00103886,50.8,49.2
E00103887,49.3,50.7
E00103888,50.2,49.8
E00103889,53.3,46.7
E00103890,52.4,47.6
E00103891,51.9,48.1
E00103894,48.8,51.2
E00103895,51.6,48.4
E00103918,50.9,49.1
E00103926,57.8,42.2
E00103935,52.2,47.8
E00103937,55,45
E00103938,55.6,44.4
E00103939,51.5,48.5
E00103940,53.9,46.1
E00103941,51,49
E00103942,51.1,48.9
E00103943,52.9,47.1
E00103944,55.7,44.3
E00103945,54.3,45.7
E00103946,53.5,46.5
E00103947,59,41
E00103948,55.4,44.6
E00103949,56.8,43.2
E00103950,53.7,46.3
E00103951,54.5,45.5
E00103952,48.6,51.4
E00103953,57.9,42.1
E00103954,53.5,46.5
E00103955,57.3,42.7
E00103956,57,43
E00103957,55.2,44.8
E00103958,54.8,45.2
E00103959,50.6,49.4
E00103960,51.6,48.4
E00103961,51,49
E00103962,54,46
E00103963,49.4,50.6
E00103964,51.4,48.6
E00103965,46.8,53.2
E00103972,48.8,51.2
E00103973,55.5,44.5
E00103974,51.4,48.6
E00103975,51.6,48.4
E00103976,47.2,52.8
E00103977,52.3,47.7
E00103978,54.5,45.5
E00103979,51,49
E00103987,51,49
E00103992,52.2,47.8
E00103994,47.5,52.5
E00103995,56.2,43.8
E00103996,61.2,38.8
E00104000,50.5,49.5
E00104007,57,43
E00104008,51.5,48.5
E00104009,53.3,46.7
E00104010,50,50
E00104011,54.1,45.9
E00104012,53.9,46.1
E00104013,46.4,53.6
E00104014,53,47
E00104015,50.2,49.8
E00104016,51,49
E00104017,51.4,48.6
E00104018,48.5,51.5
E00104019,50.2,49.8
E00104020,49.8,50.2
E00104021,52.2,47.8
E00104022,51.2,48.8
E00104023,52.1,47.9
E00104024,49.2,50.8
E00104025,53.3,46.7
E00104026,52.5,47.5
E00104027,49.6,50.4
E00104028,52.4,47.6
E00104029,52.8,47.2
E00104030,51.4,48.6
E00104031,51,49
E00104032,55.1,44.9
E00104037,51.4,48.6
E00104038,54.2,45.8
E00104040,50,50
E00104041,50.4,49.6
E00104042,53.4,46.6
E00104043,52,48
E00104044,55.3,44.7
E00104045,52.7,47.3
E00104046,54.7,45.3
E00104047,51.6,48.4
E00104048,52.9,47.1
E00104049,56,44
E00104050,58.7,41.3
E00104051,52.4,47.6
E00104052,52.9,47.1
E00104053,52.7,47.3
E00104054,47.7,52.3
E00104055,50.9,49.1
E00104056,55.5,44.5
E00104057,47,53
E00104058,52,48
E00104059,52,48
E00104060,55.5,44.5
E00104062,55.3,44.7
E00104063,47.8,52.2
E00104064,51.4,48.6
E00104065,52.2,47.8
E00104067,52.3,47.7
E00104068,54,46
E00104069,52.9,47.1
E00104070,49.4,50.6
E00104071,50.9,49.1
E00104072,57.5,42.5
E00104073,50.9,49.1
E00104074,53.2,46.8
E00104075,52.4,47.6
E00104076,55.4,44.6
E00104077,51.2,48.8
E00104078,45.7,54.3
E00104079,52.7,47.3
E00104080,54.1,45.9
E00104081,51.5,48.5
E00104082,46.5,53.5
E00104083,49.6,50.4
E00104084,57.2,42.8
E00104085,51.9,48.1
E00104086,52.4,47.6
E00104087,51.1,48.9
E00104088,55.4,44.6
E00104089,51.2,48.8
