geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00163841,5.1,25.3,46.6,23
E00163842,8.1,36,44.7,11.2
E00163843,27.5,62.3,7.2,2.9
E00163844,5.5,30.5,42.2,21.9
E00163845,0.7,22.7,48.7,28
E00163846,14.7,42.2,28.4,14.7
E00163847,7.1,41.4,29.3,22.2
E00163848,11.4,36,38.6,14
E00163849,10.9,42,32.8,14.3
E00163850,12.1,41.9,31.5,14.5
E00163851,26.8,41.6,26.2,5.4
E00163852,17.6,50.4,26.4,5.6
E00163853,6.1,44.3,40,9.6
E00163854,8.8,40.4,40.4,10.5
E00163855,5.6,41,39.1,14.3
E00163856,12.6,42,40.3,5
E00163857,11.3,30.5,44,14.2
E00163858,3.3,24.2,45.8,26.7
E00163859,2.6,23.3,46.6,27.6
E00163871,0,22.9,50.7,26.4
E00163872,21.7,45.7,25.6,7
E00163873,17.7,35.5,31.5,15.3
E00163874,7.3,35.5,43.5,13.7
E00163875,3.9,34.2,46.1,15.8
E00163876,23.1,42.7,25.6,8.5
E00163877,4.2,32.2,49,14.7
E00163878,21.9,39.1,26.6,12.5
E00163879,7.6,40.9,43.2,8.3
E00163880,11.6,36.7,40.5,11.2
E00163881,10.5,31.5,46.9,11.2
E00163882,12.2,54,23,10.8
E00163883,11,41.8,34.9,12.3
E00163884,24,43.2,22.4,10.4
E00163885,25.6,46.5,19.4,8.5
E00163886,0.8,24.2,50.8,24.2
E00163887,39,31.2,20.6,9.2
E00163888,22.6,46,20.2,11.3
E00163890,24.6,46.7,15.6,13.1
E00163891,28.7,45.6,19.9,5.8
E00163892,24.1,45.1,24.8,6
E00163893,24.4,38.6,26.8,10.2
E00163894,25.2,46,22.3,6.5
E00163895,26,41,25.4,7.5
E00163896,37.7,42,14.5,5.8
E00163897,40,38.3,18.3,3.3
E00163898,7.1,38.7,37.4,16.8
E00163899,27.9,35.7,29.2,7.1
E00163900,18.8,41.7,29.9,9.7
E00163901,26.3,45.6,21.9,6.1
E00163951,8.5,41,38.5,12
E00163952,7,37.7,39.5,15.8
E00163953,8.1,23.7,42.2,25.9
E00163954,9.3,32.1,40.7,17.9
E00163955,7.9,27.8,38.1,26.2
E00163956,22.4,53.6,20.8,3.2
E00163957,7.3,19.9,50.3,22.5
E00163958,0,20.5,49.4,30.1
E00163959,3,32.6,42.4,22
E00163974,6.1,22,48.8,23.2
E00163975,8.5,28.5,50.8,12.3
E00163976,10.6,38.1,37.2,14.2
E00163977,3.1,29.9,44.1,22.8
E00163978,6.7,24.4,47.1,21.8
E00163979,5.1,22.1,42.6,30.1
E00163980,0,23.5,41.7,34.8
E00163981,3.4,21.4,44.4,30.8
E00163982,14.6,39.4,32.8,13.1
E00163983,27.1,43.2,24.6,5.1
E00163984,4.2,26.6,46.9,22.4
E00163985,19.7,43.7,26.1,10.6
E00163986,10,41.7,34.2,14.2
E00163987,15.1,43.2,28.8,12.9
E00163988,38.1,38.1,17.1,6.7
E00163989,7.1,27.9,46.1,18.8
E00163990,6.6,18.9,46.7,27.9
E00163991,11.1,33.3,35.4,20.2
E00163992,2.8,28.4,42.2,26.6
E00163993,4.8,30.1,39.8,25.3
E00163994,8.8,33.6,40.8,16.8
E00163995,4.9,21.1,52.1,21.8
E00163997,9.7,42.5,37.6,10.2
E00163998,3.8,30.8,48.9,16.5
E00164000,35.9,46.6,13.6,3.9
E00164001,6.6,45.3,32.1,16.1
E00164002,5,32.5,50.8,11.7
E00164003,5.5,39,38.4,17.1
E00164004,0,27.5,49.3,23.2
E00164005,3.7,23.5,52.2,20.6
E00164006,4.7,37,43.3,15
E00164007,3.1,35.4,48,13.4
E00164008,6.3,35.2,34.4,24.2
E00164009,11.7,42.2,32.8,13.3
E00164010,27.1,42.9,23.2,6.8
E00164011,46.5,41.9,8.5,3.1
E00164012,18.2,49.3,26.6,5.9
E00164014,49.7,39.8,6.2,4.3
E00164015,6,32.5,47,14.5
E00164016,7.8,31.8,42.6,17.8
E00164017,14.7,45.7,31.8,7.8
E00164018,56.5,35.9,4.6,3.1
E00164019,19.5,61,17.9,1.6
E00164021,9.4,42.8,38.4,9.4
E00164022,4.3,35.5,48.9,11.3
E00164023,46.1,36.7,12.5,4.7
E00164024,54,41.1,4.9,0
E00164025,22.4,42.1,22.4,13.1
E00164026,11.9,37.5,38.8,11.9
E00164027,17.2,39.7,33.6,9.5
E00164028,14.3,41.6,33.1,11
E00164029,19.5,48.1,21.1,11.3
E00164030,33.1,48.4,10.5,8.1
E00164031,20.2,47.9,26.9,5
E00164032,13.7,45.1,31.4,9.7
E00164033,17.4,44.3,27.8,10.4
E00164034,18.8,48.1,24,9.1
E00164035,21.6,38.8,30.2,9.5
E00164036,16,44,24.7,15.3
E00164037,19.5,45.1,29.3,6
E00164039,9.8,35.6,40.9,13.6
E00164040,10.9,39.5,35.7,14
E00164041,14,44.1,31.6,10.3
E00164042,23.4,40.1,24.1,12.4
E00164043,5.8,30.9,41,22.3
E00164044,8.5,35.9,44.4,11.1
E00164045,4.7,37.1,45.9,12.4
E00164047,5.7,41,41,12.3
E00164048,7.9,32.5,46.8,12.7
E00164049,16.2,40.2,35,8.5
E00164050,8.3,28.1,47.9,15.7
E00164051,11.6,44.9,33.3,10.1
E00164052,5.7,37.9,41.4,15
E00164054,8.6,46.6,37.9,6.9
E00164055,0,28.5,52.3,19.2
E00164056,7.9,37.9,39.3,15
E00164057,3.2,34.7,42.7,19.4
E00164058,7.8,31.3,45.3,15.6
E00164059,0,23.9,59.2,16.9
E00164060,0,29.8,51.9,18.3
E00164062,4.4,38.5,39.6,17.6
E00164063,7.4,31.1,42.2,19.3
E00164064,8.3,26.9,39.7,25
E00164065,26.8,36.2,26.8,10.2
E00164066,10.3,50.7,25,14
E00164067,5.7,44,37.7,12.6
E00164068,15,46.4,33.6,5
E00164069,3.5,32.7,46.7,17.1
E00164070,3.2,24.7,38,34.2
E00164073,3.7,33.1,36.8,26.5
E00164074,7,39.5,28.7,24.8
E00164097,8.7,34,38.7,18.7
E00164098,29.4,34.6,30.1,5.9
E00164099,7.9,34.1,39.7,18.3
E00164100,2.7,30.7,46.7,20
E00164101,7.8,35.9,43.8,12.5
E00164102,3.2,36.3,41.1,19.4
E00164103,3.1,40.8,44.6,11.5
E00164104,9.7,28.2,47.6,14.5
E00164105,13.8,36.6,37.4,12.2
E00164106,8.5,46.8,34,10.6
E00164107,3.8,26.3,43.6,26.3
E00164108,18.3,45,28.3,8.3
E00164109,17.6,42.4,30.3,9.7
E00164110,35.8,41,17.9,5.2
E00164111,13.6,42.1,25.7,18.6
E00164112,12.4,39.2,29.9,18.6
E00164114,3.3,27,39.3,30.3
E00164115,2.7,21.6,49.5,26.1
E00164116,4.1,17.5,36.1,42.3
E00164117,0.9,27,47,25.2
E00164118,4.5,24.3,45,26.1
E00164119,4.4,30,48.9,16.7
E00164385,12.4,33.6,35.4,18.6
E00164388,18.4,34.8,29.8,17
E00164392,54.8,31.8,11.5,1.8
E00164393,29.5,39.5,22.5,8.5
E00164395,0,22.2,53,24.8
E00164402,10.1,38.5,36.7,14.7
E00164403,36.3,47.8,14.2,1.8
E00164404,5.3,21.7,49.3,23.7
E00164405,17.5,45.3,28.5,8.8
E00164406,18.5,53.7,18.5,9.3
E00164407,2.5,19.1,49,29.3
E00164412,38.4,36.6,17.9,7.1
E00164414,6.2,44.8,37.1,11.9
E00164415,27,54.1,17.2,1.6
E00164416,19.1,39.1,29.5,12.3
E00164417,35.2,40.2,13.9,10.7
E00164418,15.7,46.4,27.9,10
E00164419,52.9,23.1,18.2,5.8
E00164420,22,37.6,29.4,11
E00164421,37.6,42.4,16.8,3.2
E00164422,53.7,35.2,11.1,0
E00164423,13.8,37.4,30.1,18.7
E00164424,22.5,34.2,30,13.3
E00164425,1.7,30.1,47.4,20.8
E00164426,4.8,29.5,46.7,19
E00164427,30.1,43.9,20.3,5.7
E00164428,44,39.4,12.8,3.7
E00164429,40.4,37.7,12.6,9.3
E00164430,40.6,35.4,20,4
E00164431,37.1,52.4,8.9,1.6
E00164432,35.6,35.6,23.5,5.3
E00164434,38,43.1,17.5,1.5
E00164435,23.2,40.5,28.4,7.9
E00164436,34.5,40,16.4,9.1
E00164437,38.2,42.2,13.7,5.9
