geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00163841,84.1,1.6,14.3
E00163842,86.3,1.6,12.2
E00163843,72,0,28
E00163844,78.6,1.4,20
E00163845,88.1,4.4,7.5
E00163846,91.1,0.4,8.5
E00163847,85.9,5.4,8.8
E00163848,89.6,1.1,9.3
E00163849,91.9,0.4,7.7
E00163850,87,2.2,10.9
E00163851,78.5,0.3,21.2
E00163852,82.3,1.2,16.5
E00163853,85.7,1.5,12.8
E00163854,81.7,0.7,17.7
E00163855,90.9,1.2,7.9
E00163856,83.7,1.7,14.6
E00163857,85,0.8,14.2
E00163858,90.3,2.9,6.8
E00163859,90.1,2,7.9
E00163871,91.1,1.7,7.2
E00163872,72,0.7,27.3
E00163873,85.8,1.1,13.1
E00163874,84.2,2.5,13.3
E00163875,92,1.4,6.6
E00163876,73.3,3,23.7
E00163877,77.5,1.4,21.1
E00163878,70.9,2.8,26.2
E00163879,85.1,0.7,14.2
E00163880,86.2,0.9,12.8
E00163881,79.4,0.8,19.8
E00163882,86.9,0.8,12.4
E00163883,77.1,0.6,22.3
E00163884,75,0.7,24.3
E00163885,63.3,2.5,34.2
E00163886,91.3,3.3,5.5
E00163887,70.3,2,27.7
E00163888,69.5,2.7,27.9
E00163890,61.2,7.9,30.9
E00163891,82.1,4.6,13.3
E00163892,70.3,0.7,29
E00163893,65,5.7,29.3
E00163894,69.6,3.1,27.3
E00163895,71.6,1.8,26.6
E00163896,61,1.9,37.1
E00163897,65.2,2.5,32.3
E00163898,83.6,2.7,13.7
E00163899,68.3,0.6,31.1
E00163900,72.9,0.6,26.5
E00163901,76.6,1.1,22.3
E00163951,91.6,3,5.4
E00163952,92.2,3.5,4.3
E00163953,92.5,1.9,5.6
E00163954,89.3,4.6,6.1
E00163955,85,2.9,12.1
E00163956,90.1,1.6,8.3
E00163957,91.1,2.7,6.2
E00163958,90,1.9,8.1
E00163959,95.8,1.2,3
E00163974,93.5,3,3.5
E00163975,93.5,0.9,5.6
E00163976,86.8,0.4,12.8
E00163977,79,1,20
E00163978,93.1,1.4,5.6
E00163979,90.4,2,7.6
E00163980,95.5,2.5,2
E00163981,94.3,4.3,1.3
E00163982,85.8,2.1,12.1
E00163983,68.7,2.5,28.8
E00163984,87.5,2.1,10.4
E00163985,66.5,1.6,32
E00163986,88.4,0.4,11.2
E00163987,82.6,1.7,15.6
E00163988,67.3,1.3,31.4
E00163989,94.9,0.8,4.2
E00163990,92.2,0.9,6.9
E00163991,85,0.5,14.5
E00163992,92.3,1.5,6.2
E00163993,91.3,1.2,7.5
E00163994,87.1,2,10.9
E00163995,90.7,0.3,9
E00163997,83.2,3.3,13.5
E00163998,90.6,2.1,7.3
E00164000,76.6,4.2,19.2
E00164001,90.2,1.7,8.1
E00164002,88.2,1.7,10.1
E00164003,77.7,0.7,21.6
E00164004,92.9,0.8,6.3
E00164005,89.4,2.1,8.6
E00164006,88,0,12
E00164007,89.6,0,10.4
E00164008,85.2,3.8,11
E00164009,83.2,2.9,13.9
E00164010,77.4,1.7,20.9
E00164011,67.5,3.1,29.4
E00164012,81.4,3.8,14.9
E00164014,76.1,3.3,20.6
E00164015,90.7,1.1,8.2
E00164016,89.2,3.9,6.9
E00164017,83.6,3,13.4
E00164018,69,3.5,27.5
E00164019,82.9,5,12.1
E00164021,89,0.6,10.4
E00164022,90.6,1.5,7.9
E00164023,71.7,2.5,25.7
E00164024,65.4,0.9,33.6
E00164025,72.1,3.6,24.3
E00164026,87.6,3.2,9.1
E00164027,82.7,2.8,14.6
E00164028,83.8,1.9,14.3
E00164029,68.3,6.1,25.5
E00164030,73.3,2.5,24.2
