geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00163841,0.6,20.6,44.6,34.3
E00163842,1,15.8,48.5,34.7
E00163843,34.8,55.1,7.2,2.9
E00163844,3.1,17.1,32.6,47.3
E00163845,1.3,11.2,38.8,48.7
E00163846,5.9,51.3,26.9,16
E00163847,19.2,22.2,33.3,25.3
E00163848,0,21.1,57,21.9
E00163849,4.2,32.8,38.7,24.4
E00163850,0.8,17.7,56.5,25
E00163851,37.6,10.7,35.6,16.1
E00163852,17.5,24.6,40.5,17.5
E00163853,0.9,35.3,50,13.8
E00163854,0,13.2,64.9,21.9
E00163855,8.1,21.7,31.7,38.5
E00163856,4.1,24.8,53.7,17.4
E00163857,8.5,5.7,46.1,39.7
E00163858,1.7,12.4,33.1,52.9
E00163859,0.9,2.6,40,56.5
E00163871,0,4.3,8.7,87
E00163872,17.2,35.2,43.8,3.9
E00163873,4,19.4,61.3,15.3
E00163874,2.4,13.5,61.9,22.2
E00163875,0.7,13.2,43.4,42.8
E00163876,11.9,36.4,43.2,8.5
E00163877,1.4,13.2,51.4,34
E00163878,0.8,13.4,74,11.8
E00163879,0,15.4,69.2,15.4
E00163880,6,17.7,51.6,24.7
E00163881,1.4,7,80.4,11.2
E00163882,27.3,30.9,37.4,4.3
E00163883,15.2,6.2,62.1,16.6
E00163884,19.7,7.9,68.5,3.9
E00163885,16.4,50,32.8,0.8
E00163886,5.3,6.8,20.3,67.7
E00163887,36.7,28.1,30.2,5
E00163888,16.1,54.8,25.8,3.2
E00163890,5.7,31.1,51.6,11.5
E00163891,30.2,31.4,32,6.4
E00163892,0,56.7,40.3,3
E00163893,15.1,9.5,62.7,12.7
E00163894,24.6,14.5,58.7,2.2
E00163895,9.2,49.7,32.9,8.1
E00163896,22.5,40.6,31.2,5.8
E00163897,56.4,16.2,22.2,5.1
E00163898,3.8,27.6,48.1,20.5
E00163899,4.6,44.1,42.1,9.2
E00163900,6.3,39.9,46.9,7
E00163901,12.8,17.4,66.1,3.7
E00163951,4.2,10.8,42.5,42.5
E00163952,3.8,23.5,19.2,53.5
E00163953,2.2,14.1,20,63.7
E00163954,1.4,7.9,21.4,69.3
E00163955,1.6,7.9,19.8,70.6
E00163956,20.8,45.6,32,1.6
E00163957,4.6,7.3,34.4,53.6
E00163958,0,8.8,10.7,80.5
E00163959,1.5,6.1,37.9,54.5
E00163974,6,19,25,50
E00163975,0.8,12.4,34.9,51.9
E00163976,13.4,22.3,27.7,36.6
E00163977,7.2,24.8,16.8,51.2
E00163978,0,13.4,18.5,68.1
E00163979,0.7,11.2,26.9,61.2
E00163980,1.5,7.6,8.3,82.6
E00163981,0.9,5.3,15,78.8
E00163982,1.5,22.4,47.8,28.4
E00163983,10.9,11.8,72.3,5
E00163984,1.4,4.2,54.5,39.9
E00163985,16.3,27,46.8,9.9
E00163986,2.5,14.8,56.6,26.2
E00163987,7.2,25.9,51.1,15.8
E00163988,26.7,29.5,40,3.8
E00163989,0,5.8,35.7,58.4
E00163990,0.8,2.5,33.6,63.1
E00163991,1,15.2,61.6,22.2
E00163992,3.7,16.5,29.4,50.5
E00163993,0.6,7.4,47.2,44.8
E00163994,1.6,19.8,53.2,25.4
E00163995,0.7,9.9,36.6,52.8
E00163997,6.4,11.8,61.5,20.3
E00163998,1.5,5.3,18,75.2
E00164000,54.4,14.6,22.3,8.7
E00164001,19.9,12.5,31.6,36
E00164002,1.7,1.7,86.4,10.2
E00164003,2.7,5.5,78.8,13
E00164004,0,11.9,17.8,70.4
E00164005,1.5,1.5,8.1,89
E00164006,1.6,15.1,59.5,23.8
E00164007,0.8,9.4,63.3,26.6
E00164008,0,10.2,49.2,40.6
E00164009,3.8,21.5,45.4,29.2
E00164010,28.1,27,40.4,4.5
E00164011,46.1,40.6,10.2,3.1
E00164012,6.9,53.9,20.6,18.6
E00164014,53.7,32.9,1.2,12.2
E00164015,0.9,2.6,49.6,47
E00164016,0,9.9,47.3,42.7
E00164017,16.5,27.6,40.9,15
E00164018,56.8,33.3,3.8,6.1
E00164019,22.4,57.6,13.6,6.4
E00164021,1.4,5.8,79.9,12.9
E00164022,0,8.5,6.4,85.1
E00164023,33.1,31.5,30.7,4.7
E00164024,67.1,25,5.5,2.4
E00164025,20.8,16,50.9,12.3
E00164026,5.7,20.1,49.7,24.5
E00164027,16.4,17.2,55.2,11.2
E00164028,8.4,28.6,48.7,14.3
E00164029,20,5.2,71.9,3
E00164030,33.1,29.8,34.7,2.4
E00164031,17.6,34.5,36.1,11.8
E00164032,9.7,27.4,42.3,20.6
