areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00121780,53.6,3.1,43.3
E00121781,57.6,1.5,40.9
E00121782,37.9,2,60.2
E00121783,56.9,2.7,40.4
E00121784,47.3,2.2,50.5
E00121785,50.5,2.4,47.1
E00121786,36.7,2.8,60.6
E00121787,36.4,3.9,59.7
E00121788,61.7,2.7,35.5
E00121789,50.8,2.4,46.8
E00121790,56.6,1.7,41.7
E00121791,48.1,1.6,50.3
E00121792,61.1,0.4,38.5
E00121793,62.2,0.7,37.2
E00121794,63.9,1.7,34.4
E00121795,58.7,2.9,38.5
E00121796,62.8,2.4,34.8
E00121797,58.5,2.4,39.1
E00121798,63.8,1,35.2
E00121802,67.7,0.8,31.6
E00121804,57.9,3.1,39
E00122013,62.9,2.3,34.8
E00122014,60.6,4.7,34.6
E00122021,55.1,2.7,42.2
E00122031,63.4,1.6,35
E00122032,51.3,2,46.7
E00122033,52.4,2.6,44.9
E00122034,59.1,1.7,39.1
E00122056,33.6,0.5,65.9
E00122057,48.7,2.1,49.3
E00122058,52.4,1.6,46
E00122059,65.5,3.1,31.4
E00122060,59.3,2.8,37.9
E00122061,53.1,3.6,43.2
E00122062,45.2,2.2,52.7
E00122105,49.7,1,49.3
E00122106,52.5,1.4,46.1
E00122107,56.7,4,39.3
E00122110,51.9,3.8,44.4
E00122111,41.3,2.8,55.9
E00122112,61.3,5.2,33.5
E00122114,58.1,3.4,38.5
E00122115,60,4,36
E00122116,58.2,3.8,37.9
E00122117,54.2,2.3,43.5
E00122118,65.9,2.7,31.4
E00122119,66.4,0.8,32.8
E00122120,57.4,2.4,40.2
E00122121,65.4,1.5,33.1
E00122122,40.7,2.7,56.6
E00122125,64,0.4,35.6
E00122126,47.8,3.7,48.5
E00122128,54.5,2.3,43.1
E00122129,44.6,2,53.4
E00122130,50,1,49
E00122131,58.9,0.8,40.2
E00122132,59.7,4,36.3
E00122133,48.1,1.7,50.2
E00122134,55.1,2.4,42.6
E00122135,48.1,0.8,51.1
E00122136,53.3,2.5,44.2
E00122146,53.6,3.6,42.9
E00122157,61.8,1.5,36.7
E00122158,73.3,5.1,21.6
E00122159,40.6,2,57.4
E00122160,44.8,3.3,51.9
E00122161,50.9,3.1,46
E00122162,69.1,3.9,27
E00122163,57.6,3.5,38.9
E00122164,54.3,2.6,43
E00122165,45.5,2.1,52.3
E00122166,50.4,5.9,43.7
E00122167,52.2,5.5,42.3
E00122169,58.5,2.3,39.1
E00122170,45.6,0.9,53.6
E00122171,51.7,6.8,41.5
E00122172,49,1.6,49.4
E00122173,54.8,1.6,43.7
E00122174,63.7,4.3,32
E00122175,60.7,2.1,37.2
E00122192,42.2,3,54.8
E00122193,59.9,2,38
E00122194,50,4.1,45.9
E00122195,51.5,1.9,46.5
E00122196,59.9,2.2,37.9
E00122197,50,3.5,46.5
E00122198,48.6,1.5,49.8
E00122199,52.1,2.1,45.8
E00122201,65.4,0.8,33.8
E00122202,68,5.1,26.9
E00122203,57.7,2.8,39.4
E00122204,63.6,1.9,34.5
E00122205,59.7,1.9,38.4
E00122206,68.4,1.9,29.7
E00122207,55.4,5.6,39.1
E00122208,50,1.2,48.8
E00122209,55.2,4.7,40.1
E00122210,66.2,3.4,30.3
E00122211,51.6,3.9,44.4
E00122212,52.6,4.3,43.1
E00122213,64.9,5.3,29.8
E00122214,67,3.8,29.2
E00122215,58.4,4.2,37.3
E00122216,71.2,1.9,26.9
E00122217,67.7,1.8,30.5
E00122218,56.3,2.3,41.4
E00122219,58.3,4.2,37.5
E00122220,69.1,2.7,28.2
E00122221,51.9,5.2,42.9
E00122379,46.9,0.4,52.7
E00122380,45.1,4.4,50.4
E00122381,41,7.1,51.9
E00122382,41.2,2.4,56.5
E00122383,52.5,2.7,44.7
E00122384,46.7,2.6,50.7
E00122385,37.2,1.1,61.7
E00122386,41,0.7,58.4
E00122387,42.6,0.4,57
E00122388,49.3,1.4,49.3
E00122389,41.4,3.2,55.4
E00122390,53.9,1.9,44.2
E00122391,37.3,2.4,60.3
E00122392,42.5,3.1,54.4
E00122394,59.2,1.1,39.7
E00122395,60,1.1,38.9
E00122396,54.6,2.1,43.3
E00122397,39.8,0.4,59.7
E00122398,57.3,3.4,39.3
E00122399,57.1,2.7,40.2
E00122400,56.8,1.9,41.4
E00122401,53.1,2.7,44.1
E00122402,47,1.6,51.4
E00122423,54,1.8,44.2
E00122424,55.8,1.9,42.3
E00122426,57.4,2.9,39.7
E00122427,41,3.1,55.9
E00122428,43.3,3.1,53.6
E00122429,45.3,4.4,50.3
