areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00121780,4.4,26.3,27.7,41.6
E00121781,4.8,40.7,35.2,19.3
E00121782,15.5,27.1,39.5,17.8
E00121783,2.1,17.9,33.6,46.4
E00121784,12.1,32.2,24.2,31.5
E00121785,7.5,25.9,23.1,43.5
E00121786,9.8,42.6,23.8,23.8
E00121787,19.4,44.8,32.8,3
E00121788,2.4,19.2,37.6,40.8
E00121789,8.3,32.6,42.4,16.7
E00121790,5.6,19.6,41.9,33
E00121791,6.6,38.7,29.3,25.4
E00121792,0,22.1,40.5,37.4
E00121793,2.6,15.6,32.5,49.4
E00121794,2.8,22.4,32.2,42.7
E00121795,4,12.1,43.4,40.4
E00121796,2,10.1,27.7,60.1
E00121797,8.3,7.5,48.3,35.8
E00121798,2.9,13.1,28.5,55.5
E00121802,11.5,8.2,41,39.3
E00121804,4.7,15.7,32.3,47.2
E00122013,3.3,16.4,28.7,51.6
E00122014,3.3,21.3,49.2,26.2
E00122021,2.8,18.5,37,41.7
E00122031,5.9,15.3,33.9,44.9
E00122032,5.6,12,44.4,38
E00122033,7.1,31,35.4,26.5
E00122034,6.8,17.1,44.4,31.6
E00122056,30.2,48.9,18.7,2.2
E00122057,13.6,10.8,36.4,39.2
E00122058,0,17.7,35.5,46.8
E00122059,3.9,20.4,55.3,20.4
E00122060,20.5,38.6,28.8,12.1
E00122061,15.3,34.7,29.7,20.3
E00122062,19.8,23.1,36.4,20.7
E00122105,0,24.3,40.5,35.1
E00122106,2.8,18.2,43.4,35.7
E00122107,7.6,17.2,33.8,41.4
E00122110,4,14.7,30.7,50.7
E00122111,32.4,31.8,21.6,14.2
E00122112,0.8,26.8,55.3,17.1
E00122114,0.7,31.4,43.8,24.2
E00122115,2.2,18.5,54.8,24.4
E00122116,11.6,38.8,40.8,8.8
E00122117,0,22.6,69.4,8.1
E00122118,0.9,8,11.6,79.5
E00122119,5.1,27.1,33.9,33.9
E00122120,3.8,24.8,41.9,29.5
E00122121,7.9,27.9,37.9,26.4
E00122122,39.1,10.9,41.4,8.6
E00122125,4.4,13.3,33.3,48.9
E00122126,6.6,33.1,37.7,22.5
E00122128,2.2,18.8,33.1,45.9
E00122129,0.7,26.4,41,31.9
E00122130,0,21.3,45.3,33.3
E00122131,4.1,61.9,23.8,10.2
E00122132,0.8,16.5,75.2,7.5
E00122133,0,29.8,41.3,28.9
E00122134,0,27.4,42.1,30.5
E00122135,2.2,40.9,27,29.9
E00122136,0.7,30.9,48.2,20.1
E00122146,18.1,33.1,40.2,8.7
E00122157,2.3,12.2,62.6,22.9
E00122158,5.9,38.2,46.3,9.6
E00122159,40.1,50,8.5,1.4
E00122160,26.9,30.3,26.9,16
E00122161,0,28.8,43.8,27.4
E00122162,14.6,36.5,35.8,13.1
E00122163,3.3,30.1,54.5,12.2
E00122164,1.3,36.1,44.5,18.1
E00122165,5,50,26.4,18.6
E00122166,14,37.5,41.9,6.6
E00122167,2.4,24.2,57.3,16.1
E00122169,0.8,29,44.4,25.8
E00122170,1.3,17.6,40.9,40.3
E00122171,4.2,47.9,41.2,6.7
E00122172,2.3,20.2,39.5,38
E00122173,0,24.8,51.9,23.3
E00122174,0.8,22.3,59.5,17.4
E00122175,0.8,18.1,61.4,19.7
E00122192,2.8,23.9,39.4,33.8
E00122193,0.7,32.4,35.3,31.7
E00122194,1.6,4.1,30.1,64.2
E00122195,3.3,15.1,34.2,47.4
E00122196,0.9,17.4,47,34.8
E00122197,18.2,19.2,44.4,18.2
E00122198,4.1,10.7,35.2,50
E00122199,14.8,14.8,54.1,16.4
E00122201,44.6,37,16.3,2.2
E00122202,9.3,29.6,48.1,13
E00122203,8.1,44.2,43,4.7
E00122204,4.6,20.8,56.9,17.7
E00122205,7.5,33.3,44.2,15
E00122206,11.6,15.1,47.7,25.6
E00122207,16.9,30.6,33.9,18.5
E00122208,3.1,23.5,51,22.4
E00122209,48.9,31.1,14.8,5.2
E00122210,4.1,31.4,34.7,29.8
E00122211,23.3,43.3,27.2,6.1
E00122212,12.3,23.7,52.6,11.4
E00122213,19.1,30.9,35.1,14.9
E00122214,14.2,40.2,38.6,7.1
E00122215,22.4,26.2,43.9,7.5
E00122216,3.1,44.3,47.4,5.2
E00122217,19.4,29.4,38.8,12.5
E00122218,5.8,28.8,41,24.5
E00122219,50.7,38.8,6,4.5
E00122220,7.5,25.8,59.2,7.5
E00122221,2.9,20,54.3,22.9
E00122379,1.6,32,56.3,10.2
E00122380,10.3,43.6,35.9,10.3
E00122381,28,36.4,32.2,3.4
E00122382,3.7,21.6,36.6,38.1
E00122383,2.8,55.6,36.8,4.9
E00122384,2,35.4,45.6,17
E00122385,2.7,45.3,32.4,19.6
E00122386,1.9,31,38.1,29
E00122387,3.7,38.2,39,19.1
E00122388,1.4,7,49.7,42
E00122389,0.7,40.3,37.5,21.5
E00122390,3.1,25.2,42,29.8
E00122391,0,36.9,40.8,22.3
E00122392,9.7,46.8,23.4,20.2
E00122394,0,9.8,47.4,42.8
E00122395,2.2,19.9,64.7,13.2
E00122396,2.8,18.1,65.3,13.9
E00122397,0,44.9,42.4,12.7
E00122398,3.1,22.6,32.7,41.5
E00122399,2.9,22.3,29.1,45.7
E00122400,4.9,24.7,33.3,37
E00122401,6.1,40.5,39.7,13.7
E00122402,3.8,31.4,30.8,34
E00122423,8.3,5.6,41.7,44.4
E00122424,0.8,43.2,36.4,19.5
E00122426,8.7,24.6,38.1,28.6
E00122427,3.3,39.7,28.9,28.1
E00122428,7.2,48.8,30.1,13.9
E00122429,10.2,29.3,44.6,15.9
E00122430,11.9,31.3,33.6,23.1
E00122431,19.4,32.6,16.3,31.8
E00122432,7.8,33.6,36.7,21.9
E00122435,2.2,26.5,44.9,26.5
E00122436,1.6,30.1,41.5,26.8
E00122437,4.9,39.6,37.5,18.1
E00122507,0.8,31.2,48,20
E00122508,0,28.1,35.9,35.9
E00122511,0,11.5,65.6,22.9
E00123669,5.3,19.7,47.4,27.6
E00123670,1.7,20.9,53,24.3
E00123671,20,12.9,57.1,10
E00123672,2.8,43.4,44.8,9
E00123673,0.9,5.2,75,19
E00123674,20.7,21.3,33.3,24.7
E00123675,6.7,16.4,32.1,44.8
E00123676,0.8,25.4,67.8,5.9
E00123677,8.2,18.7,52.2,20.9
E00123680,3.3,13.3,50,33.3
E00123800,4.9,13.1,44.3,37.7
E00123805,7.6,16.7,33.3,42.4
E00123808,0,6.3,37.5,56.3
E00124617,4.5,65.9,25,4.5
E00124618,31.4,50.3,12.6,5.7
E00124619,9.2,60.3,29.1,1.4
E00124620,26.6,41.7,28.8,2.9
E00124621,7.9,23,54.8,14.3
E00124622,0.7,23,59,17.3
E00124623,15.2,61.4,18.9,4.5
E00124624,35.9,6.8,28.2,29.1
E00124625,21.4,44,28,6.5
E00124627,18.1,48,25.7,8.2
E00124629,4.5,11.9,61,22.6
E00124630,8.5,42.3,37.3,12
E00124631,0.9,19.3,78,1.8
E00124632,5.9,40,39.5,14.5
E00124633,24.7,36.5,26,12.8
E00124634,17.9,42.7,33.3,6
E00124635,1.8,20.2,22.9,55
E00124638,0,10.9,64.3,24.8
E00124639,0,12.9,68.6,18.6
E00124642,1.9,34.6,47.1,16.3
E00124643,6.4,34.8,29.1,29.8
E00124644,3.4,17.2,46.6,32.8
E00124645,20.5,32.5,45.3,1.7
E00124646,2.8,22.4,55.2,19.6
E00124647,0,13.1,75.9,10.9
E00124648,0.7,19,47.1,33.3
E00124649,1.9,15.7,50.9,31.4
E00124650,7.4,18.1,39.4,35.1
E00124651,4.9,29.3,43.9,22
E00124652,10.4,27.8,46.1,15.7
E00124653,11.8,35.5,27.3,25.5
E00124654,2,19,38.6,40.5
E00124655,9.7,16.4,39.6,34.3
E00124656,0.7,15.9,35.8,47.7
E00124657,5,21.9,45.3,27.9
E00124658,9.7,11.8,40.9,37.6
E00124659,2.8,18.9,35.8,42.5
E00124660,14.9,33.1,43.4,8.7
E00124661,39.9,42,13.3,4.9
E00124662,1.4,20.4,50,28.2
E00124663,31.6,53.7,7.4,7.4
E00124664,19.1,43.4,35.3,2.2
E00124665,9.2,42,42,6.7
E00124666,4.3,20,68.6,7.1
E00124667,3.2,17.6,71.2,8
E00124668,0.7,21,71.7,6.5
E00124669,12.5,40.4,42.6,4.4
E00124670,6.5,14.6,67.5,11.4
E00124671,1.8,32.5,57,8.8
E00124672,10,25.7,50.7,13.6
E00124674,3,27.1,55.6,14.3
E00124675,0.7,18.1,65.2,15.9
E00124676,0.7,18.3,69,12
E00124677,2.4,17.7,76.6,3.2
E00124678,0,22.6,60.9,16.5
E00124680,17.6,33.1,45.6,3.7
E00124681,14.8,23.7,51.9,9.6
E00124682,0,41.5,45.8,12.7
E00124683,0,8.9,63.7,27.4
E00124684,22.4,9.7,56.7,11.2
E00124685,13.5,19.2,34.6,32.7
E00124686,4.1,21.1,39.8,35
E00124687,9.3,25,40.7,25
E00124688,4.1,20.9,45.3,29.7
E00124689,0,34,42,24
E00124690,5.8,17.3,39.7,37.2
E00124691,10.1,10.9,42,37
E00124692,6.1,15.2,45.1,33.5
E00124693,6.7,15.6,45.6,32.2
E00124694,3.8,25,37.9,33.3
E00124697,2.9,23.9,55.8,17.4
E00124698,5.5,18.5,57.5,18.5
E00124699,12.6,42.5,28.3,16.5
E00124700,4.8,42.9,43.7,8.7
E00124701,4.8,61.3,32.3,1.6
E00124702,3.7,6.6,68.4,21.3
E00124703,10.7,16.9,46.6,25.8
E00124704,0,3.6,74.5,21.9
E00124705,1.2,13.4,45.1,40.2
E00124707,1.5,43.4,49.3,5.9
E00124709,0,33.3,63.7,3
E00124710,4.2,60.9,27.6,7.3
E00124737,3.3,27.6,52.8,16.3
E00124738,3.3,12.4,72.7,11.6
E00124739,0.7,11.9,28.4,59
E00124740,7.5,23.9,32.8,35.8
E00124741,10.6,32.6,38.6,18.2
E00124742,10,19.3,41.4,29.3
E00124743,9.9,29.7,34.9,25.6
E00124744,6.2,19.4,69.8,4.7
E00124745,4.1,21.3,54.1,20.5
E00124746,34.1,28.5,29.3,8.1
E00124747,5.3,27.5,45,22.1
E00124748,4.5,19.5,56.4,19.5
E00124749,4.1,49.6,31.7,14.6
E00124750,5.1,30.7,54,10.2
E00124753,7.1,33.1,45.7,14.2
E00124754,27.4,8.8,55.8,8
E00124755,7.2,41.9,38.3,12.6
E00124756,24.1,56.4,13.5,6
E00124757,11.9,55.9,24.5,7.7
E00124758,5.8,40.9,40.1,13.1
E00124759,11.6,71.6,12.9,3.9
E00124765,4.4,35.4,54,6.2
E00124766,18.2,7.3,64.2,10.2
E00124767,13.4,39.5,36.1,10.9
E00124768,8.9,21.9,44.4,24.9
E00124769,20.9,59.1,17.4,2.6
E00124770,14.2,38.6,39.4,7.9
E00124771,1.5,9,82,7.5
E00124772,0,20.3,69.1,10.6
E00124773,46.8,28.2,24.2,0.8
E00124774,0.9,26.7,68.1,4.3
E00124775,12.5,29.2,49.2,9.2
E00124776,1.8,16.2,64.9,17.1
E00124777,3,19.4,62.7,14.9
E00124778,15.9,36.6,37.9,9.7
E00124779,4.4,24.3,63.2,8.1
E00124780,17.2,19.7,56.6,6.6
E00124804,35,12.5,50.8,1.7
E00124805,24.6,12.7,58.5,4.2
E00124806,7.6,29.5,44.7,18.2
E00124808,1.4,12.2,82.7,3.6
E00124809,1.5,13.2,80.1,5.1
E00124810,38.1,10.1,46,5.8
E00124811,12.1,21,61.3,5.6
E00124812,0,2.6,94.8,2.6
E00124813,18.1,7.1,73.2,1.6
E00124814,37.2,19.2,37.2,6.4
E00124815,0,12.1,83.1,4.8
E00124816,25,6.1,52.3,16.7
E00124817,0,12.3,77.7,10
E00124818,0.8,69.6,24,5.6
E00124819,0,14.2,77.2,8.7
E00124820,0,42.8,44.9,12.3
E00124846,4.6,68.5,26.9,0
E00124847,6.1,53.9,35.8,4.2
E00124848,16.9,39,38.2,5.9
E00124849,42.9,23.5,29.4,4.1
E00124850,10.8,52.5,30.2,6.5
E00124851,0.9,6.1,67.5,25.4
E00124852,10.6,19.5,61.8,8.1
E00124853,32.4,29.6,36.1,1.9
E00124854,5.4,30.2,61.2,3.1
E00124855,47.8,14,33.1,5.1
E00124856,16.7,23.9,55.1,4.3
E00124857,23.3,44.8,19.8,12.1
E00124858,4.6,10.2,38.9,46.3
E00124859,11.6,11.6,53.7,23.1
E00124860,3.1,25.2,62.6,9.2
E00124861,0.9,4.4,86,8.8
E00124862,14.2,35.5,43.3,7.1
E00124863,0,24.5,65.1,10.4
E00124864,6,14.7,56.9,22.4
E00124865,21.6,29.9,33,15.5
E00124866,9.4,42.8,42,5.8
E00124867,2.9,35,39.4,22.6
E00124868,0.8,23.1,62.8,13.2
E00124869,13.4,49,18.8,18.8
E00124870,1.6,20.3,64.2,13.8
E00124871,2.2,22.1,55.9,19.9
E00124872,56.6,17.2,20.5,5.7
E00124873,1.5,20,60.7,17.8
E00124874,2.2,52.9,41.2,3.7
E00124875,6.1,37.1,41.7,15.2
E00124876,1.6,44.1,44.9,9.4
E00124877,14,29.8,42.1,14
E00124878,2.7,62.2,14.4,20.7
E00124879,7.9,33.1,49.6,9.4
E00124880,23.2,44,25.6,7.2
E00124881,1.8,15.4,49.3,33.5
E00124882,64.6,8.4,15.2,11.8
E00124883,31.4,39.5,26.9,2.2
E00124884,28.5,18,50.6,2.9
E00124885,0.8,2.5,53.3,43.4
E00124886,0,7,66.4,26.6
E00124887,11.5,13,50.4,25.2
E00124888,25.5,13.3,52,9.2
E00124889,14.6,14.6,36.1,34.8
E00124891,0.9,5.1,51.3,42.7
E00124892,7.9,38.6,30.7,22.8
E00124893,27.9,21.7,28.7,21.7
E00124894,4.6,6.1,48.2,41.1
E00124937,1.3,19.2,44.9,34.6
E00124959,8.9,32.9,39.2,19
E00124960,9,38.5,30.3,22.1
E00124962,2.9,17,38.3,41.7
E00124963,4,36.3,36.3,23.4
E00124964,13.6,27.3,50.9,8.2
E00124965,20.7,36.9,27.4,15.1
E00124966,18,35,39,8
E00124967,0,17.5,72.7,9.8
E00124968,0.7,11.5,79.9,7.9
E00124969,5.5,38.7,47.9,8
E00124970,7.2,25,54.4,13.3
E00124971,14.2,18.9,52,15
E00124972,7.5,37.7,31.5,23.3
E00124973,3.4,21.5,59.7,15.4
E00124975,0.8,23.8,61.9,13.5
E00124976,42,28.6,25.9,3.6
E00124977,9.8,33.8,28.6,27.8
E00124978,2.4,19.2,69.6,8.8
E00124979,0,27.6,56.1,16.3
E00124980,10.2,20.9,46,23
E00124981,10.3,33.1,36.8,19.9
E00124982,7.6,13.3,25.3,53.8
E00124984,1.7,26.6,47.3,24.5
E00124985,2.4,28.8,40,28.8
E00124986,5,7.1,60.3,27.7
E00124987,15.8,25.4,52.5,6.2
E00124988,0,32.8,57.1,10.1
E00124989,1.5,47,44.8,6.7
E00124990,17.4,29.7,42,10.9
E00124991,2.3,19.1,44.3,34.4
E00124992,0.5,4.3,41.7,53.5
E00124993,2.9,26.8,53.6,16.7
E00124996,6.1,7.9,50.9,35.1
E00124997,5.1,12.7,49.4,32.9
E00124998,0,15.7,33.7,50.6
E00124999,1.7,5.1,57.6,35.6
E00125000,0,5.8,41,53.2
E00125001,0,1.5,52.3,46.2
E00125002,2.5,35,44.2,18.3
E00125003,0,44.8,33.6,21.6
E00125004,1.6,30.2,42.9,25.4
E00125005,0,4.8,68.3,27
E00125006,0.8,12.2,58,29
E00125007,0,4.9,62.3,32.8
E00125008,17.8,33.3,38.8,10.1
E00125009,10.3,34.1,42.1,13.5
E00125010,5.1,30.7,49.6,14.6
E00125011,3.9,28.7,47.3,20.2
E00125012,2.6,47,38.5,12
E00125013,2.3,38.9,36.6,22.1
E00125014,0,6.8,31.8,61.4
E00125015,0,15,45,40
E00125016,0,1.6,90.6,7.8
E00166872,0.9,18.7,49.3,31.1
E00166874,0.8,23,58.7,17.5
E00166875,0.8,19.4,36.3,43.5
E00166878,0,34.5,40,25.5
E00166880,0.8,12.2,30.1,56.9
E00166881,6.1,31.1,37.1,25.8
E00166883,1.7,18.3,27,53
E00166884,4.8,4,40.5,50.8
E00166886,0.7,16.1,54,29.2
E00166888,8.2,18.4,36.1,37.3
E00166889,13.8,47.7,29.4,9.2
E00166891,3,34.7,46.5,15.8
E00166892,7.9,25.7,43.6,22.8
E00166894,2.2,19.8,40.7,37.4
E00166895,1.8,3.6,91,3.6
E00166897,0.8,31,46.5,21.7
E00166898,0.8,8.5,21.5,69.2
E00166900,5.4,9.2,33.8,51.5
E00166902,3.4,44.6,32.6,19.4
E00166903,5.8,29.8,24.8,39.7
E00166905,45.5,39.3,8.9,6.3
E00166906,8,32.1,35.7,24.1
E00166908,4.1,32,44.8,19.2
E00166909,2.7,52.1,35.6,9.6
E00166911,7.8,12.1,34.8,45.4
E00166912,1.5,45.2,25.2,28.1
E00166914,0.7,12.2,57.6,29.5
E00166916,7.2,23.7,55.3,13.8
E00166917,6.8,44.3,37.5,11.4
E00166919,5.3,46.3,28.4,20
E00166920,8.7,36.5,51,3.8
E00167520,0,1.7,17.9,80.3
E00167521,0,14.5,34.2,51.3
E00167522,11.5,56.9,18.5,13.1
E00167529,11,33.8,35.1,20.1
E00167530,0,12.2,51.1,36.6
E00167535,3.4,25.2,44.9,26.5
E00186665,4.1,19.5,38,38.5
E00189633,4.8,19.2,51.2,24.8
E00189638,5.6,32.5,46.8,15.1
E00189641,0,38,46.5,15.5
E00189649,3.7,20.1,34.3,41.8
E00189650,0,4.8,9.7,85.5
E00189654,5.8,16.7,62.5,15
E00189655,0,31.1,50.4,18.5
E00189667,0,2.9,46.3,50.7
E00189671,3.2,40.3,33.1,23.4
E00189701,1.5,16.2,31.5,50.8
E00189717,20.3,23.7,38.1,17.8
E00189723,6.2,33.1,36.9,23.8
E00189727,1.6,19.8,31,47.6
E00189728,4.7,25.6,47.3,22.5
E00189730,11.3,38.7,18.9,31.1
E00189733,11.7,39.1,36.7,12.5
E00189735,2.5,53.8,38.7,5
E00189738,3.7,29.1,58.2,9
E00189740,13.2,13.2,51.2,22.3
E00189742,0.8,20.3,50,28.9
E00189745,8.5,28,50,13.6
E00189752,3.1,29.5,47.3,20.2
E00189753,8.7,20.3,38.4,32.6
E00189756,1.6,26.6,56.5,15.3
E00189757,1,33,52.6,13.4
E00189767,12.2,52.2,27.8,7.8
E00189769,21.2,31,38.1,9.7
E00189776,2.8,15.5,69,12.7
E00189779,0,37.7,57.4,4.9
E00190165,0.8,21.7,42.5,35
E00190167,9.8,14.3,41.1,34.8
E00190215,10,54.2,30.8,5
E00190218,26.1,58.8,15.1,0
