areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00121780,5.1,28.7,66.2
E00121781,3.4,30.4,66.2
E00121782,6.2,37.7,56.2
E00121783,5,21.4,73.5
E00121784,8.2,33.3,58.5
E00121785,4.8,29.9,65.3
E00121786,3.3,32.2,64.5
E00121787,4.6,40.5,55
E00121788,6.3,19.5,74.2
E00121789,3.8,22,74.2
E00121790,9.1,20.5,70.5
E00121791,2.8,34.1,63.1
E00121792,6.8,22.7,70.5
E00121793,0,17.9,82.1
E00121794,6.3,25.9,67.8
E00121795,9.6,21.2,69.2
E00121796,5.4,15.5,79.1
E00121797,6.7,16.7,76.7
E00121798,4.5,16.4,79.1
E00121802,8.2,29.5,62.3
E00121804,3.1,22,74.8
E00122013,8.3,18.2,73.6
E00122014,6.7,23.3,70
E00122021,3.7,15.7,80.6
E00122031,4.2,24.6,71.2
E00122032,3.7,31.8,64.5
E00122033,6.2,28.3,65.5
E00122034,4.3,19.7,76.1
E00122056,1.4,52.9,45.7
E00122057,2.9,32.2,64.9
E00122058,3.3,21.3,75.4
E00122059,4,22.5,73.5
E00122060,2.2,39.3,58.5
E00122061,2.5,56.8,40.7
E00122062,2.4,52.8,44.7
E00122105,2.7,23.3,74
E00122106,7.1,22.9,70
E00122107,9,24.1,66.9
E00122110,9.3,24,66.7
E00122111,3.5,41.7,54.9
E00122112,8.1,17.9,74
E00122114,5.1,22.2,72.8
E00122115,10.3,22.8,66.9
E00122116,4.9,26.4,68.8
E00122117,6.5,16.9,76.6
E00122118,6.3,6.3,87.4
E00122119,13.1,18,68.9
E00122120,8.9,26.7,64.4
E00122121,6.5,26.6,66.9
E00122122,10.2,36.7,53.1
E00122125,6.7,21.5,71.9
E00122126,8.5,25.5,66
E00122128,6,20.1,73.9
E00122129,6.3,21.5,72.2
E00122130,1.4,25.5,73.1
E00122131,0.7,41.5,57.7
E00122132,5.3,18.2,76.5
E00122133,2.5,25.4,72.1
E00122134,6.1,18.9,75
E00122135,3.6,26.3,70.1
E00122136,6.3,26.8,66.9
E00122146,3.9,37.2,58.9
E00122157,3.8,20.5,75.8
E00122158,4.4,31.6,64
E00122159,2.1,62,35.9
E00122160,5,43,52.1
E00122161,5.4,30.2,64.4
E00122162,4.3,33.3,62.3
E00122163,11.3,21,67.7
E00122164,3.9,27.1,69
E00122165,2.1,40.1,57.7
E00122166,4.4,31.6,64
E00122167,11.5,21.3,67.2
E00122169,8.1,14.6,77.2
E00122170,4.9,23.3,71.8
E00122171,7.4,20.7,71.9
E00122172,7.9,28.3,63.8
E00122173,7.8,26.6,65.6
E00122174,5.7,20.5,73.8
E00122175,4.7,31.5,63.8
E00122192,5.6,31,63.4
E00122193,8.5,21.1,70.4
E00122194,9.2,16.7,74.2
E00122195,11.7,16.9,71.4
E00122196,4.3,18.3,77.4
E00122197,12.4,33,54.6
E00122198,6.7,21.8,71.4
E00122199,6.7,30.3,63
E00122201,4.3,63,32.6
E00122202,4.5,29.1,66.4
E00122203,5.7,37.9,56.3
E00122204,5.3,21.1,73.7
E00122205,6.6,38.8,54.5
E00122206,3.6,29.8,66.7
E00122207,4.9,36.9,58.2
E00122208,1,38.4,60.6
E00122209,3.1,58,38.9
E00122210,3.2,26.2,70.6
E00122211,3.4,40.4,56.2
E00122212,7.9,36,56.1
E00122213,3.1,41.7,55.2
E00122214,7.8,44.2,48.1
E00122215,0.9,44.4,54.6
E00122216,4.1,42.9,53.1
E00122217,6.8,38.3,54.9
E00122218,9.2,30.3,60.6
E00122219,7.3,63.5,29.2
E00122220,5.8,28.1,66.1
E00122221,7.2,22.5,70.3
E00122379,3.1,27.7,69.2
E00122380,9.9,25.6,64.5
E00122381,7.5,36.7,55.8
E00122382,4.5,28.8,66.7
E00122383,4.9,36.6,58.5
E00122384,3.4,28.6,68
E00122385,8.1,33.8,58.1
E00122386,5.2,31.4,63.4
E00122387,4.4,37.8,57.8
E00122388,4.3,20.1,75.5
E00122389,6.3,24.3,69.4
E00122390,2.2,22.4,75.4
E00122391,5.3,33.6,61.1
E00122392,7.3,35.5,57.3
E00122394,4,18.4,77.6
E00122395,5.9,25.2,68.9
E00122396,5.8,28.8,65.5
E00122397,6.3,26.8,66.9
E00122398,6.2,21.1,72.7
E00122399,7.4,17.1,75.4
E00122400,7.6,24.1,68.4
E00122401,4.7,34.9,60.5
E00122402,3.8,30.4,65.8
E00122423,5.6,23.4,71
E00122424,3.6,30.6,65.8
E00122426,1.6,22.8,75.6
E00122427,2.5,31.7,65.8
E00122428,2.4,38.8,58.8
E00122429,5.8,35.3,59
E00122430,3,28.9,68.1
E00122431,2.3,43.2,54.5
E00122432,8.6,32.8,58.6
E00122435,3.6,27.9,68.6
E00122436,3.3,26,70.7
E00122437,5.6,35.7,58.7
E00122507,8.9,28.5,62.6
E00122508,7,21.7,71.3
E00122511,7.6,21.2,71.2
E00123669,2.7,27.5,69.8
E00123670,6,25.9,68.1
E00123671,6.3,33.6,60.1
E00123672,2.1,42.8,55.2
E00123673,5,22.7,72.3
E00123674,2,44.6,53.4
E00123675,13.3,18.7,68.1
E00123676,5,24.4,70.6
E00123677,5.2,27.6,67.2
E00123680,3.4,14.6,82
E00123800,6.7,16.7,76.7
E00123805,3,24.2,72.7
E00123808,6.3,10.4,83.3
E00124617,3,32.3,64.7
E00124618,3.4,64,32.6
E00124619,5,33.3,61.7
E00124620,3.7,47.8,48.5
E00124621,5.6,26.4,68
E00124622,5,25.2,69.8
E00124623,1.5,41.4,57.1
E00124624,8.6,43.1,48.3
E00124625,3,44.4,52.7
E00124627,5.2,34.9,59.9
E00124629,12.8,16.2,70.9
E00124630,4.2,33.3,62.5
E00124631,9.3,15.7,75
E00124632,3.6,35.6,60.8
E00124633,3.2,52.3,44.6
E00124634,3.4,28.4,68.1
E00124635,8.4,15.9,75.7
E00124638,5.5,14.8,79.7
E00124639,4.2,18.9,76.9
E00124642,8.6,28.6,62.9
E00124643,3.6,32.4,64
E00124644,5.6,20.1,74.3
E00124645,7.8,26.7,65.5
E00124646,4.8,31.5,63.7
E00124647,7.3,24.1,68.6
E00124648,4.6,23.5,71.9
E00124649,2.5,19,78.5
E00124650,5.3,23.4,71.3
E00124651,9.8,26.2,63.9
E00124652,5.2,30.4,64.3
E00124653,2.8,34.9,62.4
E00124654,10.5,24.3,65.1
E00124655,4.5,21.2,74.2
E00124656,3.3,22.4,74.3
E00124657,5,22.9,72.1
E00124658,4.2,27.1,68.8
E00124659,6.5,20.4,73.1
E00124660,7.5,31.1,61.4
E00124661,4.8,58.2,37
E00124662,1.4,24.8,73.8
E00124663,3,60.2,36.8
E00124664,8.2,37.3,54.5
E00124665,6,30.8,63.2
E00124666,9.2,26.8,64.1
E00124667,11.2,18.4,70.4
E00124668,7.8,17.7,74.5
E00124669,7.4,30.9,61.8
E00124670,6.5,22.6,71
E00124671,3.4,22.7,73.9
E00124672,6.5,32.6,60.9
E00124674,12.2,27.5,60.3
E00124675,4.4,18.2,77.4
E00124676,7.6,18.8,73.6
E00124677,7.3,16.1,76.6
E00124678,5.3,28.6,66.2
E00124680,8.7,26.8,64.5
E00124681,5.1,29.9,65
E00124682,3.4,33.1,63.6
E00124683,4.4,21.5,74.1
E00124684,6.6,31.6,61.8
E00124685,5.8,25,69.2
E00124686,7.3,17.9,74.8
E00124687,10.9,19.1,70
E00124688,6.7,23.5,69.8
E00124689,12.2,20.4,67.3
E00124690,5.2,31.6,63.2
E00124691,6.6,22.6,70.8
E00124692,4.9,19.5,75.6
E00124693,4.4,25.6,70
E00124694,4.5,31.3,64.2
E00124697,7.3,24.1,68.6
E00124698,5.5,26.2,68.3
E00124699,2.5,45.1,52.5
E00124700,3.2,37.3,59.5
E00124701,5.7,13,81.3
E00124702,3,26.7,70.4
E00124703,6.1,19,74.9
E00124704,2.2,20.1,77.7
E00124705,8.5,22,69.5
E00124707,3.7,24.4,71.9
E00124709,5.2,31.3,63.4
E00124710,7.3,30.4,62.3
