geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00083820,89,3.7,0,7.3
E00083822,87.9,6.1,0.8,5.3
E00083823,90,6.8,0.9,2.3
E00083824,89.4,5.7,0.8,4.1
E00083828,90.3,6.2,0,3.4
E00083829,92.7,1.8,0,5.5
E00083830,95.7,3,0,1.3
E00083831,91.9,6.5,0,1.6
E00083832,89,7.1,0.6,3.2
E00083833,85.3,6,0,8.6
E00083834,92.4,4.3,0,3.3
E00083835,91.4,4,1.3,3.3
E00083836,89.2,7.9,0,2.9
E00083837,91.3,3.7,0.6,4.3
E00083848,90.8,4.6,0,4.6
E00083850,88.2,10.9,0,0.9
E00083851,91,6.6,0.8,1.6
E00155432,97.1,1.5,0,1.5
E00155433,95.3,2.7,1.3,0.7
E00155434,96.2,3.8,0,0
E00155436,87.2,4.6,3.7,4.6
E00155437,86.5,6.7,2.9,3.8
E00155438,87.9,4.3,1.7,6
E00155439,95.7,3,0,1.2
E00155446,95.3,3.7,0,0.9
E00155450,94.2,5,0.8,0
E00155451,98.1,1.9,0,0
E00155453,96.3,1.9,0,1.9
E00156448,92.6,2.5,1.7,3.3
E00156449,86.9,7,1.9,4.2
E00156450,98.3,0.9,0,0.9
E00156452,88.3,6.7,0.8,4.2
E00156453,95,0,0.8,4.1
E00156454,92,2.7,0.9,4.4
E00156455,97.6,2.4,0,0
E00156458,96.7,3.3,0,0
E00156459,88.3,4.8,0.7,6.2
E00156462,68.9,6.1,1.5,23.5
E00156463,83.8,5.1,3.4,7.7
E00156464,93,0.9,0.9,5.3
E00156465,91.3,4.7,1.6,2.4
E00156505,75,8.3,4.2,12.5
E00156515,86.2,8.3,0.9,4.6
E00156516,90.6,4.3,0,5.1
E00156517,83.2,8.1,5.4,3.4
E00156519,94.4,2.8,0.7,2.1
E00156520,91.3,4.3,0.7,3.6
E00156521,89.6,5.2,0.9,4.3
E00156522,88.2,6.3,2.4,3.1
E00156848,93.9,3.5,0,2.6
E00156849,91.7,3.8,1.9,2.5
E00156850,98.3,1.7,0,0
E00156852,95.9,0.8,0.8,2.4
E00156853,95.8,3.3,0,0.8
E00156854,90.8,4.2,1.7,3.4
E00156855,99.1,0,0.9,0
E00156856,95.6,1.5,0.7,2.2
E00156857,95.1,3.7,0,1.2
E00156858,86.9,5.1,1.5,6.6
E00156859,93.8,4.2,0,2.1
E00156861,91,6.2,0,2.8
E00156862,94.4,2.8,1.4,1.4
E00156863,90.3,1.6,1.6,6.5
