geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00083820,22.2,34.3,12,31.5
E00083822,26.5,40.2,11.4,22
E00083823,30.7,39,11,19.3
E00083824,43.4,34.4,9,13.1
E00083828,27.8,26.4,16.7,29.2
E00083829,27.3,29.1,14.5,29.1
E00083830,51.9,25.1,9.5,13.4
E00083831,18.3,31.7,23.3,26.7
E00083832,31,32.3,12.3,24.5
E00083833,20.7,35.3,19.8,24.1
E00083834,33,37.4,18.7,11
E00083835,32,34,15.3,18.7
E00083836,13.6,40.7,16.4,29.3
E00083837,15.5,32.9,21.1,30.4
E00083848,15.9,36.4,20.5,27.3
E00083850,15.3,34.2,19.8,30.6
E00083851,7.6,35.6,30.5,26.3
E00155432,19.7,34.3,18.2,27.7
E00155433,25.5,34.9,20.8,18.8
E00155434,21.8,36.8,16.5,24.8
E00155436,10.1,45.9,18.3,25.7
E00155437,10.7,23.3,32,34
E00155438,5,29.4,31.1,34.5
E00155439,35.2,37,10.9,17
E00155446,21,48.6,15.2,15.2
E00155450,25,37.5,17.5,20
E00155451,18.1,41.9,13.3,26.7
E00155453,29.2,32.1,12.3,26.4
E00156448,16.8,50.4,12.6,20.2
E00156449,45.5,28.2,16.9,9.4
E00156450,21.6,40.5,19,19
E00156452,18.2,45.5,16.5,19.8
E00156453,56.7,27.5,7.5,8.3
E00156454,12.3,25.4,15.8,46.5
E00156455,18.8,39.8,14.1,27.3
E00156458,33.6,32.8,11.5,22.1
E00156459,27.6,35.9,16.6,20
E00156462,36.1,40.6,15,8.3
E00156463,26.1,30.3,21.8,21.8
E00156464,43.9,34.2,11.4,10.5
E00156465,28.6,37.3,16.7,17.5
E00156505,23.4,36.4,14.3,26
E00156515,25.5,37.3,20.9,16.4
E00156516,19.7,28.2,18.8,33.3
E00156517,25.2,35.8,19.9,19.2
E00156519,14.6,38.2,21.5,25.7
E00156520,24.3,36.4,10,29.3
E00156521,15.8,39.5,17.5,27.2
E00156522,18.8,32,18,31.3
E00156848,15.5,44.8,20.7,19
E00156849,28,35.7,15.9,20.4
E00156850,16.5,47.8,16.5,19.1
E00156852,56.2,17.4,14,12.4
E00156853,35,33.3,20,11.7
E00156854,35.3,35.3,10.9,18.5
E00156855,19,35.5,26.4,19
E00156856,27,38.7,15.3,19
E00156857,16.6,39.9,19,24.5
E00156858,27.8,32.3,20.3,19.5
E00156859,29.2,22.9,16.7,31.3
E00156861,28.5,31.3,20.8,19.4
E00156862,28,33.6,16.1,22.4
E00156863,66.1,22.6,4,7.3
E00156864,37.1,28.2,12.1,22.6
E00156865,29.4,37.3,13.5,19.8
E00156866,30.8,22.2,22.2,24.8
E00156867,27.9,36.9,18,17.2
E00156868,29.7,37,13.8,19.6
E00156869,21.4,38.1,17.5,23
E00156870,33.6,32.8,11.2,22.4
E00156871,26.8,37.5,12.5,23.2
E00156872,26.4,36.8,16,20.8
E00156875,15.5,42.7,15.5,26.2
E00156876,14.1,38,24.6,23.2
E00156877,25,34.5,21.6,19
E00156878,30.7,29.8,13.2,26.3
E00156879,18.3,43,15.5,23.2
E00156880,22.1,43,18.1,16.8
E00156881,22.2,34,22.2,21.6
E00156882,26,40.9,15.7,17.3
E00156883,33.6,40.8,12.8,12.8
E00156884,34.4,35.7,14.9,14.9
E00156885,22.9,40,8.6,28.6
E00156886,20.5,50.4,15,14.2
E00156887,32.8,46.4,10.4,10.4
E00156888,26.6,39.8,16.4,17.2
E00156889,31.2,27.9,18.2,22.7
E00156890,33.6,31.9,19.8,14.7
E00156929,18.1,44.9,16.5,20.5
E00156930,12.5,42.5,20.8,24.2
E00156933,22.5,41.9,16.3,19.4
E00156936,10,32.3,25.4,32.3
E00156937,45.9,26.7,14.4,13
E00156939,22.5,29.8,22,25.7
E00156940,17.3,43.3,17.3,22
E00156943,17.5,37.7,13.2,31.6
E00156944,26.6,24.2,20.2,29
E00156946,32.3,36.3,18.5,12.9
E00156947,42.3,34,9,14.7
E00156948,57.8,25,11.7,5.5
E00156949,29.4,40.4,11,19.1
E00156950,10.7,40.5,22.9,26
E00156951,17.9,45.5,13.8,22.8
E00156952,23.4,41.9,16.1,18.5
E00156953,25.8,35,20,19.2
E00156954,24.3,43.2,18.9,13.5
E00156955,16.3,33.3,22.8,27.6
E00156956,22.8,38.6,20.5,18.1
E00156957,10.4,52.8,13.6,23.2
E00156958,19.3,46.2,22.7,11.8
E00156959,17.1,41.9,19.7,21.4
E00156960,22.3,40.5,11.6,25.6
E00156961,37.5,39.8,11.7,10.9
E00156962,49.2,33.8,9.2,7.7
E00156963,20.8,40,14.2,25
E00156964,21.3,36.2,19.7,22.8
E00156965,29.3,33.6,20.7,16.4
E00156966,35.9,25.2,16,22.9
E00156967,16.7,34.8,28,20.5
E00156968,12.1,19.2,22.2,46.5
E00157077,12.4,29.8,22.3,35.5
E00157078,8.5,31.8,25.6,34.1
E00157080,15.3,33.3,16.7,34.7
E00157081,18.7,31.7,17.9,31.7
E00157082,22.9,42.4,10.4,24.3
E00157083,16.5,33.1,19,31.4
E00157084,14.7,40.5,12.9,31.9
E00157085,10.6,37.4,19.5,32.5
E00157087,29.2,35.4,21.2,14.2
E00157088,27.1,29,20.6,23.4
E00157089,18,30,22,30
E00157090,14.4,31.4,11,43.2
E00157091,28.5,36.9,16.2,18.5
E00157092,41.7,38.1,12.9,7.2
E00157093,20.6,38.9,20.6,19.8
E00157094,19.8,41.2,14.5,24.4
E00157095,21.3,38.3,20.6,19.9
E00157096,20.2,36.1,21,22.7
E00157097,21.1,43,16.4,19.5
E00157098,21.8,28.2,18.2,31.8
