geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00083820,76.7,4.5,18.8
E00083822,88.1,2.9,9
E00083823,82.7,1.8,15.5
E00083824,86.8,3,10.2
E00083828,84.5,2.4,13.1
E00083829,89.6,4.5,5.9
E00083830,93,2.3,4.7
E00083831,81.4,6,12.6
E00083832,88.1,1.5,10.3
E00083833,73.8,2.3,23.9
E00083834,88.4,1,10.6
E00083835,73.1,6.6,20.3
E00083836,77.9,3.9,18.2
E00083837,82.2,2.9,14.9
E00083848,85.9,4,10.1
E00083850,87.2,1.2,11.6
E00083851,82.1,3.5,14.4
E00155432,90.5,4.2,5.3
E00155433,91.4,1.1,7.5
E00155434,93.7,0.3,6
E00155436,86.1,1,12.9
E00155437,85.6,2.2,12.2
E00155438,85.4,2.2,12.4
E00155439,92.3,4.1,3.6
E00155446,92.6,2.5,4.9
E00155450,90.3,2.4,7.3
E00155451,95.3,2.5,2.2
E00155453,92.7,0.8,6.5
E00156448,89.6,2.7,7.7
E00156449,84.2,1.7,14.1
E00156450,94.6,0.4,5.1
E00156452,84.5,4.9,10.5
E00156453,92.3,0.5,7.2
E00156454,89.9,1.3,8.8
E00156455,92.2,2.1,5.7
E00156458,93.2,3.1,3.7
E00156459,86.4,1.7,11.9
E00156462,52,3.7,44.2
E00156463,84.1,1,14.9
E00156464,83.9,2.8,13.4
E00156465,87,2.7,10.4
E00156505,80,1.1,18.9
E00156515,77.9,1.2,20.9
E00156516,85.2,5.3,9.4
E00156517,74.7,6.6,18.7
E00156519,87.1,4.1,8.7
E00156520,88.3,6.4,5.3
E00156521,79.6,3.8,16.6
E00156522,90,3.1,6.8
E00156848,93,2.8,4.2
E00156849,91.1,2.2,6.7
E00156850,94.4,2.8,2.8
E00156852,94.8,2.2,3.1
E00156853,94.9,2,3.1
E00156854,91.4,2.3,6.3
E00156855,91.2,3.4,5.4
E00156856,97.4,0.3,2.2
E00156857,93,2.1,4.9
E00156858,86,2.8,11.2
E00156859,88.2,1.3,10.5
E00156861,92,1.9,6.1
E00156862,93.8,2.4,3.9
E00156863,84.1,1.5,14.4
E00156864,91.7,2.1,6.2
E00156865,90.4,2,7.6
E00156866,91.4,0,8.6
E00156867,94.2,1.8,4
E00156868,89.3,3.5,7.3
E00156869,95,1.9,3.1
E00156870,89.8,3.2,7.1
E00156871,92.9,0.7,6.4
E00156872,94.2,1.7,4.1
E00156875,95.9,2.3,1.7
E00156876,96.2,1.3,2.4
E00156877,95.7,0.4,4
E00156878,94.2,1.4,4.5
E00156879,89.6,3.1,7.3
E00156880,91.8,3.7,4.5
E00156881,88.9,4.4,6.7
E00156882,95.1,0.7,4.2
E00156883,95.1,1.1,3.8
E00156884,85.6,1.8,12.6
E00156885,94.3,1.9,3.8
E00156886,93.2,2.4,4.4
E00156887,95.3,1.2,3.5
E00156888,92.3,1.7,6
E00156889,95,0.8,4.2
E00156890,93.1,1.9,5
E00156929,95,1.2,3.7
E00156930,89.1,2.6,8.3
E00156933,93.7,1.7,4.7
E00156936,96.8,1.3,1.9
E00156937,90.9,0.3,8.7
E00156939,89.8,3.1,7.1
E00156940,89.7,5.1,5.1
E00156943,94.8,1.3,3.9
E00156944,93.8,1.2,5
E00156946,95.9,1,3.1
E00156947,92.1,3.5,4.4
E00156948,86.7,1.9,11.4
E00156949,96.5,0,3.5
E00156950,92.4,3.4,4.2
E00156951,94.1,2.6,3.3
E00156952,93.7,2.1,4.2
E00156953,93.8,1.4,4.9
E00156954,98.4,0.4,1.2
E00156955,97,1.8,1.2
E00156956,94.8,0.7,4.6
E00156957,97.8,1.2,0.9
E00156958,95.6,1.1,3.3
E00156959,94.5,1.4,4.2
E00156960,93.7,1.9,4.4
E00156961,93.1,1.6,5.3
E00156962,89.7,3.1,7.1
E00156963,95.3,1.3,3.4
E00156964,92.7,0.6,6.7
E00156965,92.8,1.3,6
E00156966,95,1,4
E00156967,93.9,0.6,5.5
E00156968,82.1,8.5,9.4
E00157077,96.8,1.7,1.4
E00157078,90.8,4.5,4.7
E00157080,95.3,1.4,3.3
E00157081,93.2,3,3.9
E00157082,94.3,2,3.7
E00157083,93.3,3,3.6
E00157084,93.6,2.9,3.5
E00157085,96.9,0.3,2.8
E00157087,88,3.5,8.5
E00157088,98.9,0,1.1
E00157089,97.9,1.4,0.7
E00157090,85.8,6.5,7.7
E00157091,86.3,3.1,10.6
