geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00002554,8.1,11.4,55,25.5
E00002555,6.9,9,41,43.1
E00002556,5.2,13.2,46.2,35.4
E00002571,24.6,22.1,23.8,29.5
E00002572,5.5,8.7,19.7,66.1
E00002573,16,25.3,37.3,21.3
E00002575,18.5,13.8,48.5,19.2
E00002576,17.3,33.6,20.9,28.2
E00002587,44.4,35.5,3.2,16.9
E00002588,14.3,16.3,40.1,29.3
E00002589,8.2,8.8,23.1,59.9
E00002591,18.6,26.3,10.9,44.2
E00002592,20.9,21.6,16.4,41
E00002593,43.2,30.9,3.6,22.3
E00002594,18.2,13.6,22.7,45.5
E00002595,20.5,31.4,19.2,28.8
E00002596,13.4,26.3,15.1,45.3
E00002597,18.5,27.4,17.1,37
E00002598,14.8,29.7,18.7,36.8
E00002599,19.9,18.8,40.3,21
E00002600,19,24.8,11.6,44.6
E00002601,10.2,18.2,40.3,31.3
E00002602,15.8,21.1,31.6,31.6
E00002603,8.8,13.7,36.3,41.2
E00002604,18.3,16.6,14.9,50.3
E00002605,7.8,25.6,43.4,23.3
E00002606,19.6,22.5,26.5,31.4
E00002809,21.4,23.9,9.4,45.3
E00002812,22.1,28.2,23.7,26
E00002813,13.5,28.8,20.7,36.9
E00002814,25.2,35.1,6.3,33.3
E00002817,25,20,12.5,42.5
E00002818,26.7,26.7,26,20.6
E00002819,18.2,26.6,21.4,33.8
E00002823,19.4,26.5,17.3,36.7
E00002835,46.7,32.5,4.2,16.7
E00002841,39.7,27.8,3.2,29.4
E00002842,14.7,31,21.6,32.8
E00002843,21.6,28.9,15.5,34
E00005978,5.3,2.3,79.7,12.8
E00005980,22.1,21.4,31.7,24.8
E00005993,41.4,35.3,1.5,21.8
E00006008,9.4,16.2,11.1,63.2
E00006182,12.1,19,25,44
E00006183,6.7,23,7.9,62.4
E00006190,16.7,25.7,9.7,47.9
E00006191,26.8,10.9,24.6,37.7
E00006192,17.6,13.9,29.1,39.4
E00006195,10.7,21.4,24.3,43.6
E00006197,24.6,20.4,7.2,47.9
E00006201,3.2,14.4,68,14.4
E00006203,12,16.8,53.6,17.6
E00006204,17.8,13.2,15.7,53.3
E00006206,20.7,12.9,12.1,54.3
E00006207,16.9,15.6,35.1,32.5
E00006208,19.8,14.9,32.2,33.1
E00006209,22.3,14.9,12.2,50.7
E00006210,21,14.5,15.2,49.3
E00006211,13.1,7,7,72.9
E00006212,26.1,30.1,10.5,33.3
E00006213,9.5,8.6,41.4,40.5
E00006214,20.8,20,45.4,13.8
E00006216,9.8,26.3,51,12.9
E00006217,17.8,18.5,32.2,31.5
E00006218,27.3,16.7,9.1,47
E00006220,27.9,17.1,2.3,52.7
E00006221,14.4,18.8,37,29.8
E00009359,5.1,8.8,71.5,14.6
E00009360,13.5,9.9,37.6,39
E00009361,8.5,6.8,65.8,18.8
E00009362,20.3,12.5,45.3,21.9
E00009363,12.6,18,55,14.4
E00009366,9.1,9.1,27.3,54.5
E00009367,2,4.7,71.6,21.6
E00009368,19.9,18.4,33.3,28.4
E00009369,19.8,12.7,24.6,42.9
E00009373,12.2,5.8,65.5,16.5
E00009374,17.3,10.9,57.3,14.5
E00009375,16.7,23,19.8,40.5
E00009376,13.7,8.6,62.6,15.1
E00009377,15.3,14.3,49,21.4
E00009378,13.6,10.4,44.2,31.8
E00009379,1.9,7.4,79.6,11.1
E00009380,7.2,12.8,60.8,19.2
E00009381,15.8,9.5,62.1,12.6
E00009383,3.9,17.6,72.5,5.9
E00009384,15.9,8,64.8,11.4
E00009734,12,9.4,36.8,41.9
E00009794,2.8,3.5,85.8,7.8
