geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00002554,53.2,46.8
E00002555,49.9,50.1
E00002556,54.6,45.4
E00002571,59.5,40.5
E00002572,28.6,71.4
E00002573,72.2,27.8
E00002575,61.2,38.8
E00002576,61.8,38.2
E00002587,60.8,39.2
E00002588,49.7,50.3
E00002589,36.6,63.4
E00002591,54.2,45.8
E00002592,57.3,42.7
E00002593,58.1,41.9
E00002594,46.1,53.9
E00002595,62.9,37.1
E00002596,47.6,52.4
E00002597,60.6,39.4
E00002598,53.6,46.4
E00002599,67.4,32.6
E00002600,58.6,41.4
E00002601,44.2,55.8
E00002602,56.4,43.6
E00002603,53.3,46.7
E00002604,48.3,51.8
E00002605,66.5,33.5
E00002606,59.6,40.4
E00002809,56.4,43.6
E00002812,64.3,35.7
E00002813,66.4,33.6
E00002814,60.2,39.8
E00002817,57.2,42.8
E00002818,63.6,36.4
E00002819,53.5,46.5
E00002823,64,36
E00002835,56.4,43.6
E00002841,57.2,42.8
E00002842,66.3,33.7
E00002843,65.6,34.4
E00005978,64.2,35.8
E00005980,45.2,54.8
E00005993,59.4,40.6
E00006008,56.3,43.7
E00006182,45,55
E00006183,36.8,63.2
E00006190,48.5,51.5
E00006191,53.4,46.6
E00006192,44.6,55.4
E00006195,46.8,53.2
E00006197,42.8,57.2
E00006201,56,44
E00006203,54.9,45.1
E00006204,38.3,61.7
E00006206,34,66
E00006207,47.6,52.4
E00006208,50.1,49.9
E00006209,30,70
E00006210,43.5,56.5
E00006211,27.3,72.7
E00006212,50.4,49.6
E00006213,37.9,62.1
E00006214,57.6,42.4
E00006216,46,54
E00006217,49.6,50.4
E00006218,49.4,50.6
E00006220,31.5,68.5
E00006221,58.7,41.3
E00009359,43.1,56.9
E00009360,50.8,49.2
E00009361,62,38
E00009362,61.1,38.9
E00009363,56.9,43.1
E00009366,46.9,53.1
E00009367,48.5,51.5
E00009368,57.3,42.7
E00009369,49.3,50.7
E00009373,60.4,39.6
E00009374,60.6,39.4
E00009375,53.5,46.5
E00009376,68.4,31.6
E00009377,53.2,46.8
E00009378,55,45
E00009379,40.5,59.5
E00009380,58.8,41.2
E00009381,63.7,36.3
E00009383,47.1,52.9
E00009384,70.4,29.6
E00009734,56.6,43.4
E00009794,61.1,38.9
E00009796,65.1,34.9
E00009797,49.4,50.6
E00009798,56.6,43.4
E00009799,67.6,32.4
E00009800,51.6,48.4
E00009801,49.7,50.3
E00009802,46.5,53.5
E00009803,55.6,44.4
E00009805,56.7,43.3
E00009806,65.4,34.6
E00009807,57.5,42.5
E00009808,55.9,44.1
E00009809,60.6,39.4
E00009810,57.2,42.8
E00009811,50.1,49.9
E00009812,50,50
E00009813,55.7,44.3
E00009815,65.6,34.4
E00009816,67.9,32.1
E00009817,50.6,49.4
E00009826,49.8,50.2
E00009827,52.7,47.3
E00009828,52.7,47.3
E00009829,50,50
E00009830,49.4,50.6
E00009831,49.1,50.9
E00014446,54.3,45.7
E00014450,62.9,37.1
E00014451,54.4,45.6
E00014453,56.3,43.8
E00014456,60.3,39.7
E00014458,62.6,37.4
E00014460,64.9,35.1
E00014615,62.1,37.9
E00014619,64.4,35.6
E00014620,65.6,34.4
E00014624,65.1,34.9
E00014625,61.6,38.4
E00014627,60.2,39.8
E00014629,54.2,45.8
E00014630,67.7,32.3
E00014631,68.3,31.7
E00014632,68,32
E00014633,67,33
E00014635,70.6,29.4
E00014636,72.4,27.6
E00014637,58,42
E00014638,59.9,40.1
E00014640,60.3,39.7
E00014641,60,40
E00014643,60.3,39.7
E00166867,56.1,43.9
E00167291,28.8,71.2
E00167292,21.3,78.7
E00167294,57.1,42.9
E00167295,58,42
E00174711,31,69
E00174714,60.6,39.4
E00174716,54.7,45.3
E00174717,44.3,55.7
E00174718,40.1,59.9
E00174720,34.9,65.1
E00179087,40.7,59.3
E00179099,52.1,47.9
E00179109,30.3,69.7
E00179136,32.1,67.9
E00179145,28.5,71.5
E00179147,41.7,58.3
E00179195,38.5,61.5
E00179203,45.2,54.8
E00179215,38.1,61.9
E00179250,52.1,47.9
E00179261,50,50
E00183098,54.5,45.5
E00183115,62.2,37.8
E00183118,52.7,47.3
E00183134,22.6,77.4
E00183142,29.4,70.6
E00183157,55,45
E00183160,55.1,44.9
E00183165,60.9,39.1
E00183168,65.3,34.7
E00183172,46.1,53.9
E00183184,43.5,56.5
E00183198,49.5,50.5
E00183207,50.4,49.6
E00183215,45.5,54.5
E00183216,44.3,55.7
E00190143,19.6,80.4
