geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00002554,53.4,35.8,4,4,2.8
E00002555,50,31.1,6.8,4.1,8
E00002556,54.5,30.3,5.3,7.3,2.5
E00002571,59.5,26.1,6.2,5.9,2.3
E00002572,28.6,46.2,6.8,13.5,4.9
E00002573,72,20.5,2.3,4,1.2
E00002575,60.6,30.1,6.5,2.5,0.4
E00002576,61.8,24.6,7.5,3.2,2.9
E00002587,61,30.9,5.9,1.7,0.6
E00002588,49.6,35.8,5.9,4.9,3.8
E00002589,36.6,29.9,16.7,10.5,6.2
E00002591,54.1,24.7,11.2,5.6,4.3
E00002592,57.3,29,6.7,4.3,2.7
E00002593,57.7,28.4,8.5,4.4,1.1
E00002594,45.9,34.7,8.8,5.8,4.8
E00002595,62.9,26,3.8,5,2.4
E00002596,47.6,33.8,9.5,4.3,4.8
E00002597,60.4,23.4,6.9,5.2,4
E00002598,53.8,29.1,8.6,6,2.6
E00002599,67.4,22.2,6.3,1.2,3
E00002600,58.8,20.4,9.2,6.5,5.1
E00002601,44.5,35.9,9.6,7,3
E00002602,56.3,25.7,8.8,4.5,4.8
E00002603,53.1,32.5,5.2,5.2,4
E00002604,48.1,30.4,10,6.5,5
E00002605,66.3,22.7,4.9,4.9,1.1
E00002606,59.9,25.8,7.4,3.7,3.2
E00002809,56.4,26.6,6.9,6.3,3.9
E00002812,64.3,26.8,4,1.8,3
E00002813,66.2,26,1.5,2.6,3.7
E00002814,60.2,26.4,9.2,3.5,0.7
E00002817,57.6,26.4,8.3,3.1,4.5
E00002818,63.8,27.7,3.5,1.6,3.5
E00002819,53.8,27.9,8,5.7,4.6
E00002823,64,18.4,4.6,7.5,5.4
E00002835,56.4,32.4,3.9,4.2,3.1
E00002841,57.2,32.4,4.2,4.8,1.4
E00002842,66.1,22.2,5.4,2.8,3.5
E00002843,64.9,21.9,5.7,4.9,2.6
E00005978,64.4,26.3,4.1,2.5,2.8
E00005980,45.1,35.2,6.2,8.7,4.8
E00005993,59.4,25.3,6.6,4.1,4.6
E00006008,55.9,17.8,10.4,10,5.9
E00006182,45,32,11.5,8.6,2.9
E00006183,36.8,31.8,10.4,10.1,11
E00006190,48.6,22.5,11.5,9.9,7.4
E00006191,53,26.5,11.1,2.5,6.9
E00006192,44.2,37.3,7.7,5.1,5.7
E00006195,46.8,28.2,12,9.5,3.5
E00006197,42.9,28.3,7.8,12.9,8
E00006201,56.2,32.5,2.2,4.7,4.4
E00006203,54.8,31.4,5.2,3.4,5.2
E00006204,38.5,26,13.4,12.2,9.9
E00006206,34.1,26.3,12.6,14.8,12.2
E00006207,47.3,25.9,13.8,5.4,7.6
E00006208,50,33,6.6,5.8,4.7
E00006209,30,24.8,20.4,13.8,11
E00006210,43.4,34.8,5.7,10.2,5.9
E00006211,27.4,32.5,14,15.7,10.3
E00006212,50.2,26.1,10.5,6.3,6.9
E00006213,37.6,34.8,10,9.6,8
E00006214,57.4,33.1,3.4,4.6,1.4
E00006216,46.1,35.2,9,6.8,2.8
E00006217,49.2,28.1,9.3,7.3,6.2
E00006218,49.4,26.4,12.6,6.7,4.8
E00006220,31.4,30.4,15.6,12.8,9.9
E00006221,58.7,20.1,13.7,1.9,5.6
E00009359,42.9,46.3,5,3.3,2.5
E00009360,50.7,27.8,8.9,8,4.6
E00009361,62.2,24.3,7.7,2.2,3.6
E00009362,60.8,19.6,3,9.1,7.5
E00009363,56.6,27.5,7.8,4.8,3.3
E00009366,47.4,31.3,7.8,10.4,3.1
E00009367,49.2,33.8,5.8,4.6,6.5
E00009368,56.9,31.7,4.6,3.7,3.1
E00009369,49.1,35.6,8,5.9,1.4
E00009373,60.4,27.2,4.9,4.6,2.9
E00009374,60.8,22.9,6,5,5.3
E00009375,53.3,20.2,10.9,7.9,7.6
E00009376,68.4,17.7,6.2,5.4,2.3
E00009377,53.4,32.8,4.9,2.8,6.1
E00009378,55,23.2,8.2,5.8,7.8
E00009379,40,36.9,11.1,7.1,4.9
E00009380,58.6,25.3,5.4,5.1,5.7
E00009381,63.7,23,4,5.8,3.5
E00009383,47.1,35.9,1.8,7.6,7.6
E00009384,70.4,20.4,3.7,3.2,2.3
E00009734,56.6,26.7,5.4,5.4,5.8
E00009794,60.8,29.6,3,3.3,3.3
E00009796,65.3,24,4.7,2.6,3.5
E00009797,49.3,41.7,5.5,2.6,0.9
E00009798,56.6,32.8,3.4,4.4,2.8
E00009799,67.4,25.1,2.1,2.3,3
E00009800,51.4,39.1,4.1,2.2,3.1
E00009801,49.2,38.9,6.4,3.6,1.8
E00009802,46.9,40.7,3,4.4,4.9
E00009803,56.1,35.5,4.1,1.4,2.9
E00009805,56.7,34.2,4.3,2.3,2.5
E00009806,65.4,26.3,2,3,3.3
E00009807,57.8,32.4,3.6,3.6,2.5
E00009808,55.7,37.4,2.6,1.8,2.6
E00009809,60.2,30.6,5.2,2.2,1.9
E00009810,57.5,25.9,4.2,3.2,9.2
E00009811,50.2,41.8,3.1,1.4,3.4
E00009812,50,40.9,2.5,4.1,2.5
E00009813,55,19.8,8,9.3,8
E00009815,65.4,28.8,3.5,1,1.3
E00009816,67.9,17.1,5.8,1.7,7.5
E00009817,50.6,17.3,12.6,13.8,5.7
E00009826,50.2,33.7,6.5,5.7,3.9
E00009827,53,37.4,2.9,4.4,2.3
E00009828,52.8,41.8,2.1,2.4,0.9
E00009829,49.8,37.1,5.3,5.9,1.9
E00009830,49.1,36.3,4.5,7.4,2.7
E00009831,49,38.4,6.7,4.1,1.8
E00014446,54.3,38.5,2,3,2.3
E00014450,62.9,23.7,4.3,5.2,3.9
E00014451,54.4,18,12.1,10,5.4
E00014453,55,33.3,6.1,0.6,5
E00014456,60.5,25.9,2.6,6.8,4.2
E00014458,62.6,22.5,3.8,3.8,7.3
E00014460,65.1,19.7,7.2,2.4,5.7
E00014615,62.5,34,1.7,0.3,1.5
E00014619,64.4,31.9,3,0,0.7
E00014620,65.6,29.3,1.1,1.4,2.6
E00014624,64.6,30,3.3,1.3,0.8
E00014625,61.6,31.9,2.2,2.9,1.4
E00014627,60.7,32.1,3.6,1.6,2
E00014629,54,35.6,3,3.5,4
E00014630,67.7,29.7,0.6,0,1.9
E00014631,68.7,28.1,1.3,0.6,1.3
E00014632,66.9,29.5,2.3,0.3,1
E00014633,67.2,24.7,4.7,2.4,1
E00014635,70.6,24.6,2.4,1.2,1.2
E00014636,72,23.2,1.4,1.8,1.6
E00014637,58.2,22.2,7.9,7.1,4.5
E00014638,59.9,31.1,6.6,0.5,1.9
E00014640,60.3,27,5.7,4.7,2.3
E00014641,60,35,0.8,2.5,1.7
E00014643,60.8,21.2,6.8,7.2,4
E00166867,55.2,29.1,6,3.7,6
E00167291,29.1,35.5,11.3,14.3,9.9
E00167292,21.1,42.8,12.5,14.5,9.2
E00167294,58.1,25.6,3.4,3.4,9.4
E00167295,57.8,25.6,5.1,5.4,6.1
E00174711,31,34.3,13.8,12.4,8.6
E00174714,60,19.1,9.1,8.2,3.6
E00174716,54.4,38.1,2.2,4,1.3
E00174717,44.5,38.2,6.3,4.2,6.8
E00174718,39.9,43,9.9,5.5,1.7
E00174720,34.3,39.6,10.2,8.7,7.2
E00179087,40.7,30.7,7.5,11,10.1
E00179099,51.9,35.7,4.9,5.3,2.1
E00179109,30.3,14.7,15.6,15.1,24.3
E00179136,31.7,26.6,10.6,14,17.1
E00179145,28.1,22.8,19,18.4,11.7
E00179147,41.7,18.3,17.9,7.9,14.2
E00179195,38.4,10.2,8.1,6.8,36.4
E00179203,45.2,17,6.7,4.4,26.7
E00179215,38.2,28.7,8.1,14.6,10.4
E00179250,52.2,15.5,5.5,7.3,19.4
E00179261,50,29.9,9.3,9.8,1
E00183098,54.4,18.6,10.8,9.8,6.4
E00183115,62.2,23.2,4.9,3.7,6.1
E00183118,52.7,28.4,8.9,5.3,4.7
E00183134,22.6,7.4,6.1,10.3,53.7
E00183142,29.3,9.8,10.2,14.3,36.5
E00183157,55.3,24.3,7.3,6.7,6.5
E00183160,55.1,27.2,3.7,6.6,7.4
E00183165,60.6,22.4,7.9,4.7,4.3
E00183168,65.3,25.1,5.1,3,1.5
E00183172,45.2,9,11.6,21.3,12.9
E00183184,43.4,16.1,3.4,6,31.2
E00183198,49.5,37.5,3.6,4.7,4.7
E00183207,50.9,29.9,5.7,9.3,4.2
E00183215,45.8,19.8,9,12.1,13.3
E00183216,44.4,23.3,15,8.5,8.8
E00190143,19.7,8.8,11.7,31,28.9
